Player Name,Team,Overall Pick,Projection Rank,Delta,Stamp Type,Points,VOS Stamp
Cato McIntyre,Atlanta Braves,394,679,-285,,0.0,N
John Ruiz-Reyes,St. Louis Cardinals,395,778,-383,,0.0,N
Southwell McGuire,Indianapolis Ignition,396,91,305,Top 100,6.36179255097619,Y
Josie Skyler,Toronto Blue Jays,397,166,231,Later,4.2233686858331545,Y
William Amodu,Colorado Rockies,398,526,-128,,0.0,N
Donald Fann,Cleveland Indians,399,428,-29,Managed Risk,1.269860385419959,Y
Shannon Albaran,California Angels,400,534,-134,,0.0,N
Sevastian Urich,Texas Rangers,401,567,-166,,0.0,N
Jack Raphael,Montreal Expos,402,313,89,Later,3.7499048351651325,Y
John Leavens,Milwaukee Brewers,403,547,-144,,0.0,N
Jude Kissner,Los Angeles Dodgers,404,741,-337,,0.0,N
Nellie McDannell,Las Vegas Knights,405,442,-37,,0.0,N
Collin Schuster,London Royals,406,255,151,Later,4.011940260423138,Y
P.J. Miles,Houston Astros,407,940,-533,,0.0,N
Soloman Bash,Cincinnati Reds,408,480,-72,,0.0,N
Gilbert Turner,San Diego Padres,409,315,94,Later,3.7769384458002704,Y
Billy Gillette,Philadelphia Phillies,410,857,-447,,0.0,N
Marwin Irons,Boston Red Sox,411,249,162,Later,4.046875100403382,Y
Sammie Kramer,Washington Nationals,412,515,-103,,0.0,N
Rex Deputy,Baltimore Orioles,413,337,76,Later,3.671902710926842,Y
Junior Chapuis,Tampa Bay Rays,414,438,-24,Managed Risk,1.391237339365384,Y
Larry Gerstenberger,Detroit Tigers,415,504,-89,,0.0,N
Mark Adzima,Portland Hops,416,1091,-675,,0.0,N
Lyle Gagnon,Chicago Cubs,417,349,68,Later,3.61705325229863,Y
Mattie Miles,Chicago White Sox,418,544,-126,,0.0,N
Junior Solomon,Milwaukee Brewers,419,830,-411,,0.0,N
Leland Beck,Minnesota Twins,420,633,-213,,0.0,N
Liam Andrew,Seattle Mariners,421,370,51,Later,3.4756218592907135,Y
Levi Granville,San Francisco Giants,422,892,-470,,0.0,N
Nick Eckes,Oakland Athletics,423,358,65,Later,3.5948273710132126,Y
Ottis Smith,New York Yankees,424,925,-501,,0.0,N
Howard Button,Vancouver Cascades,425,496,-71,,0.0,N
Mason Dietz,Arizona Diamondbacks,426,698,-272,,0.0,N
Noah Gibbs,New York Mets,427,809,-382,,0.0,N
Brian Greenberg,Pittsburgh Pirates,428,250,178,Later,4.0936929029203775,Y
Dan Reimers,Memphis Blues,429,511,-82,,0.0,N
Easton Cox,Atlanta Braves,430,501,-71,,0.0,N
Jordan Coelho,Tampa Bay Rays,431,205,226,Later,4.212475008740702,Y
Edgar Aviles,Indianapolis Ignition,432,228,204,Later,4.161504989569204,Y
Roland Peterson,Toronto Blue Jays,433,232,201,Later,4.154133848700603,Y
Elvin Lilly,Colorado Rockies,434,311,123,Later,3.9101407828025185,Y
J.J. Dawson,Cleveland Indians,435,367,68,Later,3.61705325229863,Y
Zayden Beale,California Angels,436,881,-445,,0.0,N
Jeremiah Schultz,Texas Rangers,437,235,202,Later,4.156602989520893,Y
Michael Hunkpapa,Montreal Expos,438,554,-116,,0.0,N
Damon Rasmussen,Milwaukee Brewers,439,376,63,Later,3.5794415416798357,Y
Connor Deeg,Los Angeles Dodgers,440,883,-443,,0.0,N
Daniel Bertola,Las Vegas Knights,441,479,-38,,0.0,N
Justin Norton,London Royals,442,253,189,Later,4.123512036080243,Y
Brown Wattenbarger,Houston Astros,443,882,-439,,0.0,N
Shawn Crabtree,Cincinnati Reds,444,1060,-616,,0.0,N
Luther LaRoche,San Diego Padres,445,642,-197,,0.0,N
D.J. Viray,Philadelphia Phillies,446,281,165,Later,4.055993894178272,Y
Davin O'Neal,Boston Red Sox,447,542,-95,,0.0,N
Oscar Mazzoleni,Washington Nationals,448,581,-133,,0.0,N
Isaac Corr,Baltimore Orioles,449,524,-75,,0.0,N
Nolan Flanagan,Tampa Bay Rays,450,220,230,Later,4.221208855260897,Y
Nixon Hanson,Detroit Tigers,451,453,-2,Managed Risk,1.6388370153723533,Y
Joe Woods,Portland Hops,452,444,8,Later,2.59861228866811,Y
Don McCall,Chicago Cubs,453,88,365,Top 100,6.4513166667006825,Y
Don Neeley,Chicago White Sox,454,716,-262,,0.0,N
Charles LeClaire,Milwaukee Brewers,455,558,-103,,0.0,N
Tucker Hamilton,Minnesota Twins,456,527,-71,,0.0,N
Andy Myers,Seattle Mariners,457,332,125,Later,3.918140953475739,Y
Kian Williams,San Francisco Giants,458,858,-400,,0.0,N
Aidan Adam,Oakland Athletics,459,718,-259,,0.0,N
Major Mayes,New York Yankees,460,669,-209,,0.0,N
Luke Gallagher,Vancouver Cascades,461,369,92,Later,3.766299746576628,Y
A.J. Gouge,Arizona Diamondbacks,462,820,-358,,0.0,N
Kent Gill,New York Mets,463,191,272,Later,4.304735897592479,Y
Leo Tabler,Pittsburgh Pirates,464,79,385,Top 100,6.4779186847324155,Y
Rick Mosier,Memphis Blues,465,664,-199,,0.0,N
Alan Zimmer,Atlanta Braves,466,703,-237,,0.0,N
Cleo Lucas,St. Louis Cardinals,467,227,240,Later,4.242398466745327,Y
Rick Bandy,Indianapolis Ignition,468,246,222,Later,4.203585885730059,Y
Derek Dennison,Toronto Blue Jays,469,613,-144,,0.0,N
Jaden Barr,Colorado Rockies,470,1044,-574,,0.0,N
Brett Hayden,Cleveland Indians,471,447,24,Later,3.1094379124341005,Y
August Royston,California Angels,472,896,-424,,0.0,N
Braden Masone,Texas Rangers,473,336,137,Later,3.9636268425786025,Y
Wiley Harbin,Montreal Expos,474,859,-385,,0.0,N
Rain Bailey,Milwaukee Brewers,475,530,-55,,0.0,N
Jared Johnson,Los Angeles Dodgers,476,794,-318,,0.0,N
Hartley Gramuglia,Las Vegas Knights,477,483,-6,Managed Risk,1.6084968011212866,Y
Cole Seabolt,London Royals,478,845,-367,,0.0,N
Dan Lacar,Houston Astros,479,116,363,Later,4.44857693381837,Y
Reeve Erne,Cincinnati Reds,480,717,-237,,0.0,N
Lyndon Kendall,San Diego Padres,481,798,-317,,0.0,N
Ben Manikas,Philadelphia Phillies,482,403,79,Later,3.6910133173369406,Y
Jarini Moreno,Boston Red Sox,483,781,-298,,0.0,N
Rich Moniz,Washington Nationals,484,312,172,Later,4.07664579724889,Y
Ira Macis,Baltimore Orioles,485,576,-91,,0.0,N
Nicky Lynch,Tampa Bay Rays,486,548,-62,,0.0,N
Rush Boudreaux,Detroit Tigers,487,646,-159,,0.0,N
Robert Caravello,Portland Hops,488,960,-472,,0.0,N
Adonis Dean,Chicago Cubs,489,285,204,Later,4.161504989569204,Y
Owen Mota,Chicago White Sox,490,189,301,Later,4.355213508687434,Y
Ronan Byrd,Milwaukee Brewers,491,364,127,Later,3.9260151319598084,Y
Toby Mollica,Minnesota Twins,492,755,-263,,0.0,N
Howard Bean,Seattle Mariners,493,495,-2,Managed Risk,1.6388370153723533,Y
Jamie Guitton,San Francisco Giants,494,791,-297,,0.0,N
Tris Peterson,Oakland Athletics,495,111,384,Later,4.476621667143892,Y
Francisco Ventura,New York Yankees,496,242,254,Later,4.270631772579213,Y
Gabriel Burlingame,Vancouver Cascades,497,550,-53,,0.0,N
Arcadio Mendez,Arizona Diamondbacks,498,668,-170,,0.0,N
Koty Jones,New York Mets,499,752,-253,,0.0,N
Arthur Martin,Pittsburgh Pirates,500,762,-262,,0.0,N
Scott Hunnicutt,Memphis Blues,501,284,217,Later,4.192247531394544,Y
Cal Johnson,Atlanta Braves,502,687,-185,,0.0,N
Will Giambattista,St. Louis Cardinals,503,1002,-499,,0.0,N
Jose Calvillo,Indianapolis Ignition,504,650,-146,,0.0,N
Jesse Friese,Toronto Blue Jays,505,406,99,Later,3.802585092994046,Y
Johnny Roles,Colorado Rockies,506,745,-239,,0.0,N
Andrew Richardson,Cleveland Indians,507,399,108,Later,3.8456739411145717,Y
Chris Sarafian,California Angels,508,724,-216,,0.0,N
Biff Lundell,Texas Rangers,509,462,47,Later,3.4356005054539454,Y
Michael Vercauteren,Montreal Expos,510,670,-160,,0.0,N
Landon Heath,Las Vegas Knights,511,503,8,Later,2.59861228866811,Y
Mal Sanders,Los Angeles Dodgers,512,431,81,Later,3.7033596236321267,Y
Leonardo Sanchez,Las Vegas Knights,513,535,-22,Managed Risk,1.4270125502755526,Y
Ulysses Day,London Royals,514,475,39,Later,3.344439727056968,Y
Andrés Rosa,Houston Astros,515,954,-439,,0.0,N
Matt Tosh,Cincinnati Reds,516,684,-168,,0.0,N
Linvoy Hutchinson,San Diego Padres,517,267,250,Later,4.262726469565892,Y
Rudy Mills,Philadelphia Phillies,518,494,24,Later,3.1094379124341005,Y
Josh Gates,Boston Red Sox,519,823,-304,,0.0,N
Linden Blackaby,Washington Nationals,520,254,266,Later,4.293624329200124,Y
Nathan Boli,Baltimore Orioles,521,1009,-488,,0.0,N
Julian Odell,Tampa Bay Rays,522,672,-150,,0.0,N
Jarek Hughes,Detroit Tigers,523,742,-219,,0.0,N
Hector Cavazos,Portland Hops,524,572,-48,,0.0,N
Josiah Rossi,Chicago Cubs,525,545,-20,Managed Risk,1.458303336014054,Y
Collin Martin,Chicago White Sox,526,372,154,Later,4.021712558459623,Y
Apolo Hernández,Milwaukee Brewers,527,772,-245,,0.0,N
Scott Horetski,Minnesota Twins,528,335,193,Later,4.133929079531664,Y
Shane Bourgon,Seattle Mariners,529,719,-190,,0.0,N
Colton Lowe,San Francisco Giants,530,552,-22,Managed Risk,1.4270125502755526,Y
Andrew Gray,Oakland Athletics,531,898,-367,,0.0,N
Bermúdez Baez,New York Yankees,532,195,337,Later,4.41152294774151,Y
Tyler Wojtkowski,Vancouver Cascades,533,321,212,Later,4.180646082854713,Y
Lee Russell,Arizona Diamondbacks,534,649,-115,,0.0,N
Zaire Shirley,New York Mets,535,210,325,Later,4.393448690683353,Y
D'marco Ingram,Pittsburgh Pirates,536,248,288,Later,4.333213344056216,Y
LaMarr Gorley,Memphis Blues,537,381,156,Later,4.028122902674154,Y
Wade Conceicao,Atlanta Braves,538,701,-163,,0.0,N
Victor Lilley,St. Louis Cardinals,539,893,-354,,0.0,N
Mitch Flitcraft,Indianapolis Ignition,540,824,-284,,0.0,N
Dwight Barbour,Toronto Blue Jays,541,706,-165,,0.0,N
Pedro San Lucas,Colorado Rockies,542,586,-44,,0.0,N
Pete Duren,Cleveland Indians,543,695,-152,,0.0,N
Emmanuel Segler,California Angels,544,732,-188,,0.0,N
Braydon Brennan,Texas Rangers,545,390,155,Later,4.024928003624769,Y
Daniel Rex,Montreal Expos,546,1103,-557,,0.0,N
Paul Russell,Las Vegas Knights,547,555,-8,Managed Risk,1.5918239574966186,Y
Jayden Galitsis,Los Angeles Dodgers,548,609,-61,,0.0,N
Mason West,Las Vegas Knights,549,557,-8,Managed Risk,1.5918239574966186,Y
Andy Sack,London Royals,550,397,153,Later,4.018476301206815,Y
Jude Nast,Houston Astros,551,135,416,Later,4.5165431108994,Y
Jericho Jinta,Cincinnati Reds,552,831,-279,,0.0,N
Skylar Murphy,San Diego Padres,553,331,222,Later,4.203585885730059,Y
Todd Tarpley,Philadelphia Phillies,554,942,-388,,0.0,N
Freddy Villanueva,Boston Red Sox,555,1074,-519,,0.0,N
Pat Dick,Washington Nationals,556,666,-110,,0.0,N
Fabian Miguel,Baltimore Orioles,557,682,-125,,0.0,N
Leo Juarez,Tampa Bay Rays,558,476,82,Later,3.709420303898299,Y
Martin Mattingly,Detroit Tigers,559,355,204,Later,4.161504989569204,Y
Beckett Lennox,Portland Hops,560,776,-216,,0.0,N
Tony Medeiros,Chicago Cubs,561,990,-429,,0.0,N
Milan Adkins,Chicago White Sox,562,731,-169,,0.0,N
Nick Strine,Milwaukee Brewers,563,944,-381,,0.0,N
Tony Matherson,Minnesota Twins,564,300,264,Later,4.289864912993111,Y
Daron Connor,Seattle Mariners,565,856,-291,,0.0,N
Avery Horton,San Francisco Giants,566,832,-266,,0.0,N
Christopher Godfrey,Oakland Athletics,567,763,-196,,0.0,N
Yuri Polovnov,New York Yankees,568,434,134,Later,3.952637389219215,Y
Julio Cesar Concepcion,Vancouver Cascades,569,301,268,Later,4.29735568980092,Y
Davis Loquellano,Arizona Diamondbacks,570,509,61,Later,3.563567192522546,Y
Randall Marques,New York Mets,571,421,150,Later,4.008639918407463,Y
Charles Jull,Pittsburgh Pirates,572,214,358,Later,4.441661194244139,Y
Austin Cabrera,Memphis Blues,573,259,314,Later,4.3762863194128165,Y
Roddy Bien,Atlanta Braves,574,1116,-542,,0.0,N
Engelbert Hill,St. Louis Cardinals,575,595,-20,Managed Risk,1.458303336014054,Y
Justin Lapointe,Indianapolis Ignition,576,918,-342,,0.0,N
Dante Beebe,Toronto Blue Jays,577,474,103,Later,3.8221954495706862,Y
Dakota Fletcher,Colorado Rockies,578,457,121,Later,3.9020105223666284,Y
Andy Schow,Cleveland Indians,579,1089,-510,,0.0,N
Dominic Vivo,California Angels,580,685,-105,,0.0,N
Nick Cary,Texas Rangers,581,709,-128,,0.0,N
Matthew Becerra,Montreal Expos,582,409,173,Later,4.0795276496072646,Y
Ethan Eyster,Las Vegas Knights,583,559,24,Later,3.1094379124341005,Y
Cale Ross,Los Angeles Dodgers,584,578,6,Later,2.4729550745276567,Y
Dan Newell,Las Vegas Knights,585,574,11,Later,2.742453324894,Y
Bobby Jo Henderson,London Royals,586,624,-38,,0.0,N
Armani Brown,Houston Astros,587,949,-362,,0.0,N
Josh Rone,Cincinnati Reds,588,705,-117,,0.0,N
Elijah Chaney,San Diego Padres,589,360,229,Later,4.219039654461598,Y
Matt Landry,Philadelphia Phillies,590,1265,-675,,0.0,N
Bobby McCloe,Boston Red Sox,591,773,-182,,0.0,N
D.J. Bostrom,Washington Nationals,592,291,301,Later,4.355213508687434,Y
Amos Griffin,Baltimore Orioles,593,183,410,Later,4.5092966072481175,Y
Jim Bazemore,Tampa Bay Rays,594,584,10,Later,2.6989476363991853,Y
Charlie Solano,Detroit Tigers,595,941,-346,,0.0,N
Damario Padilla,Portland Hops,596,914,-318,,0.0,N
Caden Peterson,Chicago Cubs,597,392,205,Later,4.163938084394791,Y
Finley McElveen,Chicago White Sox,598,644,-46,,0.0,N
Edmond Whiting,Milwaukee Brewers,599,288,311,Later,4.371501593904741,Y
Kaysen Caldwell,Minnesota Twins,600,566,34,Later,3.2776740307447065,Y
Joshua Thomas,Seattle Mariners,601,902,-301,,0.0,N
Lewis Joelle,San Francisco Giants,602,234,368,Later,4.4553983220202635,Y
Aaron Almaguer,Oakland Athletics,603,396,207,Later,4.168769039850659,Y
Tim Worrell,New York Yankees,604,493,111,Later,3.859249435647547,Y
Christopher Sneed,Vancouver Cascades,605,271,334,Later,4.407065265912533,Y
David Munoz,Arizona Diamondbacks,606,190,416,Later,4.5165431108994,Y
Ambar Robinson,New York Mets,607,600,7,Later,2.539720770839918,Y
Renaldo Sinclair,Pittsburgh Pirates,608,153,455,Later,4.561246404757194,Y
Nat Snyder,Memphis Blues,609,264,345,Later,4.423219387528862,Y
Keagan Pettit,Atlanta Braves,610,596,14,Later,2.8540251005511053,Y
Grady Howard,St. Louis Cardinals,611,626,-15,Managed Risk,1.522760613339579,Y
Ronald Mazzo,Indianapolis Ignition,612,714,-102,,0.0,N
Zavier Beckman,Toronto Blue Jays,613,299,314,Later,4.3762863194128165,Y
Scott Secula,Colorado Rockies,614,521,93,Later,3.771647391135002,Y
Kelsey Nady,Cleveland Indians,615,384,231,Later,4.2233686858331545,Y
Bobby Brunken,California Angels,616,909,-293,,0.0,N
Reid DeLauder,Texas Rangers,617,272,345,Later,4.423219387528862,Y
Nolan Bradley,Montreal Expos,618,374,244,Later,4.250629105272363,Y
Mike Monroe,Las Vegas Knights,619,582,37,Later,3.318793079863193,Y
Jude Germack,Los Angeles Dodgers,620,775,-155,,0.0,N
Eriberto Andujar,Las Vegas Knights,621,589,32,Later,3.24825378073324,Y
Adam Ly,London Royals,622,825,-203,,0.0,N
Corey Parkinson,Houston Astros,623,931,-308,,0.0,N
Stew Helsing,Cincinnati Reds,624,952,-328,,0.0,N
Rich Childre,San Diego Padres,625,808,-183,,0.0,N
Sam Roberts,Philadelphia Phillies,626,241,385,Later,4.4779186847324155,Y
Austin Forbes,Boston Red Sox,627,185,442,Later,4.546784885022568,Y
Jake Civita,Washington Nationals,628,531,97,Later,3.792483739335286,Y
R.J. Dix,Baltimore Orioles,629,575,54,Later,3.5036665926162356,Y
Darwin Frady,Tampa Bay Rays,630,467,163,Later,4.0499332139121,Y
Pete Zayas,Detroit Tigers,631,1048,-417,,0.0,N
Thomas Shumate,Portland Hops,632,904,-272,,0.0,N
Rufo Cavarrubias,Chicago Cubs,633,1017,-384,,0.0,N
Ranald Sauber,Chicago White Sox,634,1164,-530,,0.0,N
Alfonzo Garza,Milwaukee Brewers,635,1041,-406,,0.0,N
Nick Franz,Minnesota Twins,636,1087,-451,,0.0,N
Justin Wilson,Seattle Mariners,637,965,-328,,0.0,N
Ed Grondin,San Francisco Giants,638,604,34,Later,3.2776740307447065,Y
Luke Bruckner,Oakland Athletics,639,270,369,Later,4.4567515028191345,Y
Willie Naugle,New York Yankees,640,446,194,Later,4.136499779281873,Y
Roman Andry,Vancouver Cascades,641,520,121,Later,3.9020105223666284,Y
A.J. Bendinelli,Arizona Diamondbacks,642,529,113,Later,3.868099224197248,Y
Joshua McCloud,New York Mets,643,460,183,Later,4.107467878804493,Y
Emmanuel Miles,Pittsburgh Pirates,644,1072,-428,,0.0,N
Yousef Beardsley,Memphis Blues,645,283,362,Later,4.447201417132425,Y
Hugh Hall,Atlanta Braves,646,579,67,Later,3.6097538525880535,Y
Luke Quick,St. Louis Cardinals,647,620,27,Later,3.166102255087602,Y
Parvaneh Jaleeli,Indianapolis Ignition,648,388,260,Later,4.282260203661346,Y
Remy Wilson,Toronto Blue Jays,649,784,-135,,0.0,N
Elijah Scherer,Colorado Rockies,650,523,127,Later,3.9260151319598084,Y
Roger Borkowski,Cleveland Indians,651,910,-259,,0.0,N
Rod Johnson,California Angels,652,901,-249,,0.0,N
Devin Roundtree,Texas Rangers,653,637,16,Later,2.916606672028108,Y
Mitch Masella,Montreal Expos,654,729,-75,,0.0,N
Gerard Getz,Las Vegas Knights,655,599,56,Later,3.521525633917275,Y
Vermudo Landaverde,Los Angeles Dodgers,656,1117,-461,,0.0,N
Brock Perales,Las Vegas Knights,657,612,45,Later,3.4143206982445475,Y
Jace Ryckman,London Royals,658,543,115,Later,3.8767950955531822,Y
Curtis Wilborn,Houston Astros,659,549,110,Later,3.854765100656167,Y
Tyree Hughes,Cincinnati Reds,660,842,-182,,0.0,N
Liam Wilson,San Diego Padres,661,1082,-421,,0.0,N
Hudson Sowell,Philadelphia Phillies,662,884,-222,,0.0,N
Jack Robertson,Boston Red Sox,663,415,248,Later,4.258726448232354,Y
Jeremy Eley,Washington Nationals,664,890,-226,,0.0,N
Sal Mathis,Baltimore Orioles,665,739,-74,,0.0,N
Hugh Holtgrieve,Tampa Bay Rays,666,623,43,Later,3.3920948169591307,Y
Yannick Weinstein,Detroit Tigers,667,614,53,Later,3.4944920232821373,Y
Theodore Huffer,Portland Hops,668,339,329,Later,4.399546327230263,Y
Weldon Amparan,Chicago Cubs,669,783,-114,,0.0,N
Austin Tefft,Chicago White Sox,670,437,233,Later,4.227660557678851,Y
Gary Sinisi,Milwaukee Brewers,671,366,305,Later,4.36179255097619,Y
Robert Saber,Minnesota Twins,672,282,390,Later,4.4843537799926825,Y
Daron Christopher,Seattle Mariners,673,879,-206,,0.0,N
Donald Hobbs,San Francisco Giants,674,641,33,Later,3.263180262308081,Y
Eddie Petit,Oakland Athletics,675,764,-89,,0.0,N
Floyd Rohde,New York Yankees,676,982,-306,,0.0,N
Felix McDonald,Vancouver Cascades,677,318,359,Later,4.443052015725078,Y
Music Romans,Arizona Diamondbacks,678,1018,-340,,0.0,N
Cullen Squier,New York Mets,679,172,507,Later,4.615240723789241,Y
Hunter Branscum,Pittsburgh Pirates,680,263,417,Later,4.517740716262378,Y
Atilio Mojica,Memphis Blues,681,917,-236,,0.0,N
Connor Jones,Atlanta Braves,682,899,-217,,0.0,N
Thomas Wright,St. Louis Cardinals,683,615,68,Later,3.61705325229863,Y
Zepheniah Walker,Indianapolis Ignition,684,499,185,Later,4.112873336856601,Y
Jack Wears,Toronto Blue Jays,685,449,236,Later,4.234030070567566,Y
Earl Rodriquez,Colorado Rockies,686,275,411,Later,4.510511674674763,Y
Marcus Hill,Cleveland Indians,687,564,123,Later,3.9101407828025185,Y
Jeremy Coffey,California Angels,688,758,-70,,0.0,N
M.J. Mullen,Texas Rangers,689,828,-139,,0.0,N
Garrett Fraze,Montreal Expos,690,456,234,Later,4.2297927570720795,Y
Peni Kaihea,Las Vegas Knights,691,627,64,Later,3.5871936349478184,Y
Dave Ochs,Los Angeles Dodgers,692,1039,-347,,0.0,N
Todd Holley,Las Vegas Knights,693,655,38,Later,3.331780823064823,Y
Max McMahon,London Royals,694,643,51,Later,3.4756218592907135,Y
Keith Creasey,Houston Astros,695,440,255,Later,4.272588722239782,Y
Newton Hill,Cincinnati Reds,696,995,-299,,0.0,N
Ronnie Schmit,San Diego Padres,697,945,-248,,0.0,N
Francisco Pagan,Philadelphia Phillies,698,274,424,Later,4.526044584462209,Y
Stephen Sudberry,Boston Red Sox,699,636,63,Later,3.5794415416798357,Y
Timothy Avila,Washington Nationals,700,383,317,Later,4.3810256913900885,Y
Geraldo Knudsen,Baltimore Orioles,701,170,531,Later,4.638321744670822,Y
Cole Jones,Tampa Bay Rays,702,1021,-319,,0.0,N
Jordan Kettering,Detroit Tigers,703,953,-250,,0.0,N
Jody Frail,Portland Hops,704,998,-294,,0.0,N
Mike Young,Chicago Cubs,705,680,25,Later,3.129048269010741,Y
Paco Medrad,Chicago White Sox,706,359,347,Later,4.426101239887237,Y
Michael Blume,Milwaukee Brewers,707,1127,-420,,0.0,N
Hunter Demuth,Minnesota Twins,708,340,368,Later,4.4553983220202635,Y
G.T. D'Arcangelo,Seattle Mariners,709,663,46,Later,3.425073800855029,Y
Mickey Hake,San Francisco Giants,710,251,459,Later,4.56561324474157,Y
Palmer Liechty,Oakland Athletics,711,767,-56,,0.0,N
Pavor Valdivia,New York Yankees,712,835,-123,,0.0,N
Jake Gunter,Vancouver Cascades,713,577,136,Later,3.9599904629140625,Y
Mason Lademan,Arizona Diamondbacks,714,713,1,Later,1.8465735902799727,Y
Ron Berger,New York Mets,715,617,98,Later,3.797559925067295,Y
Peter Jimoh,Pittsburgh Pirates,716,427,289,Later,4.33494046149026,Y
Roddy Williams,Memphis Blues,717,1051,-334,,0.0,N
Peter Gould,Atlanta Braves,718,821,-103,,0.0,N
Buddy Betham,St. Louis Cardinals,719,991,-272,,0.0,N
Austin Abeya,Indianapolis Ignition,720,1152,-432,,0.0,N
Harrison Steitz,Toronto Blue Jays,721,757,-36,,0.0,N
Roman Neal,Colorado Rockies,722,380,342,Later,4.418865223582969,Y
Kurt Schroeder,Cleveland Indians,723,886,-163,,0.0,N
Phil Armstrong,California Angels,724,1188,-464,,0.0,N
J.J. Hogan,Texas Rangers,725,598,127,Later,3.9260151319598084,Y
Rudolph Skinner,Montreal Expos,726,863,-137,,0.0,N
Braydon Harvey,Las Vegas Knights,727,1080,-353,,0.0,N
Gary Fitton,Los Angeles Dodgers,728,692,36,Later,3.305458956322112,Y
Nic Corrigan,Las Vegas Knights,729,657,72,Later,3.6452297205741955,Y
David Herrmann,London Royals,730,601,129,Later,3.933767225227791,Y
Bryan Springhetti,Houston Astros,731,760,-29,Managed Risk,1.269860385419959,Y
Johnny Garza,Cincinnati Reds,732,860,-128,,0.0,N
Kayden Kuehn,San Diego Padres,733,1226,-493,,0.0,N
Delmon McKnight,Philadelphia Phillies,734,665,69,Later,3.6242476210246797,Y
Moe Fuhry,Boston Red Sox,735,704,31,Later,3.2328679513998635,Y
Cliff McLeary,Washington Nationals,736,590,146,Later,3.995216293389368,Y
Rylan Iden,Baltimore Orioles,737,441,296,Later,4.34686606940135,Y
Doug McAllister,Tampa Bay Rays,738,743,-5,Managed Risk,1.6164339756999317,Y
Dory Frady,Detroit Tigers,739,638,101,Later,3.8124864066421353,Y
Charles Lara,Portland Hops,740,929,-189,,0.0,N
Roy Maas,Chicago Cubs,741,770,-29,Managed Risk,1.269860385419959,Y
Dan Muller,Chicago White Sox,742,611,131,Later,3.9414009612931853,Y
Lane Witzel,Milwaukee Brewers,743,489,254,Later,4.270631772579213,Y
Mark Aguilar,Minnesota Twins,744,607,137,Later,3.9636268425786025,Y
Carlton Wheelwright,Seattle Mariners,745,424,321,Later,4.387275772772204,Y
Loyd Golden,San Francisco Giants,746,247,499,Later,4.607304049211096,Y
P.J. Barney,Oakland Athletics,747,317,430,Later,4.533054045051873,Y
J.M. Cahill,New York Yankees,748,779,-31,Managed Risk,1.1979398673070136,Y
Christ Landon,Vancouver Cascades,749,473,276,Later,4.31200875309367,Y
Martin Gould,Arizona Diamondbacks,750,507,243,Later,4.248584112646601,Y
Brendan Burr,New York Mets,751,342,409,Later,4.508078579849177,Y
Joey Weber,Pittsburgh Pirates,752,238,514,Later,4.622083450331868,Y
R.J. Lott,Memphis Blues,753,865,-112,,0.0,N
Mayer Bennett,Atlanta Braves,754,565,189,Later,4.123512036080243,Y
Keith Hayden,St. Louis Cardinals,755,816,-61,,0.0,N
Kyle Bender,Indianapolis Ignition,756,674,82,Later,3.709420303898299,Y
Roy Nieman,Toronto Blue Jays,757,800,-43,,0.0,N
Evan Ontiveroz,Colorado Rockies,758,934,-176,,0.0,N
Dale Wilson,Cleveland Indians,759,930,-171,,0.0,N
Ken Graham,California Angels,760,727,33,Later,3.263180262308081,Y
Funky Felix,Texas Rangers,761,958,-197,,0.0,N
Bernardito Reyes,Montreal Expos,762,303,459,Later,4.56561324474157,Y
Warren Almeida,Las Vegas Knights,763,628,135,Later,3.956327442868026,Y
Perry Parret,Los Angeles Dodgers,764,1054,-290,,0.0,N
Richy Kearney,Las Vegas Knights,765,847,-82,,0.0,N
Kent Vannelli,London Royals,766,677,89,Later,3.7499048351651325,Y
Rolly Runihura,Houston Astros,767,766,1,Later,1.8465735902799727,Y
Dylan Tsakonas,Cincinnati Reds,768,853,-85,,0.0,N
Randy Feldman,San Diego Padres,769,610,159,Later,4.037586907616913,Y
Emory Mercer,Philadelphia Phillies,770,491,279,Later,4.317394801584625,Y
Matthew Pearce,Boston Red Sox,771,789,-18,Managed Risk,1.48610974479161,Y
James Auclair,Washington Nationals,772,754,18,Later,2.97221948958322,Y
Aguinaldo Estrada,Baltimore Orioles,773,1020,-247,,0.0,N
Ronnie Kerns,Tampa Bay Rays,774,786,-12,Managed Risk,1.5547189562170503,Y
Reuben Dillard,Detroit Tigers,775,333,442,Later,4.546784885022568,Y
Miles Dennis,Portland Hops,776,1129,-353,,0.0,N
Louie Workman,Chicago Cubs,777,506,271,Later,4.302901033147998,Y
Bobby Boen,Chicago White Sox,778,498,280,Later,4.319177334666873,Y
Glenallen Little,Milwaukee Brewers,779,736,43,Later,3.3920948169591307,Y
Jesse Gordon,Minnesota Twins,780,625,155,Later,4.024928003624769,Y
Tony Ellis,Seattle Mariners,781,959,-178,,0.0,N
J.R. Culhane,San Francisco Giants,782,357,425,Later,4.527219673134685,Y
Rick Killins,Oakland Athletics,783,423,360,Later,4.44443897916644,Y
Wayne Barca,New York Yankees,784,1033,-249,,0.0,N
Mason Rogers,Vancouver Cascades,785,996,-211,,0.0,N
Bob Cross,Arizona Diamondbacks,786,697,89,Later,3.7499048351651325,Y
Jeremiah Hoke,New York Mets,787,759,28,Later,3.1836479149932373,Y
