Player Name,Team,Overall Pick,Projection Rank,Delta,Stamp Type,Points,VOS Stamp
Mike Thompson,Detroit Tigers,419,598,-179,,0.0,N
Omarion Getahun,Miami Marlins,420,773,-353,,0.0,N
Amari Straughter,St. Louis Cardinals,421,178,243,Later,3.748584112646601,Y
Joe Reed,Oakland Athletics,422,617,-195,,0.0,N
Chris Hicks,Milwaukee Brewers,423,258,165,Later,3.555993894178272,Y
Steve Hiepler,Seattle Mariners,424,193,231,Later,3.723368685833155,Y
Josh Baker,Atlanta Braves,426,244,182,Later,3.6047430764207107,Y
Joe Robinson,Pittsburgh Pirates,427,142,285,Later,3.827995905409926,Y
Eric Barnhill,Boston Red Sox,428,676,-248,,0.0,N
Jerry Guerrero,Washington Nationals,429,404,25,Later,2.629048269010741,Y
Andy Pohlkamp,Chicago White Sox,430,200,230,Later,3.7212088552608966,Y
Roman Shumway,Minnesota Twins,431,337,94,Later,3.2769384458002704,Y
Steve Remer,San Francisco Giants,432,482,-50,,0.0,N
Tommy D'Emilio,Cincinnati Reds,433,389,44,Later,2.90333124488516,Y
Alex Siwiec,Colorado Rockies,434,691,-257,,0.0,N
Jamie Disrud,Los Angeles Dodgers,435,188,247,Later,3.7567143730824912,Y
Joe Harrelson,Tampa Bay Rays,436,305,131,Later,3.4414009612931853,Y
Alvaro Tamayo,Houston Astros,437,750,-313,,0.0,N
Sean Edmundson,Cleveland Guardians,438,453,-15,,0.0,N
Ethan Mondt,Kansas City Royals,439,383,56,Later,3.021525633917275,Y
Devoris Bovain,Baltimore Orioles,440,756,-316,,0.0,N
Jon Hohl,Philadelphia Phillies,441,590,-149,,0.0,N
Kevin Murphy,New York Mets,442,176,266,Later,3.793624329200125,Y
Kevin Bundschuh,Los Angeles Angels,443,577,-134,,0.0,N
Tim Wagner,New York Yankees,444,501,-57,,0.0,N
Mike Tolefree,Chicago Cubs,445,878,-433,,0.0,N
Dave Morales,San Diego Padres,446,635,-189,,0.0,N
Haden Ekdar,Texas Rangers,447,419,28,Later,2.6836479149932373,Y
Jon Russell,Toronto Blue Jays,448,365,83,Later,3.2154083994216567,Y
Andy Leiting,Detroit Tigers,449,542,-93,,0.0,N
Jim Wynne,Miami Marlins,450,402,48,Later,2.9459101490553135,Y
Luimy Bower,St. Louis Cardinals,451,378,73,Later,3.152032546602085,Y
Chanx Murphy,Oakland Athletics,452,600,-148,,0.0,N
Joel Steele,Milwaukee Brewers,453,485,-32,,0.0,N
Ed Beeman,Seattle Mariners,454,349,105,Later,3.3317195470560335,Y
Kevin Byerly,Atlanta Braves,456,352,104,Later,3.3269801750787615,Y
Alexis Verdugo,Pittsburgh Pirates,457,381,76,Later,3.171902710926842,Y
EQ Benvenuti,Boston Red Sox,458,362,96,Later,3.2873554892516914,Y
T.J. Weaver,Washington Nationals,459,403,56,Later,3.021525633917275,Y
Ellis Waithaka,Chicago White Sox,460,373,87,Later,3.2386684072391034,Y
Chris Hulstine,Minnesota Twins,461,146,315,Later,3.877871106793456,Y
Jared Rathke,San Francisco Giants,462,614,-152,,0.0,N
Jonathan Dammons,Cincinnati Reds,463,422,41,Later,2.868834809141684,Y
Myquerris Wheatley,Colorado Rockies,464,477,-13,,0.0,N
Tim Kolba,Los Angeles Dodgers,465,455,10,Later,2.1989476363991853,Y
Sam Haas,Tampa Bay Rays,466,160,306,Later,3.8634238737935984,Y
Nate Morrison,Houston Astros,467,209,258,Later,3.7784140308497687,Y
Ian Coleman,Cleveland Guardians,468,510,-42,,0.0,N
Dan Sexton,Kansas City Royals,469,503,-34,,0.0,N
Chris Pliss,Baltimore Orioles,470,496,-26,,0.0,N
Earl Hartling,Philadelphia Phillies,471,443,28,Later,2.6836479149932373,Y
Zion Lynton,New York Mets,472,306,166,Later,3.5589969062083777,Y
Rodolfo Luevano,Los Angeles Angels,473,540,-67,,0.0,N
Doug Soch,New York Yankees,474,274,200,Later,3.651652454029538,Y
Dave Ward,Chicago Cubs,475,198,277,Later,3.8138105568453184,Y
Sean Hrvatin,San Diego Padres,476,567,-91,,0.0,N
Jonathan Walker,Texas Rangers,477,267,210,Later,3.6759290667380333,Y
Mike Hawthorne,Toronto Blue Jays,478,472,6,Later,1.9729550745276567,Y
Jesus Ortega,Detroit Tigers,479,582,-103,,0.0,N
Jim Bromley,Miami Marlins,480,621,-141,,0.0,N
Jeremy Ordone,St. Louis Cardinals,481,380,101,Later,3.3124864066421353,Y
Garret Gott,Oakland Athletics,482,459,23,Later,2.5890269151739727,Y
Jeff Craig,Milwaukee Brewers,483,470,13,Later,2.3195286648076294,Y
Chris Gale,Seattle Mariners,484,563,-79,,0.0,N
Sam Cleveland,Atlanta Braves,486,688,-202,,0.0,N
Chris Reilly,Pittsburgh Pirates,487,213,274,Later,3.808385548833286,Y
Josh Calle,Boston Red Sox,488,745,-257,,0.0,N
Jon Steen,Washington Nationals,489,315,174,Later,3.5823929869617572,Y
Steve Crimi,Chicago White Sox,490,550,-60,,0.0,N
Woodrow Farnell,Minnesota Twins,491,486,5,Later,1.8958797346140275,Y
Chris Blankenship,San Francisco Giants,492,602,-110,,0.0,N
Mike Fulton,Cincinnati Reds,493,333,160,Later,3.5407021824922316,Y
Dave Perry,Colorado Rockies,494,787,-293,,0.0,N
Chris Shoup,Los Angeles Dodgers,495,237,258,Later,3.7784140308497687,Y
Juan Cervantes,Tampa Bay Rays,496,551,-55,,0.0,N
Juan Robles,Houston Astros,497,153,344,Later,3.92177220851568,Y
Mike Gray,Cleveland Guardians,498,884,-386,,0.0,N
Steve Wilkinson,Kansas City Royals,499,664,-165,,0.0,N
Chris Irvine,Baltimore Orioles,500,410,90,Later,3.255429753258425,Y
Joe Britt,Philadelphia Phillies,501,424,77,Later,3.178354413344796,Y
Danny Martel,New York Mets,502,483,19,Later,2.497866136776995,Y
Ron Olsen,Los Angeles Angels,503,464,39,Later,2.844439727056968,Y
Tulane Walker,New York Yankees,504,221,283,Later,3.824487119080603,Y
Nate Maduzia,Chicago Cubs,505,478,27,Later,2.666102255087602,Y
Jim Rooks,San Diego Padres,506,529,-23,,0.0,N
Jonathan McCarter,Texas Rangers,507,658,-151,,0.0,N
Dave Stone,Toronto Blue Jays,508,556,-48,,0.0,N
Joe Pallas,Detroit Tigers,509,199,310,Later,3.869896456089617,Y
Jeremy Wilson,Miami Marlins,510,581,-71,,0.0,N
Joe Slovick,St. Louis Cardinals,511,594,-83,,0.0,N
Vince Hanish,Oakland Athletics,512,545,-33,,0.0,N
Mike Grayson,Milwaukee Brewers,513,593,-80,,0.0,N
Erik Burgin,Seattle Mariners,514,490,24,Later,2.6094379124341005,Y
Tim Harrison,Atlanta Braves,516,609,-93,,0.0,N
Stephon Saintfleur,Pittsburgh Pirates,517,680,-163,,0.0,N
Jonathan Zurita,Boston Red Sox,518,428,90,Later,3.255429753258425,Y
Bob Efird,Washington Nationals,519,710,-191,,0.0,N
Nate Bailey,Chicago White Sox,520,445,75,Later,3.1653666701431655,Y
Terrell Danna,Minnesota Twins,521,697,-176,,0.0,N
Alan Lane,San Francisco Giants,522,885,-363,,0.0,N
Eric Fingland,Cincinnati Reds,523,327,196,Later,3.6416018643689942,Y
Dave Oyan,Colorado Rockies,524,345,179,Later,3.596478425445105,Y
Josh Sharpe,Los Angeles Dodgers,525,440,85,Later,3.2271736481267537,Y
Gio Girley,Tampa Bay Rays,526,254,272,Later,3.80473589759248,Y
Chris Olson,Houston Astros,527,399,128,Later,3.429906202180836,Y
Mike Hayes,Cleveland Guardians,528,754,-226,,0.0,N
Tommie Lee,Kansas City Royals,529,719,-190,,0.0,N
Quadir Betrand,Baltimore Orioles,530,889,-359,,0.0,N
Rob LeTourneau,Philadelphia Phillies,531,167,364,Later,3.9499486767912457,Y
Chris English,New York Mets,532,579,-47,,0.0,N
Bob Hinkle,Los Angeles Angels,533,278,255,Later,3.772588722239781,Y
Mike Lamp,New York Yankees,534,259,275,Later,3.810200432858575,Y
Naighel Kuntz,Chicago Cubs,535,619,-84,,0.0,N
Alpha Buie,San Diego Padres,536,544,-8,,0.0,N
Jesus Ramudo,Texas Rangers,537,603,-66,,0.0,N
C.J. Camacho,Toronto Blue Jays,538,263,275,Later,3.810200432858575,Y
Jaquan Lyas,Detroit Tigers,539,811,-272,,0.0,N
Johnny McGowen,Miami Marlins,540,473,67,Later,3.1097538525880535,Y
Genevieve Sanders,St. Louis Cardinals,541,488,53,Later,2.9944920232821373,Y
Pete Berry,Oakland Athletics,542,554,-12,,0.0,N
Chris Black,Milwaukee Brewers,543,269,274,Later,3.808385548833286,Y
Joe Giordano,Seattle Mariners,544,432,112,Later,3.3636939093561704,Y
Jon Kamin,Atlanta Braves,546,630,-84,,0.0,N
Daniel Yturralde,Pittsburgh Pirates,547,329,218,Later,3.6945358649082505,Y
Chris Lutch,Boston Red Sox,548,558,-10,,0.0,N
Rasean Khouri,Washington Nationals,549,815,-266,,0.0,N
Tommy Skeen,Chicago White Sox,550,535,15,Later,2.386294361119891,Y
Dave Worles,Minnesota Twins,551,448,103,Later,3.3221954495706862,Y
Omari Brokenborough,San Francisco Giants,552,835,-283,,0.0,N
Chris Acklin,Cincinnati Reds,553,765,-212,,0.0,N
Chris Fitch,Colorado Rockies,554,622,-68,,0.0,N
Jeremy Stophel,Los Angeles Dodgers,555,760,-205,,0.0,N
Jeff Hampton,Tampa Bay Rays,556,649,-93,,0.0,N
Jim Bowers,Houston Astros,557,214,343,Later,3.920320828686699,Y
Geovannys Cavender,Cleveland Guardians,558,401,157,Later,3.5312975165134834,Y
Chris Cronin,Kansas City Royals,559,604,-45,,0.0,N
Mike Wilkie,Baltimore Orioles,560,880,-320,,0.0,N
Jeremy Emery,Philadelphia Phillies,561,318,243,Later,3.748584112646601,Y
Nate Spencer,New York Mets,562,761,-199,,0.0,N
Pat Sosnowski,Los Angeles Angels,563,578,-15,,0.0,N
Bobby Brewer,New York Yankees,564,435,129,Later,3.433767225227791,Y
Joey Leigh,Chicago Cubs,565,454,111,Later,3.359249435647547,Y
Josh Becker,San Diego Padres,566,536,30,Later,2.716993602242573,Y
Josh Coste,Texas Rangers,567,838,-271,,0.0,N
Andy Matusiak,Toronto Blue Jays,568,409,159,Later,3.5375869076169133,Y
Jon Webb,Detroit Tigers,569,256,313,Later,3.8746964929541265,Y
Juan Compenan,Miami Marlins,570,572,-2,,0.0,N
Georgio Amato,St. Louis Cardinals,571,744,-173,,0.0,N
Josh Cicci,Oakland Athletics,572,382,190,Later,3.626136714023315,Y
Dan Holroyd,Milwaukee Brewers,573,818,-245,,0.0,N
Alexis Rangel,Seattle Mariners,574,820,-246,,0.0,N
Ted Richter,Atlanta Braves,576,662,-86,,0.0,N
Andy Bice,Pittsburgh Pirates,577,786,-209,,0.0,N
Kurt Graham,Boston Red Sox,578,532,46,Later,2.925073800855029,Y
Wes Sorem,Washington Nationals,579,641,-62,,0.0,N
Ben Molina,Chicago White Sox,580,588,-8,,0.0,N
Josh DiGiorgi,Minnesota Twins,581,591,-10,,0.0,N
Mike Perry,San Francisco Giants,582,569,13,Later,2.3195286648076294,Y
Kymani Mondesir,Cincinnati Reds,583,861,-278,,0.0,N
Jamie Uribe,Colorado Rockies,584,655,-71,,0.0,N
Chris Hixson,Los Angeles Dodgers,585,689,-104,,0.0,N
Chris Melton,Tampa Bay Rays,586,415,171,Later,3.5737472384067264,Y
Chris Smitherman,Houston Astros,587,420,167,Later,3.5619819897016294,Y
Chris Phillips,Cleveland Guardians,588,890,-302,,0.0,N
Doug Fellrath,Kansas City Royals,589,566,23,Later,2.5890269151739727,Y
Steve Taylor,Baltimore Orioles,590,661,-71,,0.0,N
Steve Joslin,Philadelphia Phillies,591,576,15,Later,2.386294361119891,Y
Luis Guerrero,New York Mets,592,589,3,Later,1.6931471805599454,Y
Ben Penny,Los Angeles Angels,593,421,172,Later,3.5766457972488896,Y
Tony Minton,New York Yankees,594,561,33,Later,2.763180262308081,Y
Mike Wannemacher,Chicago Cubs,595,592,3,Later,1.6931471805599454,Y
Andy Hayes,San Diego Padres,596,441,155,Later,3.5249280036247685,Y
Tony Miller,Texas Rangers,597,705,-108,,0.0,N
Ben Contee,Toronto Blue Jays,598,355,243,Later,3.748584112646601,Y
Sean Ferrell,Detroit Tigers,599,842,-243,,0.0,N
Isse Armstrong,Miami Marlins,600,681,-81,,0.0,N
Joe Breault,St. Louis Cardinals,601,316,285,Later,3.827995905409926,Y
Jake Weitzel,Oakland Athletics,602,629,-27,,0.0,N
