ID,Name,Pos,Age,Height,Bats,Throws,Cntct,Gap,Pow,Eye,Ks,BABIP,Cntct_R,Gap_R,Pow_R,Eye_R,Ks_R,BABIP_R,Cntct_L,Gap_L,Pow_L,Eye_L,Ks_L,BABIP_L,PotCntct,PotGap,PotPow,PotEye,PotKs,PotBABIP,IFR,IFE,IFA,TDP,OFR,OFE,OFA,CBlk,CArm,CFrm,P,C,1B,2B,3B,SS,LF,CF,RF,PotP,PotC,Pot1B,Pot2B,Pot3B,PotSS,PotLF,PotCF,PotRF,Speed,StlRt,Steal,Run,SacBunt,BuntHit,Stf,Mov,HRA,PBABIP,Ctrl_R,Stf_R,Mov_R,HRA_R,PBABIP_R,Ctrl_L,Stf_L,Mov_L,HRA_L,PBABIP_L,Ctrl_L,PotStf,PotMov,PotHRA,PotPBABIP,PotCtrl,Vel,GB,Stm,Hold,Fst,Snk,Cutt,Crv,Sld,Chg,Splt,Frk,CirChg,Scr,Kncrv,Knbl,PotFst,PotSnk,PotCutt,PotCrv,PotSld,PotChg,PotSplt,PotFrk,PotCirChg,PotScr,PotKncrv,PotKnbl,Int,WrkEthic,Greed,Loy,Lead,Signability,Demand,Prone,Acc,Ovr,Pot
89663,"Rich Frascati",2B,21,189,R,R,25,25,25,30,30,20,25,25,25,30,30,20,25,25,25,30,30,20,45,45,35,45,45,40,60,40,35,35,50,55,30,20,20,20,0,0,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,55,65,65,60,55,55,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,30,30,35,25,85-87,49,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,N,H,0,Normal,VH,25,35
89755,"Chris Frazier",RP,21,182,R,R,20,25,20,25,20,20,20,20,20,25,20,20,20,25,20,25,20,20,35,35,25,40,40,30,30,30,40,25,25,25,30,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,25,20,20,50,25,40,20,20,45,25,45,20,20,45,25,40,20,20,45,25,55,40,35,45,40,96-98,50,25,35,45,30,35,0,35,0,0,0,0,0,0,0,65,45,55,0,55,0,0,0,0,0,0,0,N,N,H,L,L,N,0,Normal,H,25,35
89623,"John Frederickson",RP,21,199,R,R,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,35,25,25,45,40,35,35,35,40,25,40,20,20,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,25,25,20,20,55,20,25,20,20,50,35,25,25,20,50,35,20,20,20,45,35,50,30,25,50,50,96-98,47,25,75,40,0,0,0,40,0,0,0,0,0,0,0,75,0,0,0,70,0,0,0,0,0,0,0,N,N,H,N,L,EH,0,Durable,H,25,35
95859,"Emmett Freeman",3B,18,181,R,R,30,25,20,30,30,30,30,25,20,30,25,30,30,25,20,30,30,30,45,45,40,45,45,50,55,45,55,45,50,50,55,20,20,20,0,0,0,0,30,20,0,0,0,0,0,0,0,45,40,0,0,0,40,45,40,50,55,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,87-89,58,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,L,N,N,N,EH,0,Normal,VH,25,35
92364,"Chris French",SP,20,185,L,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,20,30,30,30,30,30,30,40,25,35,40,35,25,20,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,25,25,80,25,30,30,30,35,20,30,30,30,40,20,30,30,30,35,20,35,45,45,35,45,90-92,55,35,40,35,30,0,0,0,20,0,0,0,0,0,0,40,40,0,0,0,40,0,0,0,0,0,0,N,H,L,H,N,N,0,Normal,VH,25,30
96021,"Brenden Frost",SP,22,182,S,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,20,30,20,30,40,25,55,30,70,55,60,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,20,20,20,30,55,25,35,45,45,45,35,35,45,45,45,35,35,45,45,45,35,40,50,50,45,50,90-92,54,50,30,35,35,0,35,0,40,25,0,0,0,35,0,40,40,0,40,0,45,40,0,0,0,40,0,N,L,H,L,L,H,0,Fragile,H,35,40
97364,"Randy Fuller",2B,22,194,R,R,40,50,50,60,30,45,40,50,50,60,30,45,40,50,55,60,30,45,45,70,80,80,35,65,45,45,35,55,45,50,45,20,25,20,0,0,0,35,25,20,35,0,35,0,0,0,40,25,20,45,0,40,45,40,50,40,40,30,20,25,25,20,20,20,25,25,20,20,20,25,25,20,20,20,30,35,20,25,86-88,52,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,E,7000000,Normal,A,40,80
94577,"Bobby Fullwood",SP,17,184,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,25,30,25,25,30,40,25,40,35,40,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,20,20,20,70,25,25,30,20,45,25,25,30,20,45,25,25,30,20,45,25,50,45,45,50,50,90-92,51,45,65,35,0,0,0,0,20,20,0,0,0,0,0,55,0,0,0,0,55,40,0,0,0,0,0,N,N,N,H,N,I,-1,Normal,VH,20,45
94791,"Ricco Gabbiadini",CL,17,199,L,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,30,20,35,30,30,55,30,50,40,60,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,35,20,20,35,60,25,30,35,30,45,25,30,35,30,45,25,30,35,30,45,25,60,55,55,50,45,93-95,60,35,60,40,0,0,30,0,0,0,0,0,0,0,0,80,0,0,75,0,0,0,0,0,0,0,0,N,L,L,H,N,E,0,Normal,H,25,55
96005,"Jason Gaffey",SP,21,182,R,R,25,20,20,25,20,30,25,20,20,25,20,30,25,20,20,25,20,30,35,25,25,30,30,40,25,35,40,25,60,50,55,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,20,20,75,25,35,35,35,45,30,35,35,35,45,30,35,35,35,45,30,45,45,45,45,45,88-90,49,45,50,35,35,35,25,0,40,0,0,0,0,0,0,45,45,45,50,0,45,0,0,0,0,0,0,N,N,N,N,N,E,0,Normal,H,30,35
94678,"DeMario Galaviz",2B,18,184,R,R,30,30,25,30,30,30,30,30,25,30,30,30,30,30,25,30,30,30,55,60,45,55,55,55,40,40,35,45,40,35,30,20,20,20,0,0,0,25,0,0,20,0,0,0,0,0,35,0,0,30,0,0,55,35,25,20,60,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,85-87,54,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N,I,-1,Normal,H,25,50
96054,"Jason Galler",2B,17,182,R,R,30,25,20,20,30,30,30,25,20,20,30,30,30,25,20,20,30,30,75,55,35,40,75,65,45,45,70,35,30,40,65,20,20,20,0,0,0,25,20,0,0,0,0,0,0,0,35,45,0,0,0,0,35,30,25,35,45,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,88-90,58,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,N,I,-1,Normal,VH,25,50
89535,"Elias Galvan",CF,21,194,R,R,30,35,35,35,25,35,30,35,35,35,25,35,30,35,35,35,25,35,45,55,75,50,35,55,40,30,40,35,55,55,60,20,20,20,0,0,0,0,0,0,25,25,25,0,0,0,0,0,0,60,35,55,45,55,60,60,40,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,25,20,35,25,83-85,53,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,L,EH,420000,Normal,VH,30,55
94523,"Alex Garcia",SP,18,180,S,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,20,30,30,30,35,30,25,45,25,50,45,45,20,20,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,25,20,20,55,20,20,30,25,40,25,20,30,25,45,25,20,30,25,40,25,45,45,45,45,50,90-92,55,40,50,30,0,25,0,0,20,0,0,0,0,0,0,50,0,50,0,0,45,0,0,0,0,0,0,N,N,N,L,N,EH,0,Normal,H,20,40
97278,"Andy Garcia",SP,21,187,L,L,20,20,20,25,20,20,20,20,20,30,20,20,20,20,20,25,20,20,25,25,30,35,20,30,30,45,50,20,45,50,50,20,20,20,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,25,25,20,30,65,25,30,45,40,50,45,30,45,40,50,45,30,45,40,50,45,35,50,50,50,75,88-90,52,60,75,35,25,0,35,0,0,0,0,0,20,0,0,40,40,0,40,0,0,0,0,0,20,0,0,H,N,H,L,L,N,350000,Durable,VH,30,50
87710,"Eduardo Garcia",SP,22,188,L,L,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,30,20,40,20,20,30,25,45,20,30,40,30,20,25,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,35,35,30,40,40,25,35,25,20,50,25,35,25,20,50,25,35,25,20,50,25,45,40,35,50,45,96-98,42,55,70,45,0,0,40,0,20,0,0,0,0,0,0,65,0,0,55,0,50,0,0,0,0,0,0,N,N,N,N,N,VE,0,Normal,VH,25,35
95913,"Eduardo Garcia",SP,21,176,S,R,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,25,30,20,25,30,30,35,25,45,45,40,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,20,20,35,40,20,25,40,35,50,40,30,40,35,50,40,25,35,35,50,40,35,50,50,50,50,86-88,47,55,55,30,0,0,30,25,30,0,0,0,0,0,0,35,0,0,40,25,40,0,0,0,0,0,0,N,N,N,N,N,N,0,Normal,H,25,40
95795,"Ivan Garcia",2B,22,184,R,R,35,40,30,40,30,40,35,40,30,35,30,40,35,40,30,40,30,40,40,45,40,45,35,45,55,35,50,35,45,45,45,20,20,20,0,0,0,40,0,0,0,0,0,0,0,0,45,0,0,0,0,0,55,60,60,70,55,25,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,25,25,25,25,84-86,58,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,H,0,Normal,H,30,35
94582,"Manny Garcia",CF,17,188,S,R,25,25,20,20,30,25,25,25,20,25,30,25,25,25,20,20,30,25,50,50,50,50,55,45,40,35,35,35,65,50,55,20,20,20,0,0,0,0,0,0,25,35,20,0,0,0,0,0,0,70,55,65,50,50,55,45,35,25,20,20,20,25,20,20,20,20,20,20,20,20,20,25,20,20,25,25,25,25,87-89,44,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,0,Normal,H,25,45
94755,"Pedro Garcia",SP,18,187,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,30,30,20,35,30,30,40,20,55,45,55,20,25,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,25,20,20,75,30,30,20,20,45,25,35,25,20,45,25,30,20,20,40,25,45,45,45,45,45,91-93,43,65,40,35,0,0,0,30,20,30,0,0,0,0,0,55,0,0,0,50,45,45,0,0,0,0,0,N,N,N,L,N,H,0,Normal,VH,20,40
94682,"Bryce Gardner",C,18,185,R,R,25,20,20,20,25,25,25,20,20,20,25,25,25,20,25,20,25,25,50,40,40,50,50,50,30,35,50,25,50,40,35,50,45,50,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,30,35,30,45,50,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,25,80-83,48,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,0,Normal,H,20,40
89486,"Hector Garivay",SS,21,190,S,R,30,25,30,25,30,35,30,25,30,25,25,35,30,25,30,25,30,35,45,40,45,40,40,45,55,45,55,45,50,25,65,20,20,20,0,0,0,20,20,30,0,0,0,0,0,0,45,45,40,0,0,0,65,40,30,20,50,25,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,30,30,35,25,85-87,47,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,0,Normal,VH,25,35
94741,"Jeremy Garrett",RP,18,205,S,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,30,25,30,35,30,55,20,50,45,50,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,25,25,35,60,25,20,35,35,45,25,20,40,35,50,25,20,35,30,40,25,35,65,70,50,50,90-92,58,30,70,0,25,0,0,25,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,N,N,N,N,L,EH,0,Durable,H,25,45
96028,"Brian Gary",3B,21,186,R,R,40,35,25,40,40,40,35,35,25,40,35,40,40,35,30,45,40,40,45,45,35,55,50,45,35,60,60,45,30,35,50,25,30,25,0,0,0,0,40,0,0,0,0,0,0,0,0,45,0,0,0,0,35,50,55,50,60,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,84-86,36,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,H,0,Normal,VH,30,40
97276,"Orlando Garza",SP,21,186,R,R,25,20,25,25,20,30,25,20,25,25,20,30,25,20,25,25,20,30,35,25,35,30,30,40,30,35,55,30,35,35,40,30,30,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,35,25,20,30,60,25,30,35,30,50,40,30,35,30,50,40,30,30,25,45,40,45,45,45,50,55,94-96,46,70,35,40,35,0,0,35,20,0,0,0,0,0,0,50,45,0,0,50,45,0,0,0,0,0,0,N,N,N,N,N,N,0,Normal,H,30,40
89462,"Gil Gasca",RP,21,190,R,R,20,20,20,25,20,20,20,20,20,20,20,20,20,20,20,25,25,20,35,35,25,45,35,30,30,30,40,30,20,25,40,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,20,20,25,55,25,30,20,20,40,20,30,20,20,45,20,30,20,20,40,20,40,25,20,40,25,89-91,37,35,65,35,0,0,0,25,20,0,0,0,0,0,0,40,0,0,0,35,45,0,0,0,0,0,0,N,N,H,N,N,N,0,Normal,H,20,25
89500,"Bobby Gatchell",SP,20,203,R,L,20,20,20,25,20,25,20,20,20,25,20,25,20,20,20,25,20,25,45,30,25,50,40,45,30,30,45,20,40,25,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,25,25,35,40,20,35,35,30,45,30,35,35,30,45,30,35,35,30,45,30,55,45,45,45,55,96-98,57,50,55,45,0,35,0,35,20,0,0,0,0,0,0,75,0,65,0,45,50,0,0,0,0,0,0,L,N,N,L,N,E,0,Normal,H,30,50
95966,"Paul Gaunt",SP,18,183,L,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,30,25,30,25,30,25,45,25,40,40,40,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,20,30,20,50,25,20,25,20,40,30,20,25,20,45,30,20,25,20,45,30,40,40,40,45,55,89-91,45,75,40,30,0,0,25,0,20,20,0,0,0,0,0,45,0,0,45,0,45,25,0,0,0,0,0,N,N,H,L,N,EH,0,Normal,H,20,35
94570,"Chris Gayner",SP,18,183,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,30,25,30,20,30,25,35,20,45,40,45,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,25,20,20,55,20,20,20,20,40,20,20,20,20,40,20,20,20,20,45,20,40,35,30,45,25,89-91,37,40,80,25,20,0,0,25,20,0,0,0,0,0,0,40,40,0,0,40,40,0,0,0,0,0,0,N,H,L,N,N,I,-1,Normal,H,20,25
95890,"John Gerdts",CF,21,192,R,R,40,45,35,45,40,40,40,45,35,45,40,40,40,45,35,40,40,40,50,70,50,55,50,50,35,30,50,30,65,55,50,25,30,25,0,0,0,0,0,0,45,45,50,0,0,0,0,0,0,70,50,60,55,50,50,40,35,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,86-88,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,E,0,Normal,H,35,45
93120,"Marc Gibbons",SP,19,183,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,30,35,20,25,30,25,50,20,50,45,50,25,25,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,30,30,30,35,25,20,25,20,40,20,20,25,20,40,20,20,30,25,40,20,35,45,45,45,45,87-89,51,45,70,25,25,0,0,25,20,0,0,0,0,0,0,35,40,0,0,40,45,0,0,0,0,0,0,N,N,N,N,N,VE,0,Normal,VH,20,35
97360,"Bryce Gibson",SP,21,190,R,R,20,20,20,30,20,20,20,20,20,30,20,20,20,20,20,30,20,20,20,30,25,40,20,25,40,25,45,20,50,45,45,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,25,20,20,20,45,25,40,35,35,50,40,40,40,35,50,40,40,35,30,45,35,50,45,45,50,50,92-94,50,55,35,45,40,40,0,0,30,0,0,0,0,0,0,50,55,55,0,0,40,0,0,0,0,0,0,N,N,H,N,N,N,0,Normal,H,35,45
97274,"Jeff Gilbert",SP,18,190,R,R,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,30,20,30,30,20,45,35,35,60,25,45,40,55,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,25,20,20,30,50,25,30,30,20,45,30,35,30,20,45,30,30,25,20,45,30,45,45,45,50,55,90-92,46,75,45,35,0,0,25,35,25,0,0,20,0,0,0,55,0,0,35,55,50,0,0,30,0,0,0,N,N,L,H,N,N,0,Normal,A,25,45
97270,"Harris Gillard",RP,22,190,L,L,20,20,30,25,20,20,20,20,30,25,20,20,20,20,25,25,20,20,25,20,35,30,25,20,35,25,45,20,45,50,40,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,25,20,30,40,25,40,40,40,45,35,35,40,40,45,35,40,45,40,50,35,45,45,45,45,45,93-95,52,35,80,45,0,0,0,0,40,0,0,0,0,0,0,55,0,0,0,0,50,0,0,0,0,0,0,L,N,N,N,N,E,0,Durable,H,35,35
94637,"Bryan Gilley",2B,17,188,L,R,25,30,25,25,30,25,25,30,25,25,30,25,25,30,20,25,25,25,60,80,45,55,65,55,45,50,40,55,45,40,40,20,25,20,0,0,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,60,65,60,65,55,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,88-90,35,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,H,N,EH,550000,Normal,H,25,60
95867,"Jon Girouard",RP,21,182,L,L,25,20,20,30,20,25,25,20,20,30,20,25,20,20,20,30,20,25,30,25,25,35,30,30,35,30,40,20,40,45,45,20,25,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,20,20,20,35,25,35,30,30,40,20,35,30,30,40,20,35,30,30,40,20,45,40,40,40,25,90-92,43,35,60,40,0,0,0,0,0,0,0,30,0,0,0,45,0,0,0,0,0,0,0,50,0,0,0,N,N,N,H,N,E,0,Durable,H,25,30
94764,"Len Glore",SS,17,189,L,R,25,25,25,25,25,30,25,25,25,25,30,30,25,20,25,25,25,30,50,50,50,45,55,50,55,60,60,45,25,30,50,25,25,25,0,0,0,0,0,30,0,0,0,0,0,0,0,0,45,0,0,0,40,45,40,35,25,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,25,88-90,60,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,0,Normal,H,20,45
95852,"Armando Gloria",CF,17,186,L,L,25,30,25,25,25,25,25,30,25,25,30,25,25,30,20,20,25,25,55,75,50,50,55,50,25,20,40,20,60,40,55,20,20,20,0,0,0,0,0,0,25,30,20,0,0,0,0,0,0,65,45,55,55,45,40,30,55,55,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,25,30,25,25,84-86,49,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,0,Normal,H,25,50
94515,"Mike Glover",SP,18,188,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,30,45,25,25,35,30,60,25,45,40,55,25,25,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,25,20,20,20,45,20,35,35,30,50,25,40,35,30,50,25,35,35,30,50,25,55,60,65,55,50,94-96,60,50,35,40,35,0,35,0,25,0,0,0,0,0,0,70,65,0,60,0,55,0,0,0,0,0,0,N,N,H,L,L,EH,1800000,Durable,VH,30,70
97352,"Adrian Goddard",RF,22,186,R,L,40,50,35,40,40,40,40,50,35,40,40,40,45,55,40,40,45,40,50,80,45,50,50,50,65,70,60,20,55,55,55,25,20,25,0,0,0,0,0,0,45,30,50,0,0,0,0,0,0,60,40,55,60,35,30,20,55,55,20,20,25,20,20,20,20,25,25,20,20,25,25,20,20,20,30,30,20,25,90-92,49,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,0,Normal,A,35,45
87757,"Glenn Goff",RF,22,186,L,R,30,25,20,30,35,30,30,25,20,30,35,30,30,25,20,30,35,25,45,35,25,30,45,45,25,25,35,20,35,40,40,20,20,20,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,35,25,20,25,50,40,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,25,30,25,84-86,43,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,N,VE,0,Normal,VH,25,30
96045,"Oscar Gonzaez",RF,21,190,L,L,40,40,40,45,40,40,40,40,40,45,40,40,40,35,35,45,40,35,50,45,50,55,55,45,30,30,40,20,50,45,50,20,20,20,0,0,30,0,0,0,45,25,40,0,0,40,0,0,0,50,30,45,30,25,25,20,35,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,25,30,25,88-90,50,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,H,E,0,Normal,H,30,45
95878,"Roy Gonzales",C,21,190,R,R,40,35,40,45,40,40,40,35,40,45,40,40,40,40,40,45,40,40,50,45,50,55,50,55,35,35,70,30,35,40,50,50,60,55,0,45,35,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,25,40,55,40,40,25,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,25,20,25,25,84-86,39,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,H,L,L,E,0,Normal,H,35,50
94801,"Mike Gonzalez",C,18,196,S,R,20,25,25,30,25,20,20,25,25,30,25,20,20,25,25,30,25,20,40,40,45,55,40,40,35,35,55,30,55,30,55,50,50,55,0,30,0,0,0,0,25,25,0,0,50,0,0,0,0,60,35,0,30,30,30,30,50,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,88-90,57,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,N,H,L,L,EH,0,Normal,H,20,35
97402,"William Gonzalez",2B,18,184,R,R,30,30,25,30,30,30,30,30,25,30,30,30,30,30,25,30,30,30,50,50,50,45,50,50,50,55,35,60,55,50,45,20,20,20,0,0,0,35,25,25,0,0,30,0,0,0,50,35,35,0,0,50,55,55,50,50,40,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,88-90,53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,550000,Normal,H,25,45
94702,"Eric Goodson",RP,17,184,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,30,20,35,30,45,30,30,35,20,30,35,45,25,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,30,80,20,30,30,25,40,20,30,30,25,40,20,30,30,25,40,20,50,45,45,45,35,92-94,53,25,60,0,0,30,35,0,0,0,0,0,0,0,0,0,0,50,70,0,0,0,0,0,0,0,0,N,N,H,N,H,EH,0,Normal,H,20,35
97401,"Justin Gordon",2B,21,177,L,R,45,45,40,45,45,45,45,45,40,45,45,45,45,45,40,45,40,45,70,65,45,70,55,75,55,50,40,55,40,45,45,20,20,20,0,0,0,45,30,25,0,0,0,0,0,0,50,40,35,0,0,0,40,35,30,30,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,20,30,25,83-85,52,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,L,N,L,E,3800000,Normal,H,35,70
89522,"Josh Graf",C,20,190,R,R,25,25,30,30,20,25,25,25,30,25,20,25,25,25,30,30,25,25,40,45,50,45,40,40,35,25,30,20,30,25,30,60,30,40,0,25,20,0,0,0,0,0,0,0,35,40,0,0,0,0,0,0,25,25,30,35,35,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,30,30,25,85-87,62,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,L,H,0,Normal,VH,20,40
96020,"Josh Grannis",1B,21,189,L,L,40,35,40,40,40,40,40,35,40,40,45,40,40,35,35,35,40,40,50,45,55,45,50,50,45,40,40,25,50,50,40,20,20,20,0,0,55,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,30,30,35,20,40,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,89-91,51,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,L,N,200000,Normal,H,35,50
89731,"T.J. Gravagna",RP,20,190,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,25,40,35,30,30,35,60,20,35,35,40,25,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,20,25,20,25,50,30,35,30,25,35,20,35,30,25,35,20,35,30,25,40,20,45,35,35,35,30,93-95,54,35,80,45,0,0,0,0,20,0,0,0,0,0,0,50,0,0,0,0,45,0,0,0,0,0,0,N,N,N,N,N,N,0,Normal,H,25,30
94524,"Casey Gray",3B,17,189,R,R,20,25,25,25,20,25,20,25,25,25,20,25,20,25,25,25,20,25,45,40,45,55,30,55,40,35,60,40,35,35,55,20,20,20,0,0,0,0,25,0,0,0,0,0,0,0,0,40,0,0,0,0,30,40,35,40,50,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,25,83-85,36,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,N,N,N,N,EH,0,Normal,H,20,35
