ID,Name,Pos,League,Team,Org,LgLvl,Age,Height,Bats,Throws,Cntct,Gap,Pow,Eye,Ks,BABIP,Cntct_R,Gap_R,Pow_R,Eye_R,Ks_R,BABIP_R,Cntct_L,Gap_L,Pow_L,Eye_L,Ks_L,BABIP_L,PotCntct,PotGap,PotPow,PotEye,PotKs,PotBABIP,IFR,IFE,IFA,TDP,OFR,OFE,OFA,CBlk,CArm,CFrm,P,C,1B,2B,3B,SS,LF,CF,RF,PotP,PotC,Pot1B,Pot2B,Pot3B,PotSS,PotLF,PotCF,PotRF,Speed,StlRt,Steal,Run,SacBunt,BuntHit,Stf,Mov,HRA,PBABIP,Ctrl_R,Stf_R,Mov_R,HRA_R,PBABIP_R,Ctrl_L,Stf_L,Mov_L,HRA_L,PBABIP_L,Ctrl_L,PotStf,PotMov,PotHRA,PotPBABIP,PotCtrl,Vel,GB,Stm,Hold,Fst,Snk,Cutt,Crv,Sld,Chg,Splt,Frk,CirChg,Scr,Kncrv,Knbl,PotFst,PotSnk,PotCutt,PotCrv,PotSld,PotChg,PotSplt,PotFrk,PotCirChg,PotScr,PotKncrv,PotKnbl,Int,WrkEthic,Greed,Loy,Lead,Prone,Acc,Ovr,Pot
42874,"Al Bland",C,0,0,0,0,32,186,R,R,45,55,40,55,50,45,45,55,40,55,50,45,45,55,40,55,50,45,45,55,40,55,50,45,25,30,30,20,25,25,25,55,35,50,0,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,25,25,25,35,45,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,80-83,38,20,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,H,N,H,L,N,Durable,VH,4,4
42880,"Eitor Espinosa",LF,111,500,198,6,22,188,S,R,30,35,30,30,35,30,30,30,30,30,35,30,35,35,35,35,35,30,50,45,50,40,50,45,25,25,30,20,45,45,45,20,20,20,0,0,0,0,0,0,40,0,25,0,0,0,0,0,0,45,0,35,35,35,40,35,30,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,35,30,20,85-87,58,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,H,N,Normal,VH,2,4
42893,"Paul Davis",SP,0,0,0,0,32,184,R,R,35,35,25,20,35,35,35,30,25,20,35,35,35,35,25,20,35,35,35,35,25,20,35,35,25,25,45,20,20,25,30,20,20,20,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,25,35,25,20,60,20,45,50,50,50,45,45,50,50,50,45,45,50,50,50,45,45,50,50,50,45,94-96,60,55,70,55,0,0,50,0,55,0,0,0,0,0,0,55,0,0,50,0,55,0,0,0,0,0,0,N,N,N,N,N,Normal,VH,4,4
42901,"David Quintanilla",2B,106,195,195,1,27,190,R,R,55,50,55,55,50,55,50,50,55,55,50,55,55,50,55,55,50,55,55,55,55,55,50,55,45,50,40,50,35,40,35,20,20,20,0,0,65,40,0,0,0,0,0,0,0,65,40,0,0,0,0,0,45,60,55,55,35,25,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,85-87,43,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,L,Normal,VH,5,5
42912,"Hoyt Wombwell",RP,106,189,189,1,32,196,R,R,30,35,20,20,30,35,30,35,20,20,30,35,35,35,20,20,30,35,30,35,20,20,30,35,20,35,60,30,20,20,25,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,30,30,25,60,20,50,55,55,50,55,50,55,55,50,55,45,50,50,50,55,50,55,55,50,55,91-93,63,60,45,50,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,N,N,N,H,N,Normal,VH,6,6
42920,"Guillermo López",CF,116,513,507,6,22,190,L,R,30,30,25,20,30,30,30,30,25,25,35,30,25,30,20,20,30,25,50,40,30,35,55,45,40,45,40,35,50,30,30,20,20,20,0,0,0,0,0,0,30,25,0,0,0,0,0,0,0,50,30,0,45,40,25,25,60,25,20,20,20,40,20,20,20,20,40,20,20,20,20,40,20,20,35,30,40,20,83-85,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,H,Normal,H,1,3
42927,"Dave Dunbar",C,111,502,181,6,18,186,R,R,30,30,25,25,35,30,30,30,25,25,30,30,30,35,25,25,35,30,55,55,45,50,60,50,30,30,50,25,35,35,45,60,45,55,0,35,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,35,35,35,20,45,25,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,30,30,25,25,85-87,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Normal,L,2,5
42929,"Ángel Cruz",SP,108,229,191,3,22,185,R,R,20,25,20,30,25,20,20,25,20,30,20,20,20,25,20,30,25,20,25,30,20,35,30,20,35,25,65,40,35,30,40,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,25,20,25,20,75,20,40,30,25,45,30,40,30,25,50,30,35,30,20,45,30,55,40,35,45,40,94-96,47,45,35,50,0,0,0,40,30,0,0,0,0,0,0,80,0,0,0,75,55,0,0,0,0,0,0,N,H,N,H,H,Normal,VH,2,3
42948,"Ed Avery",SP,0,0,0,0,18,184,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,20,20,25,35,35,20,45,40,45,25,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,35,30,30,25,80,20,40,45,40,50,30,40,45,45,55,35,40,45,40,45,30,80,75,80,55,60,92-94,62,45,40,45,40,0,25,40,35,0,0,0,0,0,0,80,80,0,60,80,80,0,0,0,0,0,0,H,N,H,L,L,Normal,H,3,10
42959,"Jeff Washington",RP,106,522,522,1,31,177,S,R,30,30,20,20,30,35,30,30,20,20,30,35,30,30,20,20,30,35,30,30,20,20,30,35,25,25,55,30,25,40,25,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,30,20,25,50,20,45,55,55,50,55,50,55,60,55,60,45,50,50,50,55,45,55,55,50,55,92-94,65,70,65,50,35,0,45,50,0,0,25,0,0,0,0,50,35,0,45,50,0,0,25,0,0,0,0,H,N,N,L,N,Iron Man,VH,6,6
42967,"Carlos Sánchez",C,106,184,184,1,31,207,R,R,45,40,35,45,50,45,45,40,35,45,50,45,45,40,35,50,50,45,45,40,35,45,50,45,40,30,40,25,40,35,40,65,50,65,0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,30,20,35,30,50,30,20,20,20,35,20,20,20,20,35,20,20,20,20,30,20,20,20,20,35,20,80-83,50,20,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N,Normal,H,4,4
42970,"Mark García",C,0,0,0,0,32,184,L,R,45,50,35,45,50,45,45,50,35,45,50,45,45,45,35,45,45,45,45,50,35,45,50,45,20,35,25,20,30,40,25,50,40,50,0,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,35,20,40,50,45,30,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,80-83,43,20,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,N,N,N,L,H,Iron Man,VH,4,4
42996,"William Cummings",CF,106,194,194,1,31,191,L,L,45,45,40,55,45,40,45,45,40,65,45,40,40,40,35,45,40,40,45,45,40,55,45,40,70,50,50,20,75,55,80,20,20,20,0,0,0,0,0,0,0,70,75,0,0,0,0,0,0,0,70,80,65,75,80,80,25,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,83-85,51,20,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N,Fragile,VH,5,5
42997,"Sam Hopkins",RP,106,204,204,1,32,199,R,R,35,30,20,20,35,35,35,30,20,20,35,35,35,35,20,20,35,35,35,30,20,20,35,35,30,30,50,25,25,20,25,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,25,25,20,45,20,50,45,45,50,50,50,45,45,50,50,50,45,45,55,50,50,45,45,50,50,92-94,59,50,40,50,0,0,65,0,50,55,0,0,0,0,0,50,0,0,65,0,50,55,0,0,0,0,0,N,L,N,N,N,Normal,H,4,4
43002,"Casey Woodward",SP,0,0,0,0,32,194,R,R,20,35,30,30,20,20,20,35,30,25,20,20,20,35,30,30,20,20,20,35,30,30,20,20,25,30,55,30,20,25,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,35,25,30,75,20,45,50,55,50,55,45,55,55,50,55,45,50,50,45,55,45,50,55,50,55,92-94,63,60,60,50,0,0,55,55,0,0,0,0,0,0,0,50,0,0,55,55,0,0,0,0,0,0,0,H,N,N,N,N,Normal,VH,5,5
43007,"Edgardo Rodríguez",3B,0,0,0,0,33,188,L,R,45,45,50,50,50,45,45,45,50,55,50,45,45,40,45,45,45,40,45,45,50,50,50,45,45,55,75,45,30,55,70,20,20,20,0,0,45,40,60,30,0,0,0,0,0,70,45,60,45,0,0,0,40,55,55,50,75,30,20,20,20,30,20,20,20,20,30,20,20,20,20,25,20,20,20,20,30,20,80-83,49,20,25,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Durable,VH,4,4
43009,"Tony Suárez",SP,0,0,0,0,33,185,L,L,45,30,20,20,50,40,45,30,25,20,50,45,40,25,20,20,45,40,45,30,20,20,50,40,20,35,65,20,35,45,50,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,40,40,35,55,20,50,50,50,45,35,50,50,50,45,35,50,50,50,50,40,50,50,50,45,35,93-95,55,65,55,60,0,0,0,65,60,0,0,0,0,0,0,60,0,0,0,65,60,0,0,0,0,0,0,H,N,N,N,N,Normal,VH,4,4
43016,"Ramón Garza",CF,115,497,184,5,25,195,S,R,50,50,35,50,55,45,50,50,35,45,55,45,50,50,35,50,60,45,55,50,35,50,65,50,55,40,40,45,65,45,50,20,20,20,0,0,0,0,0,0,60,50,30,0,0,0,0,0,0,70,55,60,50,65,40,50,70,70,20,20,20,30,20,20,20,20,35,20,20,20,20,30,20,20,20,20,30,20,80-83,44,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,N,N,N,N,Normal,VH,4,4
43047,"Carlos Hernández",SP,107,206,181,2,33,190,L,L,20,25,20,25,20,20,20,25,20,25,20,25,20,20,20,20,20,20,20,25,20,25,20,20,20,35,40,20,25,30,75,20,20,20,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,35,35,35,50,55,20,40,50,50,50,50,40,50,50,50,50,45,50,50,50,55,40,50,50,50,50,93-95,45,75,80,45,0,0,45,45,35,0,40,0,0,40,0,45,0,0,45,45,35,0,40,0,0,40,0,N,L,N,N,N,Normal,VH,5,5
43065,"Fernando Vargas",RP,0,0,0,0,18,179,R,R,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,35,30,30,30,30,40,25,25,40,20,45,35,40,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,20,20,20,30,50,25,30,20,20,45,20,30,20,20,45,20,35,20,20,45,20,45,45,40,45,25,89-91,40,45,40,35,0,0,30,0,0,0,0,0,0,0,0,55,0,0,50,0,0,0,0,0,0,0,0,N,N,N,L,N,Normal,H,1,3
43066,"Ramón Colón",3B,0,0,0,0,22,184,L,R,30,30,25,30,35,20,30,30,25,30,35,20,25,30,20,30,30,20,40,40,35,45,45,35,35,30,50,40,40,45,35,20,20,20,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,35,50,55,60,50,25,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,30,30,35,25,83-85,57,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N,Normal,VH,1,3
43078,"Denny Thompson",SS,116,513,507,6,22,184,R,R,45,35,30,40,45,45,45,35,30,40,45,45,45,35,30,40,45,45,50,45,40,50,55,50,70,40,45,65,55,55,55,25,25,30,0,0,0,60,0,45,0,0,0,0,0,0,65,0,50,0,0,0,60,65,75,75,50,20,20,20,20,25,20,20,20,20,30,20,20,20,20,25,20,20,30,30,25,25,84-86,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,H,N,N,Normal,VH,3,4
43087,"Jeffrey Kelly",LF,0,0,0,0,29,187,R,R,55,55,45,45,60,50,55,55,45,45,60,50,55,65,45,50,65,50,55,55,45,45,60,50,25,25,50,30,60,55,50,20,20,20,30,0,0,0,0,0,65,45,50,35,0,0,0,0,0,65,50,60,55,75,65,75,60,50,45,45,45,45,25,45,45,45,45,30,40,45,45,45,25,45,45,45,45,25,94-96,62,55,35,50,45,0,0,35,40,0,0,0,0,0,0,50,45,0,0,40,45,0,0,0,0,0,0,H,N,N,N,N,Fragile,VH,5,5
43090,"Gerald Blackwell",RF,0,0,0,0,31,185,L,L,55,50,45,45,75,45,60,55,45,50,80,45,50,45,40,45,65,45,55,50,45,45,75,45,20,25,60,20,35,40,70,20,20,20,0,0,0,0,0,0,30,0,35,0,0,0,0,0,0,35,0,35,50,50,60,60,65,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,80-83,50,20,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,L,H,N,H,N,Fragile,VH,5,5
43115,"Mike Schultz",RF,106,197,197,1,31,185,L,L,50,55,50,55,55,50,55,65,50,60,55,50,45,45,45,45,50,45,50,55,50,55,55,50,20,25,25,20,55,50,50,20,20,20,0,0,0,0,0,0,60,30,50,0,0,0,0,0,0,60,40,50,50,75,70,65,25,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,80-83,50,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,H,L,L,Wrecked,VH,6,6
43125,"Rich Shaffer",1B,0,0,0,0,32,186,S,R,45,45,50,70,45,45,45,45,55,75,45,50,45,40,45,50,40,45,45,45,50,70,45,45,20,30,45,20,25,35,50,20,20,20,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,20,20,20,20,40,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,80-83,53,20,25,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,N,H,L,N,N,Iron Man,VH,4,4
43144,"Gonzalo Rivera",1B,106,182,182,1,27,184,R,R,50,50,65,50,55,50,50,50,65,50,55,50,50,50,65,50,55,50,55,50,65,50,55,50,55,45,40,30,30,30,25,20,20,20,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,30,25,20,50,35,30,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,84-86,42,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,N,Durable,H,7,7
43148,"Pedro García",SP,115,427,186,5,22,188,L,L,30,30,30,35,30,35,35,30,30,35,35,35,30,30,30,30,30,30,40,30,35,40,40,45,30,30,55,20,60,20,30,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,30,20,25,65,20,45,35,35,45,35,45,35,35,45,35,45,35,30,45,35,50,45,45,45,50,94-96,51,50,75,50,0,0,50,0,0,50,0,35,0,0,0,55,0,0,70,0,0,65,0,45,0,0,0,N,N,N,N,N,Normal,VH,3,4
43149,"Martín Valenzuela",CF,115,512,507,5,22,188,L,L,45,40,40,35,50,45,50,40,40,35,50,45,45,40,35,35,45,45,55,50,45,35,60,50,40,65,65,20,60,35,45,20,20,20,0,0,0,0,0,0,55,45,50,0,0,0,0,0,0,65,45,55,70,65,65,55,75,75,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,25,89-91,43,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N,Normal,VH,3,4
43171,"Cristóbal Castillo",2B,0,0,0,0,23,184,S,R,40,35,40,40,40,45,45,40,40,40,45,45,40,35,35,35,40,40,50,45,50,40,50,50,45,50,55,40,45,50,50,20,20,20,0,0,0,25,35,0,0,0,0,0,0,0,40,40,0,0,0,0,35,35,50,35,50,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,30,30,25,20,84-86,50,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,L,N,H,N,Normal,VH,3,4
43177,"Marvin Moviel",3B,0,0,0,0,25,183,L,R,45,35,25,40,45,40,45,35,25,40,45,40,40,35,25,35,40,40,50,40,30,40,50,45,45,60,45,40,50,50,40,20,20,20,0,0,25,40,40,30,45,25,35,0,0,60,40,40,30,50,30,40,35,60,65,65,50,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,20,30,20,85-87,43,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,H,N,N,H,Normal,VH,3,3
43187,"Tad Andrews",C,0,0,0,0,32,199,R,R,45,50,45,50,50,40,45,50,45,50,50,40,45,50,45,55,50,40,45,50,45,50,50,40,50,50,35,40,45,50,30,60,35,60,0,45,80,40,0,20,0,0,0,0,45,80,45,0,30,0,0,0,25,40,25,25,60,25,20,20,20,30,20,20,20,20,30,20,20,20,20,25,20,20,20,20,30,20,80-83,48,20,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,N,Normal,VH,4,4
43204,"John Williams",SP,113,380,184,3,35,202,R,R,20,35,20,20,20,20,20,30,20,20,20,20,20,35,20,20,20,20,20,35,20,20,20,20,30,30,50,30,25,25,30,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,20,20,20,80,20,45,40,35,45,55,45,40,35,45,55,45,40,35,45,55,45,40,35,45,55,93-95,55,50,25,60,0,0,65,0,30,0,0,0,0,0,0,60,0,0,65,0,30,0,0,0,0,0,0,N,N,N,H,N,Iron Man,VH,4,4
43210,"Mario Flores",SP,115,427,186,5,19,187,L,L,20,20,20,20,20,20,20,20,20,20,20,25,20,20,20,20,20,20,30,20,35,25,20,35,35,30,50,20,45,50,50,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,20,20,20,60,20,35,40,40,45,35,35,40,40,45,35,35,40,40,45,35,50,50,55,45,55,88-90,56,65,70,40,0,45,0,0,25,0,0,0,0,0,0,50,0,65,0,0,55,0,0,0,0,0,0,L,N,L,N,N,Normal,VH,3,5
43216,"Shawn Ross",C,106,184,184,1,36,184,R,R,55,50,25,40,60,50,55,45,25,40,60,50,55,50,30,40,60,55,55,50,25,40,60,50,35,35,30,25,35,35,30,45,35,45,0,35,25,0,0,0,0,0,0,0,35,40,0,0,0,0,0,0,25,25,30,20,30,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,80-83,43,20,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,N,N,N,H,N,Normal,VH,5,5
43221,"James O'Brien",RP,114,405,188,4,23,185,S,R,25,20,20,25,20,35,25,20,20,25,20,35,25,20,20,20,20,30,35,25,25,30,30,40,40,45,50,35,50,55,50,20,20,20,70,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,30,30,20,40,60,25,45,40,35,45,45,45,40,35,45,45,45,40,35,45,45,70,45,45,45,60,94-96,50,30,25,55,0,0,50,0,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0,0,0,0,0,N,N,N,N,N,Normal,L,3,5
43234,"Ángel Martínez",SP,106,199,199,1,31,197,L,L,45,35,20,35,45,40,45,35,20,35,45,40,40,30,20,35,45,40,45,35,20,35,45,40,30,35,55,20,25,25,25,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,25,25,20,40,20,50,50,50,50,50,50,50,50,50,50,45,50,50,50,50,50,50,50,50,50,96-98,59,50,75,65,0,55,0,0,45,0,0,40,0,0,0,65,0,55,0,0,45,0,0,40,0,0,0,H,N,N,N,N,Normal,VH,5,5
43236,"Juan Gonzáles",SS,0,0,0,0,28,199,R,R,45,50,35,45,45,50,45,50,35,45,45,50,45,50,35,50,45,50,45,50,35,45,45,50,60,50,65,55,40,40,65,20,20,20,0,0,0,55,55,50,0,0,0,0,0,0,60,55,50,0,0,0,60,65,60,60,50,25,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,84-86,46,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,L,Normal,VH,4,4
43245,"Jorge Flores",RF,116,450,190,6,21,189,L,L,40,30,25,40,40,35,40,30,30,40,45,35,35,30,25,35,40,35,45,30,25,45,50,35,40,30,35,20,40,35,55,20,25,20,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,40,0,35,35,35,30,35,50,25,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,30,25,35,20,84-86,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,N,Normal,A,3,3
43251,"Sergio Cruz",LF,106,521,521,1,28,189,L,L,55,55,50,45,50,60,55,60,50,45,50,60,50,50,45,40,45,55,55,60,50,45,50,65,25,25,55,20,45,50,75,20,20,20,0,0,25,0,0,0,50,0,50,0,0,30,0,0,0,50,0,50,65,80,70,70,30,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,85-87,55,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,H,N,N,L,Normal,H,5,5
43258,"David Fullerton",SP,0,0,0,0,22,182,L,L,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,25,25,20,25,25,30,25,35,45,20,50,50,50,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,25,20,25,40,25,35,40,40,40,30,35,40,45,40,30,35,40,40,40,30,40,50,55,40,35,88-90,54,55,65,35,0,45,0,0,30,0,0,0,0,0,0,40,0,50,0,0,55,0,0,0,0,0,0,N,N,H,N,N,Normal,VH,3,4
43268,"Luis Cantú",SP,114,397,185,4,22,194,R,R,20,25,20,30,25,20,20,25,20,30,20,20,20,25,20,30,25,20,30,30,25,45,35,25,30,25,30,25,40,25,40,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,35,30,25,35,40,25,45,35,30,45,35,45,35,30,45,40,40,30,30,45,35,50,45,40,45,45,96-98,45,45,65,55,50,0,0,0,25,0,0,0,0,0,0,75,65,0,0,0,50,0,0,0,0,0,0,L,N,N,N,N,Normal,VH,3,4
43272,"Dan Fletcher",SP,106,183,183,1,31,188,L,L,40,25,20,25,35,40,40,30,20,25,35,40,35,20,20,20,35,35,40,25,20,25,35,40,20,25,50,20,20,25,25,20,20,20,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,25,25,35,45,65,20,50,55,55,50,45,50,55,55,55,45,50,55,55,50,45,50,55,55,50,45,91-93,53,50,60,50,0,0,65,0,70,0,0,0,0,0,0,50,0,0,65,0,70,0,0,0,0,0,0,N,N,L,N,N,Normal,VH,5,5
43274,"Héctor Ortíz",RF,106,507,507,1,28,181,R,R,50,50,55,50,50,50,50,50,50,45,50,45,50,55,60,50,55,50,50,50,55,50,50,50,30,35,65,30,40,45,75,20,20,20,0,0,35,0,30,0,45,0,45,0,0,40,0,35,0,45,0,45,50,65,55,65,35,30,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,85-87,35,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,H,L,H,L,Normal,VH,5,5
43278,"David Sepúlveda",LF,113,374,193,3,27,184,R,R,45,50,50,55,45,45,45,50,50,55,45,45,45,55,50,65,45,45,45,50,50,55,45,45,45,35,25,40,60,55,45,20,20,20,0,0,0,0,0,0,65,50,55,0,0,0,0,0,0,65,50,55,45,70,60,60,50,20,20,20,20,35,20,20,20,20,35,20,20,20,20,30,20,20,20,20,35,20,84-86,40,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N,Normal,VH,4,4
43279,"Sergio Domínguez",C,0,0,0,0,28,189,R,R,50,40,45,45,50,45,50,40,45,45,50,45,50,40,45,45,50,45,50,45,45,45,50,45,30,35,40,40,30,25,35,45,45,40,0,30,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,25,30,20,25,40,35,20,20,20,35,20,20,20,20,30,20,20,20,20,35,20,20,20,20,35,20,85-87,39,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,H,L,Durable,VH,4,4
43294,"Melvin De La Hoya",SP,106,181,181,1,30,194,R,R,35,30,20,20,35,35,35,30,20,20,30,35,35,30,20,20,35,40,35,30,20,20,35,35,20,20,50,30,25,35,30,20,20,20,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,20,20,25,80,25,45,55,60,55,50,45,55,60,55,50,45,55,55,55,50,45,55,60,55,50,95-97,68,45,45,55,0,0,0,45,45,0,50,0,0,0,0,55,0,0,0,45,45,0,50,0,0,0,0,L,H,N,N,L,Normal,H,6,6
43298,"Salvador Cosmo",SS,107,528,522,2,28,183,R,R,50,45,45,45,55,50,50,40,45,45,55,45,55,45,45,45,60,50,50,45,45,45,55,50,55,60,65,70,45,50,70,20,20,20,0,0,0,60,60,55,0,0,0,0,0,0,65,60,55,0,0,0,35,50,50,40,30,40,20,20,20,35,20,20,25,20,35,20,20,20,20,35,20,20,25,20,35,20,85-87,54,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,H,Normal,VH,4,4
43303,"Mario Estrada",SP,0,0,0,0,25,176,S,R,25,35,30,20,30,25,25,35,30,20,30,25,25,35,30,20,30,25,25,35,30,20,30,25,35,35,50,25,25,30,40,20,20,20,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,20,30,20,20,60,25,45,30,25,45,30,45,35,30,45,30,45,30,25,40,30,50,30,30,45,30,96-98,44,40,60,65,0,0,0,50,40,0,0,0,0,0,0,80,0,0,0,80,45,0,0,0,0,0,0,N,H,H,H,N,Normal,VH,3,3
43306,"António Gómez",SS,106,192,192,1,28,186,L,R,45,50,45,40,45,50,50,50,45,40,45,50,45,45,45,40,45,50,50,50,45,40,45,50,60,60,75,80,45,45,65,20,20,20,0,0,60,70,70,60,30,0,0,0,0,75,70,70,60,50,0,0,25,45,30,25,40,20,20,20,20,35,20,20,20,20,35,20,20,20,20,30,20,20,25,20,35,20,84-86,53,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N,Iron Man,VH,4,4
