ID,Name,Pos,League,Team,Org,LgLvl,Age,Height,Bats,Throws,Cntct,Gap,Pow,Eye,Ks,BABIP,Cntct_R,Gap_R,Pow_R,Eye_R,Ks_R,BABIP_R,Cntct_L,Gap_L,Pow_L,Eye_L,Ks_L,BABIP_L,PotCntct,PotGap,PotPow,PotEye,PotKs,PotBABIP,IFR,IFE,IFA,TDP,OFR,OFE,OFA,CBlk,CArm,CFrm,P,C,1B,2B,3B,SS,LF,CF,RF,PotP,PotC,Pot1B,Pot2B,Pot3B,PotSS,PotLF,PotCF,PotRF,Speed,StlRt,Steal,Run,SacBunt,BuntHit,Stf,Mov,HRA,PBABIP,Ctrl_R,Stf_R,Mov_R,HRA_R,PBABIP_R,Ctrl_L,Stf_L,Mov_L,HRA_L,PBABIP_L,Ctrl_L,PotStf,PotMov,PotHRA,PotPBABIP,PotCtrl,Vel,GB,Stm,Hold,Fst,Snk,Cutt,Crv,Sld,Chg,Splt,Frk,CirChg,Scr,Kncrv,Knbl,PotFst,PotSnk,PotCutt,PotCrv,PotSld,PotChg,PotSplt,PotFrk,PotCirChg,PotScr,PotKncrv,PotKnbl,Int,WrkEthic,Greed,Loy,Lead,Prone,Acc,Ovr,Pot
10682,"Francisco Díaz",1B,105,97,97,11,18,193,R,L,20,40,20,40,20,25,20,40,20,40,20,25,20,40,20,40,20,25,45,45,40,65,60,40,30,30,25,25,30,30,25,20,20,20,0,0,30,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,30,20,25,25,50,25,20,25,20,35,20,20,25,20,35,20,20,25,20,35,20,20,30,30,35,20,83-85,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,H,Normal,H,1,4
10683,"Bartolo Luna",RP,105,97,97,11,18,183,S,R,30,20,20,30,30,30,30,20,20,30,30,30,30,20,20,30,30,30,45,30,30,45,50,45,30,25,40,30,30,25,30,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,30,30,20,25,40,25,35,30,20,40,25,35,30,20,40,25,35,30,20,40,25,45,40,35,40,35,90-92,49,30,40,40,0,0,0,35,0,0,0,0,0,0,0,45,0,0,0,45,0,0,0,0,0,0,0,N,N,N,N,N,Normal,H,1,3
10687,"Miguel Rivas",1B,0,0,0,0,21,190,S,R,35,40,35,50,30,40,35,40,40,50,30,40,35,40,35,50,30,40,40,40,40,55,40,45,45,35,35,35,30,35,30,65,40,55,0,40,55,25,0,0,0,0,0,0,50,60,30,0,0,0,0,0,35,35,40,30,55,25,20,30,25,35,20,20,30,25,35,20,20,30,25,35,20,20,30,25,35,20,83-85,49,20,25,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Normal,A,1,3
10691,"Luis Mejía",RP,104,62,62,10,19,198,L,L,25,20,25,20,25,25,25,20,30,20,25,25,25,20,25,20,25,25,40,30,35,30,40,45,30,30,50,20,35,20,30,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,25,20,25,75,20,35,30,20,45,20,35,30,20,45,20,35,30,20,40,20,50,40,40,45,30,96-98,47,20,50,45,0,45,0,0,35,0,0,0,0,0,0,55,0,50,0,0,45,0,0,0,0,0,0,N,L,N,N,N,Durable,H,1,3
10695,"Drew Hunt",LF,100,119,119,1,30,189,R,R,55,50,45,45,60,50,55,50,45,45,60,50,55,50,45,45,60,50,55,50,45,45,60,50,50,50,65,45,65,60,70,20,20,20,0,0,65,40,0,25,75,50,70,0,0,70,45,0,40,75,55,70,40,40,60,35,35,20,20,30,20,35,20,20,30,20,35,20,20,25,20,35,20,20,30,20,35,20,80-83,46,20,20,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Fragile,H,5,5
10696,"Ken Bennett",RP,100,1,1,1,32,188,R,R,20,30,30,25,20,20,20,30,30,25,20,20,20,30,30,25,20,20,20,30,30,25,20,20,20,45,55,25,20,25,25,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,20,20,20,25,60,20,50,45,40,55,45,55,45,40,55,45,50,45,40,50,45,50,45,40,55,45,93-95,46,25,35,60,0,0,0,60,60,0,0,0,0,0,0,60,0,0,0,60,60,0,0,0,0,0,0,H,H,L,H,N,Normal,VH,4,4
10698,"Tony Álvarez",CL,103,49,3,4,20,190,L,L,25,30,30,25,25,30,25,35,30,30,25,30,25,30,30,25,25,30,35,35,30,30,35,35,30,25,40,25,25,30,35,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,25,20,20,70,25,40,40,35,50,30,40,40,35,50,30,40,45,35,55,30,65,55,60,50,50,97-99,64,35,70,50,0,0,0,45,0,0,0,0,0,0,0,80,0,0,0,70,0,0,0,0,0,0,0,N,L,H,L,L,Durable,VH,3,6
10702,"Nelson Ríos",RP,104,64,64,10,18,187,L,L,30,20,20,30,25,35,30,20,20,30,25,35,30,20,20,30,25,30,45,35,25,40,50,45,25,25,45,20,30,25,35,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,25,25,20,25,70,20,35,30,20,45,25,35,30,20,45,25,35,35,20,50,25,45,40,30,45,30,95-97,37,25,65,50,0,0,0,45,0,0,0,0,0,0,0,50,0,0,0,45,0,0,0,0,0,0,0,N,H,N,H,N,Normal,A,1,3
10703,"Troy Gregg",CF,100,1,1,1,34,188,R,L,45,50,50,65,45,45,45,50,50,65,45,45,45,50,50,65,45,50,45,50,50,65,45,45,60,50,40,25,65,80,55,20,20,20,0,0,0,0,0,0,50,60,30,0,0,0,0,0,0,75,60,70,50,65,55,60,40,20,20,30,20,35,20,20,30,20,35,20,20,30,20,35,20,20,30,20,35,20,80-83,44,20,20,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Normal,VH,5,5
10705,"Alberto Heiva",RP,105,97,97,11,18,191,S,R,20,30,25,30,20,20,20,30,25,30,20,20,20,30,25,30,20,20,40,40,35,40,45,35,40,25,50,20,35,25,35,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,20,20,20,35,25,25,35,30,20,40,30,35,30,20,40,30,35,30,20,40,30,40,45,45,40,45,93-95,51,25,30,0,0,40,30,0,0,0,0,0,0,0,0,0,0,50,45,0,0,0,0,0,0,0,0,N,N,H,L,N,Normal,H,1,3
10710,"José Pinto",RP,0,0,0,0,19,195,S,R,25,25,30,30,20,30,25,25,30,30,20,30,25,25,30,30,20,30,45,35,40,40,45,45,25,25,40,30,30,40,35,20,20,25,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,20,25,20,25,65,20,35,30,20,45,25,35,30,20,45,25,35,30,20,40,25,45,45,45,45,30,98-100,50,25,45,55,0,0,0,40,0,0,0,0,0,0,0,55,0,0,0,45,0,0,0,0,0,0,0,N,N,L,N,N,Durable,VH,1,3
10711,"Thomas McCormick",2B,100,10,10,1,29,179,S,R,60,55,50,55,55,60,60,60,50,60,55,60,55,45,45,45,50,55,60,55,50,55,55,60,60,60,50,55,20,45,30,20,20,20,0,0,0,60,0,50,0,0,0,0,0,0,60,0,50,0,0,0,55,70,60,45,65,20,20,25,20,35,20,20,25,20,35,20,20,25,20,35,20,20,25,20,35,20,80-83,42,20,20,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N,Normal,H,5,5
10712,"Rubén Pérez",RP,102,34,7,3,22,207,S,L,35,35,30,25,30,30,35,35,30,25,30,30,35,30,30,25,30,30,40,35,35,25,40,35,35,30,35,25,20,35,40,25,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,25,20,25,60,25,50,40,30,50,35,50,40,30,50,35,50,40,30,50,35,65,45,40,50,45,98-100,48,30,60,75,0,0,45,0,0,0,0,0,0,0,0,80,0,0,75,0,0,0,0,0,0,0,0,H,L,N,N,L,Normal,H,3,4
10713,"Carl Walker",RP,100,9,9,1,29,186,L,L,20,30,35,30,20,25,20,30,35,30,20,25,20,30,35,30,20,25,20,30,35,30,20,25,30,25,55,20,25,25,30,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,25,25,20,35,20,55,50,50,50,45,55,50,50,50,45,55,50,50,55,50,55,50,50,50,45,93-95,48,60,70,60,0,0,50,60,0,0,0,0,0,0,0,60,0,0,50,60,0,0,0,0,0,0,0,N,H,N,N,N,Iron Man,H,5,5
10714,"Carlos Rodríguez",RF,104,87,87,10,20,181,L,L,35,35,35,35,30,40,35,35,35,35,30,40,35,35,30,35,30,35,55,40,40,45,55,55,30,30,50,25,50,50,40,25,20,20,0,0,0,0,0,0,45,25,40,0,0,0,0,0,0,50,30,45,30,20,20,20,55,20,20,30,20,35,20,20,30,20,35,20,20,30,20,35,20,20,35,30,35,20,80-83,47,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,N,L,L,N,Normal,H,1,4
10716,"Jorge Iboy",RP,0,0,0,0,20,188,L,L,20,25,30,20,20,25,20,25,30,20,20,25,20,25,30,20,20,25,35,35,35,25,30,35,35,30,75,20,30,30,30,25,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,25,25,25,20,55,20,45,30,20,45,25,45,30,20,45,25,45,30,20,40,25,60,35,30,45,35,98-100,44,35,55,55,0,35,0,0,0,0,0,0,55,0,0,75,0,55,0,0,0,0,0,0,65,0,0,N,H,N,N,N,Normal,VH,2,3
10717,"Juan López",SP,105,97,97,11,18,188,S,L,25,45,20,25,20,35,25,45,20,25,20,35,25,45,20,25,20,35,45,50,30,35,45,50,30,30,40,25,20,30,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,20,30,40,25,40,35,20,45,35,40,35,20,45,35,40,35,20,45,35,60,45,45,45,45,96-98,49,40,75,55,35,0,0,0,35,0,0,0,0,0,0,75,45,0,0,0,60,0,0,0,0,0,0,N,N,N,N,N,Normal,VH,1,4
10719,"Jesús Maldonado",SP,103,51,2,4,21,185,L,R,35,25,20,30,30,30,35,25,20,30,30,30,35,25,20,30,30,30,35,25,20,30,40,35,35,30,45,20,25,25,30,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,35,50,35,30,35,25,40,45,40,50,40,40,45,40,50,40,40,45,40,50,40,50,50,45,50,50,97-99,61,50,50,60,0,0,45,0,35,0,0,0,0,0,0,75,0,0,70,0,35,0,0,0,0,0,0,N,N,N,N,N,Durable,H,2,4
10720,"Jesús Aquino",LF,104,87,87,10,20,191,L,R,30,40,30,40,25,35,30,40,30,40,25,35,30,35,25,40,25,35,60,45,35,50,60,55,40,45,25,40,40,45,25,20,20,20,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,35,0,0,35,35,30,35,50,25,20,30,20,35,20,20,30,20,35,20,20,30,20,35,20,20,35,35,35,20,83-85,53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,N,N,N,N,Normal,H,1,4
10722,"Santiago Tovar",CF,103,127,118,4,22,193,R,R,30,40,40,45,25,40,30,40,40,45,25,40,30,40,40,45,25,40,40,40,45,45,45,40,50,35,35,35,70,60,55,20,25,20,0,0,0,0,0,0,70,60,70,0,0,0,0,0,0,75,60,70,65,80,60,65,65,75,25,30,20,35,20,25,30,20,35,20,25,30,20,35,20,25,30,25,35,20,85-87,43,20,20,35,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,N,N,H,L,L,Normal,H,1,3
10724,"Woody Gray",RP,104,85,85,10,18,186,R,R,20,40,20,30,20,25,20,40,20,30,20,25,20,40,20,30,20,25,35,45,30,40,40,35,30,30,50,20,55,35,25,25,20,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,25,20,25,40,20,20,30,20,45,20,20,30,20,45,20,20,30,20,45,20,45,40,35,45,30,89-91,39,35,65,35,0,0,30,0,30,0,0,0,0,0,0,45,0,0,50,0,40,0,0,0,0,0,0,N,H,N,N,N,Normal,A,1,2
10726,"Vicente Romero",3B,103,43,8,4,21,187,R,R,45,40,45,40,45,45,45,40,45,40,45,45,45,40,45,40,45,45,50,40,50,50,50,45,55,55,70,40,45,45,60,25,25,25,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,55,75,55,40,35,25,20,30,20,35,20,20,30,20,35,20,20,30,20,35,20,20,30,20,35,20,85-87,39,20,20,35,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,L,H,L,N,N,Normal,H,2,4
10727,"Mac Cleeton",RP,100,10,10,1,31,192,R,R,20,35,30,20,20,25,20,35,30,20,20,25,20,35,30,20,20,25,20,35,30,20,20,25,35,30,45,45,25,30,25,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,30,25,20,35,70,20,45,55,60,50,45,45,55,60,50,45,45,55,60,50,45,45,55,60,50,45,94-96,58,35,35,60,0,0,0,0,50,0,0,0,0,0,0,60,0,0,0,0,50,0,0,0,0,0,0,N,N,H,N,L,Fragile,H,5,5
10729,"Jack Wallace",RP,104,85,85,10,17,187,L,L,20,40,20,20,20,25,20,40,20,20,20,25,20,35,20,20,20,25,40,40,25,35,45,40,30,30,30,20,35,25,25,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,20,50,25,30,35,20,45,20,30,35,20,45,20,30,30,20,45,20,55,45,45,45,35,87-89,43,60,55,35,0,35,30,0,40,0,0,0,0,0,0,45,0,45,45,0,65,0,0,0,0,0,0,N,H,L,N,N,Normal,A,1,3
10731,"Esteban García",1B,105,94,94,11,18,207,L,L,35,40,35,35,25,45,35,40,35,35,25,45,35,40,35,30,25,45,60,40,50,45,55,55,30,25,25,20,40,45,40,20,20,20,0,0,30,0,0,0,40,0,0,0,0,35,0,0,0,40,0,0,30,30,20,20,40,25,20,30,25,35,20,20,30,25,35,20,20,30,25,35,20,20,35,35,35,20,80-83,61,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Normal,H,1,5
10732,"Jesús Vargas",LF,105,94,94,11,18,190,R,R,25,35,35,40,20,40,25,35,35,40,20,40,25,35,35,40,20,40,45,50,65,55,35,55,25,25,25,20,45,55,40,20,20,20,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,45,0,0,25,20,20,30,25,20,20,30,25,30,25,20,30,25,35,25,20,30,25,30,25,20,35,35,30,25,84-86,54,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N,Normal,H,1,5
10735,"Carlos Marquis",1B,104,88,88,10,18,189,R,R,35,35,25,35,30,35,35,35,25,35,30,35,35,40,25,35,30,35,55,40,35,45,65,50,50,35,35,25,35,30,50,25,25,20,0,0,50,0,20,0,0,0,0,0,0,60,0,20,0,0,0,0,65,45,30,30,75,35,20,25,20,35,20,20,25,20,35,20,20,25,20,35,20,20,30,30,35,20,84-86,39,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,L,L,Normal,A,1,4
10737,"Edgardo Hernández",1B,101,25,1,2,32,189,L,R,55,50,50,55,50,55,55,55,50,60,50,60,50,45,45,45,45,50,55,50,50,55,50,55,35,35,30,25,50,25,25,20,20,20,0,0,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,40,25,45,50,30,20,20,25,20,35,25,20,30,20,35,25,20,25,20,35,25,20,25,20,35,25,80-83,38,20,20,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,H,N,N,N,N,Normal,VH,5,5
10738,"Félix Rosa",SP,102,122,117,3,25,181,L,L,30,35,30,30,25,35,30,35,30,30,25,35,30,35,25,30,25,35,30,35,30,30,25,35,20,35,45,20,25,25,40,20,20,20,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,20,25,20,25,45,20,45,45,45,45,35,45,45,40,45,35,45,45,45,50,35,45,45,45,45,35,98-100,63,45,75,65,0,0,0,55,45,0,0,0,0,0,0,65,0,0,0,60,45,0,0,0,0,0,0,H,N,H,N,L,Normal,VH,2,3
10741,"Jesús Sánchez",1B,105,94,94,11,18,184,R,R,30,35,20,35,25,30,30,35,20,35,25,30,30,35,20,35,25,30,60,40,35,45,60,50,40,40,60,30,30,35,60,45,40,40,0,25,45,0,35,0,0,0,25,0,35,55,0,40,0,0,0,25,45,45,40,40,40,20,20,30,20,40,20,20,30,20,40,20,20,30,20,40,20,20,35,30,40,20,84-86,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N,Normal,H,1,4
10751,"Edgar Medina",2B,106,108,12,5,21,183,R,R,30,40,35,35,25,40,30,40,35,35,25,40,30,40,35,35,25,40,50,45,45,45,55,50,55,50,30,55,40,35,25,20,20,20,0,0,0,50,0,30,0,0,0,0,0,0,50,0,30,0,0,0,50,45,40,35,30,20,20,30,20,35,20,20,30,20,40,20,20,30,20,35,20,20,35,30,35,25,83-85,50,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,L,Normal,VH,1,4
10754,"José Sánchez",LF,103,54,7,4,20,200,L,L,35,40,35,45,30,35,35,40,35,45,35,35,35,35,35,40,30,35,55,50,35,50,50,60,25,30,40,20,55,50,50,20,20,20,0,0,0,0,0,0,50,35,45,0,0,0,0,0,0,60,35,50,60,70,65,50,30,25,20,30,25,35,20,20,30,25,35,20,20,30,25,40,20,20,35,30,35,20,83-85,51,20,20,35,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,N,L,N,L,N,Normal,VH,1,4
10762,"Júlio Herrera",C,104,87,87,10,20,188,R,R,30,40,40,40,25,35,30,40,40,40,25,35,30,40,40,40,25,35,50,45,50,45,55,50,45,35,35,25,30,40,40,55,45,55,0,35,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,20,35,35,35,45,20,20,30,20,35,20,20,30,20,35,20,20,30,20,35,20,20,35,30,35,20,80-83,54,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,L,N,Normal,H,1,5
10763,"Carlos Sánchez",RP,106,114,4,5,19,190,L,L,20,30,25,20,20,25,20,30,25,20,20,25,20,30,25,20,20,25,30,40,35,30,25,35,35,30,55,25,25,20,50,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,30,25,20,35,55,30,40,30,20,45,30,40,30,20,45,30,40,30,20,45,30,50,40,40,45,55,96-98,45,25,60,50,0,0,40,0,0,0,0,0,0,0,0,70,0,0,55,0,0,0,0,0,0,0,0,N,H,N,N,L,Normal,VH,1,4
10770,"Bennie Rodríguez",3B,101,18,4,2,32,193,R,R,50,55,45,45,50,50,50,55,45,45,50,50,50,55,45,45,50,50,50,55,45,45,50,50,35,50,55,40,45,55,50,20,20,20,60,0,20,0,35,0,45,0,0,70,0,60,0,35,0,45,0,0,40,35,35,40,25,25,40,50,50,50,50,40,50,50,50,50,40,50,50,50,50,40,50,50,50,50,92-94,56,50,40,50,0,0,40,0,0,0,0,0,0,0,0,50,0,0,40,0,0,0,0,0,0,0,0,N,N,N,N,N,Iron Man,A,5,5
10775,"Kirby Wilson",SP,104,85,85,10,17,192,R,R,25,45,20,35,20,30,25,45,20,35,20,30,25,50,20,35,20,30,45,50,30,45,45,45,35,30,55,35,30,40,35,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,25,20,20,20,40,20,30,30,20,45,20,30,30,20,45,20,30,30,20,45,20,45,40,35,45,25,88-90,38,60,40,35,0,0,35,0,35,0,0,0,0,0,0,45,0,0,50,0,60,0,0,0,0,0,0,N,N,N,N,L,Fragile,A,1,1
10776,"José Ibarra",C,104,87,87,10,20,185,R,R,35,45,40,40,30,40,35,45,40,40,30,40,35,45,40,40,30,40,55,50,55,45,55,50,35,35,45,20,25,40,45,50,60,55,0,45,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,35,30,20,30,35,20,20,30,25,35,20,20,30,25,35,20,20,30,25,35,20,20,30,30,35,20,85-87,61,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,H,N,N,Normal,H,1,5
10777,"Phil Adkins",SS,0,0,0,0,29,179,L,R,50,50,40,50,55,50,50,55,40,50,55,50,50,50,35,50,55,45,50,50,40,50,55,50,55,70,65,75,40,45,60,20,25,20,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,55,70,70,65,50,20,20,25,20,35,20,20,25,20,35,20,20,25,20,35,20,20,25,20,35,20,80-83,44,20,20,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,L,N,N,L,N,Normal,VH,4,4
10778,"Ricardo García",RP,103,47,5,4,20,191,R,R,30,35,30,30,25,30,30,35,30,30,25,30,30,35,30,30,25,30,35,35,30,30,30,30,35,55,55,35,35,20,20,20,25,20,70,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,20,30,20,20,75,20,35,40,35,50,30,40,40,35,50,30,35,35,35,40,30,55,50,50,50,50,99-101,59,30,55,0,0,35,0,60,0,0,0,0,0,0,0,0,0,60,0,75,0,0,0,0,0,0,0,N,N,N,N,N,Fragile,H,3,5
10782,"Manny Luna",RF,104,88,88,10,20,193,R,R,35,40,35,35,30,40,35,40,30,35,30,40,35,40,35,35,35,40,60,45,40,45,65,55,45,45,45,40,45,55,60,20,20,20,0,0,40,0,0,0,30,0,45,0,0,70,0,0,0,50,0,45,30,30,35,25,50,20,20,30,20,35,20,20,30,20,35,20,20,30,20,35,20,20,35,30,35,20,84-86,45,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,N,Durable,A,1,4
10784,"Germán Márquez",3B,100,118,118,1,25,191,R,R,60,50,50,50,60,55,60,45,50,50,60,55,60,50,55,55,65,55,60,50,50,50,60,55,55,45,65,35,40,40,65,20,20,20,0,0,70,0,50,35,0,0,0,0,0,75,0,50,40,0,0,0,25,35,30,25,35,25,20,30,20,40,25,20,30,20,40,25,20,30,20,35,25,20,30,20,40,25,85-87,46,20,20,35,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,H,H,N,H,N,Normal,VH,5,5
10785,"Fernando Díaz",2B,105,94,94,11,18,190,S,R,25,35,20,30,25,30,25,35,20,30,25,30,25,35,20,30,25,30,50,40,30,40,60,45,50,45,35,35,35,45,35,25,20,25,0,0,55,30,25,20,25,0,0,0,0,65,35,25,25,35,0,0,40,55,55,60,45,20,20,30,20,35,25,20,30,20,35,25,20,30,20,35,25,20,30,30,35,25,80-83,56,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,L,N,Normal,H,1,2
10787,"Salvador López",1B,106,136,120,5,18,192,R,R,30,45,35,40,25,35,30,45,35,40,25,35,30,45,35,40,25,35,55,45,40,60,55,55,35,40,40,35,35,20,40,35,45,35,0,25,50,0,0,0,0,0,0,0,25,50,0,0,0,0,0,0,45,40,40,35,55,20,20,25,20,35,20,20,25,20,35,20,20,25,20,35,20,20,35,30,35,20,84-86,48,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,H,L,N,Normal,H,1,5
10790,"Cristián Bernard",C,103,51,2,4,18,183,R,R,25,45,40,35,20,40,25,45,40,35,20,40,25,45,40,35,20,40,50,45,60,45,45,50,35,35,60,35,35,40,55,55,40,50,0,35,35,0,0,0,30,0,0,0,45,45,0,0,0,35,0,0,25,25,20,25,45,20,20,35,35,35,20,20,35,35,35,20,20,35,35,35,20,20,35,35,35,20,80-83,57,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,N,N,Normal,H,1,5
10792,"Ralph Nordin",SP,104,85,85,10,17,185,R,R,25,45,30,30,20,30,25,45,30,30,20,30,25,45,30,30,20,30,40,50,35,45,45,45,30,30,50,25,25,25,25,25,25,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,30,30,25,45,30,35,30,20,45,40,35,30,20,45,40,35,30,20,40,40,50,50,50,50,55,89-91,55,55,45,45,0,0,0,35,35,0,0,0,0,0,0,50,0,0,0,45,65,0,0,0,0,0,0,N,N,N,H,N,Durable,A,1,5
10794,"Kieran Marshall",RP,101,17,11,2,32,189,R,R,20,25,20,25,20,20,20,25,20,25,20,20,20,25,20,25,20,20,20,25,20,25,20,20,35,30,65,45,25,25,40,20,20,20,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,20,35,20,20,65,20,50,55,60,50,40,50,55,60,50,40,50,55,60,50,40,50,55,60,50,40,93-95,74,40,50,60,50,0,60,0,50,0,0,0,50,0,0,60,50,0,60,0,50,0,0,0,50,0,0,H,N,N,N,N,Normal,VH,5,5
10795,"Miguel Torrez",CL,105,94,94,11,18,192,R,R,20,30,20,30,20,20,20,30,20,30,20,20,20,30,20,30,20,20,30,45,30,35,35,25,25,30,35,20,25,25,35,20,25,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,25,30,20,40,25,45,35,25,40,40,45,35,25,40,40,45,35,25,40,40,60,45,50,40,45,97-99,54,35,35,50,0,0,0,0,0,40,0,0,0,0,0,75,0,0,0,0,0,65,0,0,0,0,0,N,N,N,N,N,Normal,H,3,4
10805,"Carlos Sánchez",1B,106,128,118,5,20,195,L,L,25,40,40,40,20,35,25,40,40,40,20,35,25,35,40,40,20,35,50,45,50,55,45,55,35,40,35,25,25,25,20,20,20,20,0,0,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,40,35,45,45,30,35,20,30,20,35,25,20,30,20,35,25,20,30,20,40,25,20,30,25,35,25,84-86,46,20,20,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,L,N,L,N,N,Normal,H,1,4
10808,"Mark McCray",SP,101,129,119,2,32,196,L,L,40,45,40,40,35,50,40,45,40,40,35,50,40,45,35,40,35,50,40,45,40,40,35,50,25,30,55,20,50,50,65,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,45,65,45,35,25,45,50,50,45,50,35,50,50,45,50,35,50,50,45,50,35,50,50,45,50,35,93-95,56,40,40,60,0,0,0,0,55,0,0,0,50,0,0,60,0,0,0,0,55,0,0,0,50,0,0,N,L,H,L,L,Normal,VH,3,3
10809,"José Ramírez",RP,105,94,94,11,18,182,L,L,20,20,25,30,20,20,20,20,25,30,20,20,20,20,25,30,20,20,35,35,35,40,35,30,35,25,55,25,40,25,30,25,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,30,30,20,20,40,25,30,30,20,40,25,30,30,20,40,25,30,30,20,45,25,45,45,45,40,35,96-98,53,35,70,45,40,35,0,0,0,0,0,0,0,0,0,50,45,45,0,0,0,0,0,0,0,0,0,N,H,L,N,N,Normal,H,1,3
