Player Name,Team,Overall Pick,Projection Rank,Delta,Stamp Type,Points,VOS Stamp
Tony Jones,Arizona Diamondbacks,400,181,219,Later,4.196813773176181,Y
Oscar Antonio,New York Yankees,401,456,-55,,0.0,N
Steve Walker,Colorado Rockies,402,431,-29,Managed Risk,0.9232867951399863,Y
Jonathan Moore,Detroit Tigers,403,260,143,Later,3.9849066497880004,Y
Jeff LaSalle,Cincinnati Reds,405,356,49,Later,3.456011502714073,Y
Phil Brotherton,Cleveland Guardians,406,391,15,Later,2.886294361119891,Y
Billy Logan,Miami Marlins,407,549,-142,,0.0,N
Josh Kruschke,Montreal Expos,408,498,-90,,0.0,N
Bilal Bonhomme,San Francisco Giants,409,715,-306,,0.0,N
Thurman Pittman,New Orleans Voodoo,410,594,-184,,0.0,N
Jon Carstens,Texas Rangers,411,595,-184,,0.0,N
Caleb Turner,Baltimore Orioles,412,237,175,Later,4.085241997519075,Y
Alex Davis,San Diego Padres,413,601,-188,,0.0,N
Danny Truehart,St. Louis Cardinals,414,621,-207,,0.0,N
Cesar Castaneda,Boston Red Sox,415,578,-163,,0.0,N
Kevin Sinclair,Oakland Athletics,416,557,-141,,0.0,N
Mike Bower,Los Angeles Dodgers,417,662,-245,,0.0,N
Zachary Kimble,Los Angeles Angels,418,163,255,Later,4.272588722239782,Y
Gene Cook,New York Mets,419,287,132,Later,3.945174564110877,Y
Juan Valdez,Atlanta Braves,420,338,82,Later,3.709420303898299,Y
Amare Moore,Minnesota Twins,421,664,-243,,0.0,N
Jamie Flynn,Chicago White Sox,422,182,240,Later,4.242398466745327,Y
Jon Stever,Seattle Mariners,423,459,-36,,0.0,N
Kevin Everett,Milwaukee Brewers,424,661,-237,,0.0,N
Hugo Rivas,Pittsburgh Pirates,425,646,-221,,0.0,N
Mat Fontenot,Houston Astros,426,567,-141,,0.0,N
Sandy Gonzalez,Chicago Cubs,427,454,-27,Managed Risk,1.0965735902799727,Y
Kevin Fenner,Toronto Blue Jays,428,305,123,Later,3.9101407828025185,Y
Luis Gonzalez,Philadelphia Phillies,429,505,-76,,0.0,N
Ruben Ceballos,Arizona Diamondbacks,430,895,-465,,0.0,N
Mike Nelson,New York Yankees,431,751,-320,,0.0,N
Danny Nest,Colorado Rockies,432,788,-356,,0.0,N
Phil Brummett,Detroit Tigers,433,386,47,Later,3.4356005054539454,Y
Nate O'Keefe,Cincinnati Reds,435,255,180,Later,4.0992485156329135,Y
Rob Carter,Cleveland Guardians,436,514,-78,,0.0,N
Billy Young,Miami Marlins,437,335,102,Later,3.817364494114818,Y
Jon Swedlund,Montreal Expos,438,681,-243,,0.0,N
Eric Johnson,San Francisco Giants,439,321,118,Later,3.889561746555765,Y
Ismael Asitimbay,New Orleans Voodoo,440,482,-42,,0.0,N
Joe Taylor,Texas Rangers,441,214,227,Later,4.21467281447722,Y
Malik Hale,Baltimore Orioles,442,285,157,Later,4.031297516513483,Y
Arturo Guerrero,San Diego Padres,443,437,6,Later,2.4729550745276567,Y
Eric Downs,St. Louis Cardinals,444,495,-51,,0.0,N
Sam Talley,Boston Red Sox,445,615,-170,,0.0,N
Jose Alvarez,Oakland Athletics,446,568,-122,,0.0,N
Glen Masur,Los Angeles Dodgers,447,201,246,Later,4.254694168313989,Y
Kevin Burrell,Los Angeles Angels,448,597,-149,,0.0,N
Mike Porterfield,New York Mets,449,538,-89,,0.0,N
Bobby Dixon,Atlanta Braves,450,443,7,Later,2.539720770839918,Y
Cuarto Corral,Minnesota Twins,451,475,-24,Managed Risk,1.2364775372638284,Y
Nate Fink,Chicago White Sox,452,436,16,Later,2.916606672028108,Y
Robby Marks,Seattle Mariners,453,447,6,Later,2.4729550745276567,Y
Jesus Atkins,Milwaukee Brewers,454,642,-188,,0.0,N
Jimmy Franks,Pittsburgh Pirates,455,729,-274,,0.0,N
Phil Robbins,Houston Astros,456,460,-4,Managed Risk,1.5739592165010823,Y
Jeremy Eves,Chicago Cubs,457,249,208,Later,4.1711671259824055,Y
Steve Lojko,Toronto Blue Jays,458,534,-76,,0.0,N
Chris Daugherty,Philadelphia Phillies,459,422,37,Later,3.318793079863193,Y
Mike Blanton,Arizona Diamondbacks,460,487,-27,Managed Risk,1.0965735902799727,Y
Jaret Koch,New York Yankees,461,560,-99,,0.0,N
Sam MacKay,Colorado Rockies,462,645,-183,,0.0,N
J.D. Dunning,Detroit Tigers,463,373,90,Later,3.755429753258425,Y
Josue Higareda,Cincinnati Reds,465,451,14,Later,2.8540251005511053,Y
Chris Klopp,Cleveland Guardians,466,411,55,Later,3.512675845367575,Y
Dave Folse,Miami Marlins,467,845,-378,,0.0,N
Jody Murrey,Montreal Expos,468,407,61,Later,3.563567192522546,Y
Josh Meyers,San Francisco Giants,469,625,-156,,0.0,N
David Espinoza,New Orleans Voodoo,470,364,106,Later,3.836414417230953,Y
Jerry Toliver,Texas Rangers,471,266,205,Later,4.163938084394791,Y
Tom Dares,Baltimore Orioles,472,239,233,Later,4.227660557678851,Y
Ben Daley,San Diego Padres,473,524,-51,,0.0,N
Ethan Persson,St. Louis Cardinals,474,750,-276,,0.0,N
Joe Christy,Boston Red Sox,475,649,-174,,0.0,N
Jared Adams,Oakland Athletics,476,647,-171,,0.0,N
Randy Maldonado,Los Angeles Dodgers,477,516,-39,,0.0,N
Jeremy Brodka,Los Angeles Angels,478,550,-72,,0.0,N
Sean Heebner,New York Mets,479,675,-196,,0.0,N
Mike Burke,Atlanta Braves,480,733,-253,,0.0,N
Mike Kramer,Minnesota Twins,481,518,-37,,0.0,N
Arturo Font,Chicago White Sox,482,543,-61,,0.0,N
Eric Marquis,Seattle Mariners,483,343,140,Later,3.974379945189084,Y
Ben Yoffe,Milwaukee Brewers,484,710,-226,,0.0,N
Steve Ricketts,Pittsburgh Pirates,485,279,206,Later,4.166359396632684,Y
Bubba Stark,Houston Astros,486,659,-173,,0.0,N
Eric Meek,Chicago Cubs,487,452,35,Later,3.291759469228055,Y
Gabe Hoggard,Toronto Blue Jays,488,296,192,Later,4.131345094452443,Y
Mike Crist,Philadelphia Phillies,489,507,-18,Managed Risk,1.391237339365384,Y
David Ramos,Arizona Diamondbacks,490,673,-183,,0.0,N
Chris Demmer,New York Yankees,491,384,107,Later,3.84106561356211,Y
Ron Hereth,Colorado Rockies,492,525,-33,,0.0,N
Jeremy Wallace,Detroit Tigers,493,370,123,Later,3.9101407828025185,Y
Nate Alvarez,Cincinnati Reds,495,784,-289,,0.0,N
Isaak Runyon,Cleveland Guardians,496,552,-56,,0.0,N
Urbano Freschi,Miami Marlins,497,340,157,Later,4.031297516513483,Y
Mike Shuler,Montreal Expos,498,398,100,Later,3.80756025842063,Y
Willie Semchez,San Francisco Giants,499,542,-43,,0.0,N
Joe Zirpolo,New Orleans Voodoo,500,781,-281,,0.0,N
Joe Jordan,Texas Rangers,501,329,172,Later,4.07664579724889,Y
Dusty Pratt,Baltimore Orioles,502,579,-77,,0.0,N
Tony Navarro,San Diego Padres,503,429,74,Later,3.658744056768155,Y
Mario Moreno,St. Louis Cardinals,504,901,-397,,0.0,N
Sergio Diaz,Boston Red Sox,505,774,-269,,0.0,N
Jake Jones,Oakland Athletics,506,913,-407,,0.0,N
Henry Ramirez,Los Angeles Dodgers,507,671,-164,,0.0,N
Juan Ortiz,Los Angeles Angels,508,435,73,Later,3.652032546602085,Y
Ben Walker,New York Mets,509,199,310,Later,4.3698964560896165,Y
Jim Granter,Atlanta Braves,510,488,22,Later,3.067747107964575,Y
Sergio Neris,Minnesota Twins,511,545,-34,,0.0,N
Donovan Guiraud,Chicago White Sox,512,331,181,Later,4.102003343538398,Y
Javon Banks,Seattle Mariners,513,713,-200,,0.0,N
Joe Rice,Milwaukee Brewers,514,613,-99,,0.0,N
Pat Christensen,Pittsburgh Pirates,515,674,-159,,0.0,N
Danny Williams,Houston Astros,516,608,-92,,0.0,N
Matt Washington,Chicago Cubs,517,622,-105,,0.0,N
Phil Kurucz,Toronto Blue Jays,518,323,195,Later,4.139057329615259,Y
Randy O'Harrow,Philadelphia Phillies,519,327,192,Later,4.131345094452443,Y
Chris Martin,Arizona Diamondbacks,520,526,-6,Managed Risk,1.5547189562170503,Y
Jon Nash,New York Yankees,521,264,257,Later,4.276479792460808,Y
Sam Brown,Colorado Rockies,522,914,-392,,0.0,N
Chris Comerford,Detroit Tigers,523,234,289,Later,4.33494046149026,Y
Dan Benton,Cincinnati Reds,525,478,47,Later,3.4356005054539454,Y
Josh Glass,Cleveland Guardians,526,334,192,Later,4.131345094452443,Y
Jose Cordero,Miami Marlins,527,294,233,Later,4.227660557678851,Y
Chris Kelly,Montreal Expos,528,362,166,Later,4.058996906208378,Y
Jeremy Lantz,San Francisco Giants,529,575,-46,,0.0,N
Phil Remon,New Orleans Voodoo,530,612,-82,,0.0,N
Keshawn Spurgeon,Texas Rangers,531,381,150,Later,4.008639918407463,Y
Sam Wallin,Baltimore Orioles,532,376,156,Later,4.028122902674154,Y
Jonathan Wheeler,San Diego Padres,533,425,108,Later,3.8456739411145717,Y
Chris Perdue,St. Louis Cardinals,534,809,-275,,0.0,N
Victor Flores,Boston Red Sox,535,555,-20,Managed Risk,1.3494738181995927,Y
Chris Frazier,Oakland Athletics,536,753,-217,,0.0,N
Kevin Harvey,Los Angeles Dodgers,537,606,-69,,0.0,N
Kevin Hagman,Los Angeles Angels,538,620,-82,,0.0,N
Joey Bishop,New York Mets,539,749,-210,,0.0,N
Joe Sanders,Atlanta Braves,540,639,-99,,0.0,N
Chris Rutledge,Minnesota Twins,541,353,188,Later,4.120873507529821,Y
Bob McCarty,Chicago White Sox,542,375,167,Later,4.061981989701629,Y
Jay Rogers,Seattle Mariners,543,439,104,Later,3.8269801750787615,Y
Kyle Pearson,Milwaukee Brewers,544,643,-99,,0.0,N
Ben Killinger,Pittsburgh Pirates,545,271,274,Later,4.308385548833286,Y
Dan Wilson,Houston Astros,546,404,142,Later,3.9814223151299535,Y
Bob Krant,Chicago Cubs,547,341,206,Later,4.166359396632684,Y
Robby Stovall,Toronto Blue Jays,548,627,-79,,0.0,N
Mike Cottrell,Philadelphia Phillies,549,302,247,Later,4.256714373082492,Y
Bobby Bors,Arizona Diamondbacks,550,380,170,Later,4.07083177825133,Y
Tony Barrera,New York Yankees,551,486,65,Later,3.5948273710132126,Y
Chris Anderson,Colorado Rockies,552,630,-78,,0.0,N
Jon Parish,Detroit Tigers,553,536,17,Later,2.9451858789480823,Y
Nate Parsons,Cincinnati Reds,555,877,-322,,0.0,N
Ian Wilkinson,Cleveland Guardians,556,501,55,Later,3.512675845367575,Y
Rob Gertenrich,Miami Marlins,557,468,89,Later,3.7499048351651325,Y
Mike Minks,Montreal Expos,558,558,0,Later,1.5,Y
Moises Alvarado,San Francisco Giants,559,306,253,Later,4.268667133509268,Y
Kevin Handy,New Orleans Voodoo,560,346,214,Later,4.185319014063831,Y
Jimmy Edmondson,Texas Rangers,561,724,-163,,0.0,N
Brendan Richardson,Baltimore Orioles,562,499,63,Later,3.5794415416798357,Y
Phil Orkin,San Diego Padres,563,540,23,Later,3.0890269151739727,Y
Steve Hamm,St. Louis Cardinals,564,395,169,Later,4.067899218525131,Y
Greg West,Boston Red Sox,565,641,-76,,0.0,N
Kevin Richardson,Oakland Athletics,566,546,20,Later,3.0222612188617113,Y
Mike Sorkin,Los Angeles Dodgers,567,355,212,Later,4.180646082854713,Y
Bobby Rosko,Los Angeles Angels,568,565,3,Later,2.1931471805599454,Y
Chris McKissick,New York Mets,569,666,-97,,0.0,N
Mike Koch,Atlanta Braves,570,687,-117,,0.0,N
Josh Hutchison,Minnesota Twins,571,354,217,Later,4.192247531394544,Y
Robby Shaw,Chicago White Sox,572,523,49,Later,3.456011502714073,Y
Jeff Rawls,Seattle Mariners,573,274,299,Later,4.3518912373281005,Y
Milt Munday,Milwaukee Brewers,574,491,83,Later,3.7154083994216567,Y
Bob Fuqua,Pittsburgh Pirates,575,421,154,Later,4.021712558459623,Y
Joe Anderson,Houston Astros,576,782,-206,,0.0,N
Dan Brown,Chicago Cubs,577,660,-83,,0.0,N
Tim Jewell,Toronto Blue Jays,578,300,278,Later,4.315605890910683,Y
John Neily,Philadelphia Phillies,579,818,-239,,0.0,N
Billy Stephen,Arizona Diamondbacks,580,315,265,Later,4.29174815439085,Y
Dakota Grubb,New York Yankees,581,650,-69,,0.0,N
Sean Anderson,Colorado Rockies,582,432,150,Later,4.008639918407463,Y
Austin (Riley) Carter,Detroit Tigers,583,746,-163,,0.0,N
Jon Yearous,Cincinnati Reds,585,532,53,Later,3.4944920232821373,Y
Randy Lynch,Cleveland Guardians,586,461,125,Later,3.918140953475739,Y
Alex Monroy,Miami Marlins,587,471,116,Later,3.881086967398878,Y
Greg Morgan,Montreal Expos,588,393,195,Later,4.139057329615259,Y
Manuell Vassalo,San Francisco Giants,589,676,-87,,0.0,N
Dan Lovett,New Orleans Voodoo,590,489,101,Later,3.8124864066421353,Y
Erik Jorgensen,Texas Rangers,591,319,272,Later,4.304735897592479,Y
Nate Swanson,Baltimore Orioles,592,485,107,Later,3.84106561356211,Y
Dave Rogers,San Diego Padres,593,576,17,Later,2.9451858789480823,Y
Darrin Gresham,St. Louis Cardinals,594,502,92,Later,3.766299746576628,Y
Joe Dixon,Boston Red Sox,595,626,-31,,0.0,N
Mike Hagen,Oakland Athletics,596,640,-44,,0.0,N
Eric Rutledge,Los Angeles Dodgers,597,426,171,Later,4.073747238406726,Y
Bob Derrick,Los Angeles Angels,598,718,-120,,0.0,N
Emanuel Aguilar,New York Mets,599,599,0,Later,1.5,Y
Phil Casey,Atlanta Braves,600,521,79,Later,3.6910133173369406,Y
Joe Faria,Minnesota Twins,601,541,60,Later,3.5554369320866557,Y
Ricky Richardson,Chicago White Sox,602,367,235,Later,4.231915902512805,Y
Mike Quinn,Seattle Mariners,603,272,331,Later,4.402567484458244,Y
Christian Velez,Milwaukee Brewers,604,562,42,Later,3.380600057846781,Y
Joey Heintz,Pittsburgh Pirates,605,610,-5,Managed Risk,1.5645241345053704,Y
Shane Bellard,Houston Astros,606,858,-252,,0.0,N
Chris Upton,Chicago Cubs,607,531,76,Later,3.671902710926842,Y
Ben Demko,Toronto Blue Jays,608,547,61,Later,3.563567192522546,Y
Steve Crowe,Philadelphia Phillies,609,701,-92,,0.0,N
Jon Bering,Arizona Diamondbacks,610,500,110,Later,3.854765100656167,Y
Rod McCown,New York Yankees,611,445,166,Later,4.058996906208378,Y
Angel Cronin,Colorado Rockies,612,477,135,Later,3.956327442868026,Y
Kevin Huskey,Detroit Tigers,613,658,-45,,0.0,N
Gorane Benitez,Cincinnati Reds,615,623,-8,Managed Risk,1.5338735539822874,Y
Dylan George,Cleveland Guardians,616,509,107,Later,3.84106561356211,Y
Chris Wood,Miami Marlins,617,419,198,Later,4.146652412362246,Y
Mario Pena,Montreal Expos,618,511,107,Later,3.84106561356211,Y
Jeremy Holsen,San Francisco Giants,619,806,-187,,0.0,N
Mike Parsons,New Orleans Voodoo,620,583,37,Later,3.318793079863193,Y
Joe Aguilar,Texas Rangers,621,582,39,Later,3.344439727056968,Y
Dan Whitten,Baltimore Orioles,622,682,-60,,0.0,N
Chris Colaw,San Diego Padres,623,522,101,Later,3.8124864066421353,Y
Jeff Gardner,St. Louis Cardinals,624,476,148,Later,4.001973152972729,Y
Mike Meier,Boston Red Sox,625,846,-221,,0.0,N
Mike Campbell,Oakland Athletics,626,387,239,Later,4.240319461670996,Y
Josh Barnes,Los Angeles Dodgers,627,587,40,Later,3.356786033352154,Y
Chris McCollum,Los Angeles Angels,628,802,-174,,0.0,N
Nate Pullman,New York Mets,629,533,96,Later,3.7873554892516914,Y
Dave Kiraly,Atlanta Braves,630,648,-18,Managed Risk,1.391237339365384,Y
Chad Mitchell,Minnesota Twins,631,614,17,Later,2.9451858789480823,Y
Jamie Carbajal,Chicago White Sox,632,754,-122,,0.0,N
Bob Cordova,Seattle Mariners,633,382,251,Later,4.264714543755712,Y
Pat Walker,Milwaukee Brewers,634,414,220,Later,4.199081350758876,Y
Jimmy Caniglia,Pittsburgh Pirates,635,721,-86,,0.0,N
Mike Duttlinger,Houston Astros,636,769,-133,,0.0,N
Ed Trainor,Chicago Cubs,637,588,49,Later,3.456011502714073,Y
Jeff Terrill,Toronto Blue Jays,638,357,281,Later,4.320953535469057,Y
Ken Comfort,Philadelphia Phillies,639,668,-29,Managed Risk,0.9232867951399863,Y
Mike Foutz,Arizona Diamondbacks,640,361,279,Later,4.317394801584625,Y
Mike Andrews,New York Yankees,641,764,-123,,0.0,N
Josh Albee,Colorado Rockies,642,656,-14,Managed Risk,1.458303336014054,Y
Andy Molck,Detroit Tigers,643,413,230,Later,4.221208855260897,Y
Marten Sadler,Cincinnati Reds,645,685,-40,,0.0,N
T.J. Kalmbach,Cleveland Guardians,646,592,54,Later,3.5036665926162356,Y
Jim Gallagher,Miami Marlins,647,808,-161,,0.0,N
Tommy Delaney,Montreal Expos,648,571,77,Later,3.678354413344796,Y
Jeff Kastner,San Francisco Giants,649,390,259,Later,4.280340815507763,Y
Geoff Ralph,New Orleans Voodoo,650,844,-194,,0.0,N
Chris Watts,Texas Rangers,651,778,-127,,0.0,N
Dave Manning,Baltimore Orioles,652,490,162,Later,4.046875100403382,Y
Mike Hoke,San Diego Padres,653,605,48,Later,3.4459101490553135,Y
Jon Tiritilli,St. Louis Cardinals,654,604,50,Later,3.465912816362163,Y
Mike Sigala,Boston Red Sox,655,637,18,Later,2.97221948958322,Y
Eric Mabry,Oakland Athletics,656,365,291,Later,4.338376901134141,Y
Caleb Schneiderman,Los Angeles Dodgers,657,438,219,Later,4.196813773176181,Y
Eric Sligar,Los Angeles Angels,658,839,-181,,0.0,N
Ricky Woodruff,New York Mets,659,570,89,Later,3.7499048351651325,Y
Willie Quintino,Atlanta Braves,660,692,-32,,0.0,N
Kevin Morgan,Minnesota Twins,661,653,8,Later,2.59861228866811,Y
Hector Mata,Chicago White Sox,662,586,76,Later,3.671902710926842,Y
Chris Blair,Seattle Mariners,663,617,46,Later,3.425073800855029,Y
Jeff Connor,Milwaukee Brewers,664,618,46,Later,3.425073800855029,Y
Josh Hogan,Pittsburgh Pirates,665,553,112,Later,3.8636939093561704,Y
Danny French,Houston Astros,666,551,115,Later,3.8767950955531822,Y
Dan Evelsizer,Chicago Cubs,667,690,-23,Managed Risk,1.269860385419959,Y
Jimmy Willis,Toronto Blue Jays,668,378,290,Later,4.336661633585747,Y
Josh Anderson,Philadelphia Phillies,669,629,40,Later,3.356786033352154,Y
Willie Apodaca,Arizona Diamondbacks,670,564,106,Later,3.836414417230953,Y
Jonathan Daniels,New York Yankees,671,796,-125,,0.0,N
Alex Fraijo,Colorado Rockies,672,635,37,Later,3.318793079863193,Y
Jonathon Sherman,Detroit Tigers,673,554,119,Later,3.893745871391023,Y
Jim Downing,Cincinnati Reds,675,504,171,Later,4.073747238406726,Y
Dan Mackie,Cleveland Guardians,676,544,132,Later,3.945174564110877,Y
Bobby Condino,Miami Marlins,677,616,61,Later,3.563567192522546,Y
Chris Halford,Montreal Expos,678,463,215,Later,4.187639203842083,Y
Robby James,San Francisco Giants,679,888,-209,,0.0,N
Chris Rosenstein,New Orleans Voodoo,680,849,-169,,0.0,N
Nate Bruce,Texas Rangers,681,573,108,Later,3.8456739411145717,Y
Andy McGinnis,Baltimore Orioles,682,633,49,Later,3.456011502714073,Y
Dan Bardwell,San Diego Padres,683,602,81,Later,3.7033596236321267,Y
Jimmy Leopard,St. Louis Cardinals,684,735,-51,,0.0,N
Melvin Lazaro,Boston Red Sox,685,430,255,Later,4.272588722239782,Y
Steve Haapanen,Oakland Athletics,686,519,167,Later,4.061981989701629,Y
Ron Kowaleski,Los Angeles Dodgers,687,434,253,Later,4.268667133509268,Y
Steve Lusk,Los Angeles Angels,688,739,-51,,0.0,N
Steve Thomson,New York Mets,689,611,78,Later,3.6847239262335107,Y
Mike Taylor,Atlanta Braves,690,670,20,Later,3.0222612188617113,Y
Greg Houston,Minnesota Twins,691,497,194,Later,4.136499779281873,Y
Josiah Cox,Chicago White Sox,692,442,250,Later,4.262726469565892,Y
Jeff Tower,Seattle Mariners,693,766,-73,,0.0,N
Juan Garza,Milwaukee Brewers,694,702,-8,Managed Risk,1.5338735539822874,Y
David Roberts,Pittsburgh Pirates,695,761,-66,,0.0,N
Mike Gulliford,Houston Astros,696,535,161,Later,4.043798167616192,Y
Bobby Robbins,Chicago Cubs,697,752,-55,,0.0,N
Jayden Washington,Toronto Blue Jays,698,484,214,Later,4.185319014063831,Y
Ted Shook,Philadelphia Phillies,699,707,-8,Managed Risk,1.5338735539822874,Y
Ben Phillips,Arizona Diamondbacks,700,688,12,Later,2.782474678730768,Y
Daniel Briones,New York Yankees,701,694,7,Later,2.539720770839918,Y
Josh Gordy,Colorado Rockies,702,350,352,Later,4.433234028466648,Y
Sam Henderson,Detroit Tigers,703,907,-204,,0.0,N
Dusty Thorngren,Cincinnati Reds,705,756,-51,,0.0,N
Jim Shackelford,Cleveland Guardians,706,747,-41,,0.0,N
Greg Parsons,Miami Marlins,707,657,50,Later,3.465912816362163,Y
Jeff Hill,Montreal Expos,708,651,57,Later,3.5302215052732095,Y
Dario Flores,San Francisco Giants,709,772,-63,,0.0,N
Joe Ferrell,New Orleans Voodoo,710,704,6,Later,2.4729550745276567,Y
Alan Williams,Texas Rangers,711,790,-79,,0.0,N
Josh Silverstein,Baltimore Orioles,712,697,15,Later,2.886294361119891,Y
Josh Miller,San Diego Padres,713,631,82,Later,3.709420303898299,Y
Mario Stalans,St. Louis Cardinals,714,927,-213,,0.0,N
Bob White,Boston Red Sox,715,706,9,Later,2.651292546497023,Y
Mike Waggoner,Oakland Athletics,716,832,-116,,0.0,N
Eric Singleton,Los Angeles Dodgers,717,503,214,Later,4.185319014063831,Y
Joe Stoffel,Los Angeles Angels,718,672,46,Later,3.425073800855029,Y
Jim Goodin,New York Mets,719,783,-64,,0.0,N
Mitch Smith,Atlanta Braves,720,859,-139,,0.0,N
Hank Staitie,Minnesota Twins,721,821,-100,,0.0,N
Jonathan Zint,Chicago White Sox,722,837,-115,,0.0,N
Josh Wilkins,Seattle Mariners,723,801,-78,,0.0,N
Joe Stowers,Milwaukee Brewers,724,638,86,Later,3.732954059327292,Y
Mike Alexander,Pittsburgh Pirates,725,768,-43,,0.0,N
Tim Harned,Houston Astros,726,696,30,Later,3.216993602242573,Y
Mario Banuelos,Chicago Cubs,727,691,36,Later,3.305458956322112,Y
Mike Jardine,Toronto Blue Jays,728,759,-31,,0.0,N
Jon Young,Philadelphia Phillies,729,847,-118,,0.0,N
Eric Sullivan,Arizona Diamondbacks,730,700,30,Later,3.216993602242573,Y
Steve Hillard,New York Yankees,731,417,314,Later,4.3762863194128165,Y
Javon Bailey,Colorado Rockies,732,813,-81,,0.0,N
Steve Mendez,Detroit Tigers,733,722,11,Later,2.742453324894,Y
Jake Rinehart,Cincinnati Reds,735,730,5,Later,2.3958797346140273,Y
Alex Pease,Cleveland Guardians,736,654,82,Later,3.709420303898299,Y
Jeff Hind,Miami Marlins,737,634,103,Later,3.8221954495706862,Y
Bobby Sitton,Montreal Expos,738,677,61,Later,3.563567192522546,Y
Juan Fuerte,San Francisco Giants,739,569,170,Later,4.07083177825133,Y
Branden LaPour,New Orleans Voodoo,740,669,71,Later,3.6383330595080277,Y
Gabe Dreblow,Texas Rangers,741,607,134,Later,3.952637389219215,Y
Danny Oropeza,Baltimore Orioles,742,773,-31,,0.0,N
Billy Espinosa,San Diego Padres,743,770,-27,Managed Risk,1.0965735902799727,Y
Alex Portillo,St. Louis Cardinals,744,812,-68,,0.0,N
Tim Wehn,Boston Red Sox,745,767,-22,Managed Risk,1.299306144334055,Y
Steve Davis,Oakland Athletics,746,703,43,Later,3.3920948169591307,Y
Frank Sibert,Los Angeles Dodgers,747,600,147,Later,3.9986061368820573,Y
Bobby Willis,Los Angeles Angels,748,791,-43,,0.0,N
Jeff Gilliam,New York Mets,749,725,24,Later,3.1094379124341005,Y
Bobby Howard,Atlanta Braves,750,589,161,Later,4.043798167616192,Y
Chaz Jackson,Minnesota Twins,751,850,-99,,0.0,N
Ricky Gutierrez,Chicago White Sox,752,368,384,Later,4.476621667143892,Y
Danny Head,Seattle Mariners,753,591,162,Later,4.046875100403382,Y
Clint Carlile,Milwaukee Brewers,754,811,-57,,0.0,N
Ed Lopez,Pittsburgh Pirates,755,698,57,Later,3.5302215052732095,Y
Josh Hess,Houston Astros,756,870,-114,,0.0,N
Dave Rivas,Chicago Cubs,757,898,-141,,0.0,N
Tyler Elam,Toronto Blue Jays,758,711,47,Later,3.4356005054539454,Y
Tim Bright,Philadelphia Phillies,759,556,203,Later,4.1590599969221085,Y
Tony Jagow,Arizona Diamondbacks,760,836,-76,,0.0,N
Craig Mullins,New York Yankees,761,857,-96,,0.0,N
