ID,Name,Pos,Age,Team,Org,League_Level,VOS_Score,Batting_Score,Defense_Score,Baserunning_Score,Pitching_Ability_Score,Pitching_Arsenal_Score,Development_Adj,Age_Adj,Personality_Adj,Park_Name,Park_Applied,C_Score,1B_Score,2B_Score,3B_Score,SS_Score,LF_Score,CF_Score,RF_Score,DH_Score,Ideal_Position,Ideal_Value
122495,Joshua Jablonski,SP,30.0,,,,38.49,,,,44.44,43.05,0.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,44.16
122500,Brendan Bond,RP,30.0,Sacramento River Cats,Fresno Falcons,AAA,40.85,,,,49.49,46.55,1.02,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,48.9
122505,Sylvain Parent,LF,31.0,Victoria HarbourCats,Milwaukee Brewers,AAA,42.1,50.09,49.75,51.15,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,50.14,,,50.09,LF,50.14
122508,Rodney Burgess,SP,30.0,Evansville Triplets,Chicago White Sox,AAA,39.66,,,,49.49,52.5,1.02,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,47.59
122510,Derrick Biegert,RF,34.0,,,,48.13,48.99,51.39,53.02,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,48.89,46.88,47.9,,50.8,,51.5,48.99,RF,51.5
122511,Avan Scott,C,31.0,Sacramento River Cats,Fresno Falcons,AAA,40.57,48.62,46.38,34.14,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,47.29,47.53,,,,,,,48.62,DH,48.62
122519,Christian Duran,RP,30.0,,,,32.58,,,,41.65,59.6,0.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,32.74
122522,Nicholas Holloway,RP,30.0,,,,32.77,,,,48.97,39.73,1.12,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,32.12
122527,Blair Roy,SP,33.0,,,,37.14,,,,46.72,44.42,0.98,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,41.26
122538,Pat Ingram,C,30.0,Albuquerque Isotopes,Colorado Rockies,AAA,45.49,45.84,56.75,33.25,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,52.85,,,,,,,,45.84,C,52.85
122539,Alex Stanley,RP,30.0,Memphis Blues,Memphis Blues,ML,32.09,,,,49.72,39.9,0.92,-2.4,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,32.76
122566,Gunnar Thomson,SP,31.0,,,,39.47,,,,48.49,40.28,1.04,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,44.34
122571,Montague Farnham,SP,30.0,,,,38.12,,,,44.44,40.55,0.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,43.66
122575,Willard McKeon,CF,31.0,Chicago Cubs,Chicago Cubs,ML,57.8,51.55,57.14,73.27,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,49.05,,,55.3,60.77,55.18,51.55,CF,60.77
122577,Seth McGill,2B,30.0,,,,54.48,46.5,61.71,72.22,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,49.84,55.14,53.04,,,,,46.5,2B,55.14
122586,Merandy Rojas,C,30.0,Chicago Cubs,Chicago Cubs,ML,52.51,47.6,48.12,24.35,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,56.87,45.68,,,,,,44.41,47.6,C,56.87
122588,Josh Schramm,RP,30.0,Baltimore Orioles,Baltimore Orioles,ML,34.55,,,,51.49,39.0,0.98,-2.4,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,38.99
122589,Dylan Stein,RP,30.0,San Francisco Giants,San Francisco Giants,ML,43.33,,,,51.77,46.1,0.98,-2.4,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,50.63
122593,Chase Powell,SP,30.0,Vancouver Cascades,Vancouver Cascades,ML,43.89,,,,49.21,58.4,1.02,-2.4,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,51.05
122596,A.J. Haase,3B,30.0,Gwinnett Stripers,Atlanta Braves,AAA,49.02,50.6,49.68,70.22,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,51.72,53.64,54.99,,50.31,,,50.6,3B,54.99
122599,Scott Paulson,C,33.0,,,,55.11,48.12,47.66,20.48,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,55.58,46.53,,,,,,43.57,48.12,C,55.58
122601,Tony Meinershagen,LF,30.0,Sacramento River Cats,Fresno Falcons,AAA,44.58,50.75,46.71,58.73,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,50.08,46.78,,,51.69,,52.19,50.75,RF,52.19
122602,Jacob Musso,SP,33.0,Baltimore Orioles,Baltimore Orioles,ML,40.82,,,,49.49,46.4,1.02,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,48.87
122603,Kyle Sessions,2B,30.0,Arizona Diamondbacks,Arizona Diamondbacks,ML,53.45,50.55,54.23,70.02,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,51.67,55.96,54.96,57.45,,,51.5,50.55,SS,57.45
122607,Michael Huttner,1B,30.0,,,,51.8,50.83,51.79,50.72,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,51.24,53.46,52.09,,49.46,,,50.83,2B,53.46
122609,Warlock Lee,C,30.0,,,,49.86,45.41,47.8,27.08,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,52.43,,,,,,,42.59,45.41,C,52.43
122612,Sireno Estevez,2B,31.0,,,,51.23,44.22,56.42,70.2,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,47.2,52.44,53.14,,,,47.2,44.22,3B,53.14
122616,Robby Wilson,SP,31.0,Rochester Norsemen,Minnesota Twins,AAA,39.82,,,,48.49,49.3,0.15,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,48.65
122621,Donald Umphenour,RP,29.0,Newark Bears,New York Mets,AAA,34.17,,,,46.44,45.25,1.04,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,38.7
122626,Dirk Kramer,RP,28.0,,,,35.62,,,,45.95,46.43,1.15,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,38.55
122629,Marco Rota,1B,29.0,,,,41.65,46.65,0.0,31.08,,,1.06,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,46.65,DH,46.65
122633,Matt Valentine,RP,29.0,Colorado Rockies,Colorado Rockies,ML,36.37,,,,51.25,38.15,1.08,-1.2,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,41.13
122639,Lawrence Ferell,RP,29.0,Miami Marlins,Miami Marlins,ML,33.44,,,,50.49,36.65,1.0,-1.2,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,35.22
122642,Troy Skinner,3B,29.0,Evansville Triplets,Chicago White Sox,AAA,52.81,48.04,61.63,57.91,,,1.06,-3.0,-3.5,Las Vegas Knights Ballpark,True,,50.63,56.98,55.34,,49.12,,,48.04,2B,56.98
122644,Alec Tart,SS,29.0,California Angels,California Angels,ML,58.45,53.37,62.33,45.62,,,1.0,-2.4,-3.5,Las Vegas Knights Ballpark,True,,53.94,57.84,60.78,60.23,,,51.61,53.37,3B,60.78
122645,Cristian Harden,1B,30.0,,,,47.31,50.03,46.89,63.29,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,50.69,48.04,49.38,,,,51.02,50.03,RF,51.02
122646,Paul Maskorzewski,2B,29.0,Los Angeles Dodgers,Los Angeles Dodgers,ML,55.95,49.49,56.52,60.07,,,1.06,-2.4,-3.5,Las Vegas Knights Ballpark,True,,50.27,56.18,54.61,58.55,50.47,,51.16,49.49,SS,58.55
122649,Jerry Kelly,SP,30.0,,,,42.4,,,,47.72,46.4,0.96,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,47.46
122650,Charlie Bunker,1B,28.0,,,,44.58,46.65,47.9,42.32,,,1.06,0.0,-3.5,Las Vegas Knights Ballpark,True,,46.57,45.11,49.13,,,,46.24,46.65,3B,49.13
122652,Mel Graffanino,SP,30.0,,,,44.5,,,,48.23,52.93,0.96,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,49.17
122655,Kyle Abdo,SP,30.0,,,,35.97,,,,47.69,43.15,1.04,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,39.28
122657,Eddie Plante,LF,30.0,,,,45.92,48.54,52.67,55.45,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,49.56,,50.14,48.54,RF,50.14
122658,Oscar Garsia,RF,30.0,,,,54.96,47.75,59.7,50.31,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,49.61,55.47,50.02,47.75,CF,55.47
122661,Dilan Lee,RP,29.0,St. Louis Cardinals,St. Louis Cardinals,ML,47.98,,,,57.28,54.8,1.83,-1.2,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,51.79
122662,Jacob Samuels,RF,30.0,Gwinnett Stripers,Atlanta Braves,AAA,41.71,48.69,54.05,49.17,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,49.31,,49.78,48.69,RF,49.78
122663,Zach Small,RP,30.0,Memphis Blues,Memphis Blues,ML,41.29,,,,48.72,49.23,0.94,-2.4,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,48.82
122664,Camden Lightfoot,SP,29.0,New Orleans Baby Cakes,Miami Marlins,AAA,39.74,,,,47.21,49.38,1.06,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,47.64
122668,Francis Chairez,SP,29.0,San Francisco Giants,San Francisco Giants,ML,56.53,,,,58.1,51.85,2.02,-1.2,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,56.85
122670,Jack Koster,SP,29.0,Cleveland Indians,Cleveland Indians,ML,47.1,,,,52.51,49.2,1.25,-1.2,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,51.85
122671,Elijah McKee,1B,29.0,Columbus Clippers,Cleveland Indians,AAA,48.24,54.28,51.43,56.48,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,54.56,,,,,,53.39,54.28,1B,54.56
122672,Woody Felan,RP,29.0,London Royals,London Royals,ML,33.95,,,,49.72,58.45,0.98,-1.2,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,36.47
122673,Chris Archer,2B,29.0,,,,53.67,43.37,60.06,62.46,,,0.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,46.99,53.21,50.99,55.59,46.89,52.89,,43.37,SS,55.59
122675,Ryan Gordon,SP,29.0,Wilkes-Barre Barons,Philadelphia Phillies,AAA,39.08,,,,45.95,51.27,0.9,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,47.02
122677,Noah Tsuji,RP,29.0,,,,36.39,,,,46.44,52.1,0.98,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,40.07
122683,Abel Lagunas,SS,29.0,Detroit Tigers,Detroit Tigers,ML,63.38,48.69,69.97,54.81,,,1.0,-2.4,-3.5,Las Vegas Knights Ballpark,True,,51.83,62.41,59.82,66.98,50.25,,50.87,48.69,SS,66.98
122685,Carter Hicks,SP,30.0,,,,41.05,,,,45.44,48.85,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,46.12
122686,Jeff Mazzei,SP,30.0,,,,40.03,,,,47.72,46.97,0.96,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,45.07
122687,Tam Warren,SP,29.0,Albuquerque Isotopes,Colorado Rockies,AAA,39.19,,,,48.97,51.25,1.12,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,46.93
122692,Derrick Kidd,1B,29.0,Durham Bulls,Tampa Bay Rays,AAA,41.2,49.21,42.0,33.25,,,1.06,-3.0,-3.5,Las Vegas Knights Ballpark,True,,47.69,,,,,,,49.21,DH,49.21
122696,Kenneth Gilbert,1B,29.0,,,,41.74,46.8,43.91,27.65,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,45.07,42.7,,,44.87,,45.07,46.8,DH,46.8
122697,Ed Stearns,RF,30.0,,,,52.72,47.75,57.1,68.2,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,51.01,54.0,51.58,47.75,CF,54.0
122698,Oliver Willoughby,SS,30.0,,,,57.43,40.07,64.83,70.77,,,0.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,44.2,54.59,54.03,58.44,46.15,,46.73,40.07,SS,58.44
122708,Joshua Bonner,SP,29.0,Milwaukee Brewers,Milwaukee Brewers,ML,38.71,,,,50.0,48.65,0.92,-1.2,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,44.73
122710,Bryan Shelby,SP,29.0,,,,42.81,,,,47.72,48.2,0.96,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,47.82
122713,Scott Saarela,SP,29.0,,,,37.0,,,,45.44,48.42,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,41.04
122715,Dylan Honda,RP,29.0,,,,33.58,,,,45.44,45.1,0.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,35.37
122717,Aaron Flores,CL,29.0,Evansville Triplets,Chicago White Sox,AAA,32.73,36.16,0.0,24.35,,,0.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,36.16,DH,36.16
122722,Sawyer Cox,1B,29.0,,,,52.33,53.76,46.64,29.7,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,51.59,,49.54,,,53.76,DH,53.76
122728,Cody Provost,2B,30.0,Tacoma Rainiers,Seattle Mariners,AAA,45.41,52.79,49.73,51.7,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,52.26,52.08,,,,,,52.79,DH,52.79
122731,Wenceslas Petit,1B,29.0,,,,54.01,50.46,52.05,58.5,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,50.31,49.67,,,52.11,54.81,52.04,50.46,CF,54.81
122732,Ernst Abbey,C,30.0,Wilkes-Barre Barons,Philadelphia Phillies,AAA,51.64,40.22,48.25,29.24,,,0.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,57.37,39.75,,,,,,38.82,40.22,C,57.37
122738,Yordan Cuellar,SP,29.0,Oakland Athletics,Oakland Athletics,ML,38.52,,,,50.49,57.25,1.06,-1.2,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,44.34
122739,Eradil Musaev,LF,28.0,,,,55.85,47.45,57.2,67.13,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,48.59,,,,51.35,56.13,51.32,47.45,CF,56.13
122740,Ken Gachupin,RP,28.0,Tacoma Rainiers,Seattle Mariners,AAA,32.02,,,,47.72,41.67,1.06,-1.5,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,31.51
122754,Jake Dan,1B,29.0,Arizona Diamondbacks,Arizona Diamondbacks,ML,53.72,56.02,0.0,31.52,,,2.0,-2.4,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,56.02,DH,56.02
122757,Nevada Amaya,LF,29.0,Albuquerque Isotopes,Colorado Rockies,AAA,43.06,47.87,53.8,69.63,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,50.89,,50.98,47.87,RF,50.98
122759,Mariano Wescott,SP,30.0,Rochester Norsemen,Minnesota Twins,AAA,36.74,,,,43.67,48.4,0.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,44.62
122760,Dorian Noll,1B,28.0,,,,40.24,45.26,40.05,22.48,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,42.2,,,45.26,DH,45.26
122762,Rebel Wolenski,RP,29.0,,,,33.03,,,,47.72,36.65,0.96,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,33.01
122764,Ulysses Hodges,C,30.0,,,,45.78,45.56,52.25,41.57,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,50.04,,,,,,,,45.56,C,50.04
122767,Josh Gallick,SP,29.0,Detroit Tigers,Detroit Tigers,ML,47.6,,,,52.77,51.13,0.96,-1.2,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,52.44
122768,Eli Fowler,3B,29.0,,,,55.57,44.89,61.54,44.11,,,1.06,0.0,-3.5,Las Vegas Knights Ballpark,True,,46.26,53.18,54.66,55.86,,,46.36,44.89,SS,55.86
122774,Brent Hanson,LF,29.0,,,,56.26,48.97,53.77,69.17,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,49.38,,,,52.19,56.45,52.08,48.97,CF,56.45
122778,Connor Cristobel,RP,29.0,Indianapolis Ignition,Indianapolis Ignition,ML,32.4,,,,48.44,43.23,1.0,-1.2,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,32.4
122779,Jim Fitz,SP,28.0,Albuquerque Isotopes,Colorado Rockies,AAA,39.11,,,,47.23,50.6,1.04,-1.5,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,45.41
122783,Myles Davidovich,RP,29.0,Columbus Clippers,Cleveland Indians,AAA,33.51,,,,47.21,46.25,1.19,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,37.02
122789,Simon Hansen,C,29.0,,,,45.1,48.69,51.25,30.54,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,49.58,,,,,,,,48.69,C,49.58
122790,Ian Cisneros,3B,28.0,,,,41.85,44.89,46.19,59.21,,,1.06,0.0,-3.5,Las Vegas Knights Ballpark,True,,45.71,,46.84,,,,46.32,44.89,3B,46.84
122791,Curt Brown,SP,29.0,London Royals,London Royals,ML,42.22,,,,47.72,51.55,0.96,-1.2,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,48.49
122792,Jimmy Carter,1B,29.0,,,,46.64,50.61,45.48,48.64,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,49.85,48.76,,,,,,50.61,DH,50.61
122797,Brayden Faulkner,RP,29.0,Milwaukee Brewers,Milwaukee Brewers,ML,32.25,,,,44.7,56.9,0.83,-1.2,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,32.14
122801,Tony Solis,SS,30.0,,,,52.85,44.32,61.34,43.83,,,0.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,46.36,52.12,53.69,55.07,,,45.48,44.32,SS,55.07
122802,Tyler Bethea,2B,29.0,Louisville Bats,Cincinnati Reds,AAA,51.22,45.26,56.64,53.12,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,46.73,53.25,52.6,56.14,46.35,,47.13,45.26,SS,56.14
122803,Vernon Kent,RF,29.0,,,,57.08,45.43,62.4,64.08,,,0.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,47.62,,50.75,,50.55,58.14,50.71,45.43,CF,58.14
122805,Maikel Morales,1B,29.0,,,,49.03,52.0,48.85,22.98,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,50.15,,50.83,,,,48.18,52.0,DH,52.0
122814,Jacob Suárez,LF,29.0,New Orleans Baby Cakes,Miami Marlins,AAA,39.91,47.9,37.3,54.09,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,46.93,,,47.9,DH,47.9
122818,Uriel Jordan,SS,29.0,,,,45.76,48.27,48.88,30.65,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,47.36,,50.03,,46.13,,46.41,48.27,3B,50.03
122822,Ray Goodwin,RP,28.0,,,,34.99,,,,47.44,60.05,1.02,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,37.46
122823,Mike Edgcomb,RP,28.0,Arizona Diamondbacks,Arizona Diamondbacks,ML,36.87,,,,50.49,51.9,1.06,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,40.77
122825,Alan Louderback,RP,29.0,Syracuse Chiefs,Pittsburgh Pirates,AAA,39.77,,,,47.21,49.55,1.06,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,47.67
122826,Tony Pimental,SP,29.0,,,,39.6,,,,50.49,58.25,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,44.54
122828,Newton Veatch,3B,29.0,,,,53.28,47.75,57.63,29.38,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,48.85,52.43,53.32,54.34,45.06,,46.17,47.75,SS,54.34
122829,Paulo Keith,RF,29.0,,,,44.5,47.45,54.72,51.39,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,48.74,,49.13,47.45,RF,49.13
122832,Lee Barnes,SP,29.0,,,,42.56,,,,47.21,48.62,1.06,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,47.49
122836,Wally Byron,SP,29.0,,,,39.14,,,,47.72,54.27,0.96,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,44.03
122843,Kaden Kott,RP,30.0,Boston Red Sox,Boston Red Sox,ML,32.55,,,,48.23,40.0,0.96,-2.4,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,34.09
122844,Alexis Salazar,RF,29.0,,,,47.85,45.41,49.77,45.32,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,45.07,44.17,45.96,,46.7,51.34,47.39,45.41,CF,51.34
122845,Jacob Pippin,LF,30.0,Gwinnett Stripers,Atlanta Braves,AAA,42.15,50.18,45.97,29.18,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,47.29,,47.61,50.18,DH,50.18
122847,David Limon,RF,29.0,Durham Bulls,Tampa Bay Rays,AAA,54.18,49.79,55.52,71.02,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,49.77,,,,53.47,57.93,53.77,49.79,CF,57.93
122854,Rob Jarvis,RF,29.0,,,,49.77,48.34,53.86,48.66,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,48.26,,49.24,52.39,49.92,48.34,CF,52.39
122856,Jacob Wright,SP,29.0,Rochester Norsemen,Minnesota Twins,AAA,38.68,,,,45.44,50.3,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,46.41
122866,Leo Leija,SP,29.0,Fresno Falcons,Fresno Falcons,ML,40.73,,,,51.25,54.52,1.08,-1.2,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,46.91
122867,Henry Lane,LF,29.0,Los Angeles Dodgers,Los Angeles Dodgers,ML,56.72,56.52,56.03,75.57,,,2.0,-2.4,-3.5,Las Vegas Knights Ballpark,True,,,,,,58.23,58.23,58.23,56.52,RF,58.23
122868,Ryker Moore,3B,29.0,,,,45.63,47.08,46.83,45.56,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,47.19,44.82,49.94,,,,46.21,47.08,3B,49.94
122869,Mahammad Qasimov,2B,30.0,Ottawa Oddballs,Montreal Expos,AAA,40.63,48.69,52.11,34.2,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,48.4,48.38,,,,,,48.69,DH,48.69
122871,Gabe Diniz,CF,29.0,Evansville Triplets,Chicago White Sox,AAA,60.9,46.5,60.68,76.57,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,48.16,51.86,,,52.91,64.07,52.04,46.5,CF,64.07
122878,Norse Jones,RP,30.0,Toronto Blue Jays,Toronto Blue Jays,ML,32.92,,,,48.95,55.4,0.83,-2.4,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,35.24
122879,Horace Castro,SP,28.0,Albuquerque Isotopes,Colorado Rockies,AAA,42.87,,,,50.77,43.25,1.06,-1.5,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,49.27
122882,Avram Park,2B,29.0,,,,53.72,42.16,58.39,49.83,,,0.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,44.63,52.31,50.66,55.63,,,42.96,42.16,SS,55.63
122884,Fuégo Sablo,RF,29.0,Inland Empire 66ers,Los Angeles Dodgers,AAA,58.7,48.17,62.97,71.68,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,53.05,61.63,51.81,48.17,CF,61.63
122888,Vic Berg,RP,29.0,Fresno Falcons,Fresno Falcons,ML,31.81,,,,45.44,33.42,1.06,-1.2,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,30.54
122889,C.J. Clark,2B,29.0,Indianapolis Ignition,Indianapolis Ignition,ML,54.8,46.78,59.99,67.97,,,1.0,-2.4,-3.5,Las Vegas Knights Ballpark,True,,49.06,55.63,52.74,57.76,,,,46.78,SS,57.76
122890,Perry Alford,3B,29.0,,,,54.25,49.51,57.19,44.93,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,50.83,51.17,54.98,,,,48.73,49.51,3B,54.98
122891,Roddy Tran,C,29.0,,,,48.54,42.48,48.59,54.72,,,0.0,0.0,-3.5,Las Vegas Knights Ballpark,True,52.73,,,,,,,43.47,42.48,C,52.73
122892,Alexander Soprano,3B,29.0,Los Angeles Dodgers,Los Angeles Dodgers,ML,52.26,47.87,58.94,43.5,,,1.0,-2.4,-3.5,Las Vegas Knights Ballpark,True,,49.07,53.35,56.12,55.81,47.76,,48.07,47.87,3B,56.12
122894,Antwon Harris,SP,29.0,,,,38.54,,,,42.16,52.5,0.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,44.22
122895,Louis Green,2B,29.0,Houston Astros,Houston Astros,ML,50.36,46.5,53.76,72.02,,,1.0,-2.4,-3.5,Las Vegas Knights Ballpark,True,,48.03,53.21,,55.08,,,,46.5,SS,55.08
122896,Pierce Kose,SP,29.0,Maine Grizzlies,Houston Astros,AAA,39.75,,,,45.95,54.75,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,47.71
122898,V.J. Lumpkin,RP,29.0,Arizona Diamondbacks,Arizona Diamondbacks,ML,33.36,,,,47.95,46.52,0.85,-1.2,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,35.17
122901,Cayden Mader,3B,30.0,,,,46.27,46.65,46.79,67.13,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,47.81,47.59,50.37,,,,48.06,46.65,3B,50.37
122906,Connor Stout,SP,29.0,Los Angeles Dodgers,Los Angeles Dodgers,ML,42.83,,,,54.05,49.05,1.94,-1.2,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,48.05
122908,Jontavius Merson,SP,29.0,,,,38.73,,,,44.44,44.6,0.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,44.47
122909,Alex Mocny,1B,29.0,,,,42.44,47.45,42.42,54.05,,,1.0,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,47.35,47.45,DH,47.45
122911,Chad Parent,RP,29.0,,,,32.79,,,,45.18,44.25,0.81,0.0,-3.5,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,32.5
122916,Austin Mohatt,1B,30.0,Albuquerque Isotopes,Colorado Rockies,AAA,42.79,49.49,43.83,72.47,,,1.0,-3.0,-3.5,Las Vegas Knights Ballpark,True,,50.19,50.76,,,,,50.26,49.49,2B,50.76
