ID,Name,Pos,Age,Team,Org,League_Level,VOS_Score,VOS_Potential,Batting_Score,Batting_Potential,Defense_Score,Baserunning_Score,Pitching_Ability_Score,Pitching_Ability_Potential,Pitching_Arsenal_Score,Development_Adj,Age_Adj,Personality_Adj,Park_Name,Park_Applied,C_Score,1B_Score,2B_Score,3B_Score,SS_Score,LF_Score,CF_Score,RF_Score,DH_Score,Ideal_Position,Ideal_Value
97342,Ramon Flores,SP,17.0,Oakland Athletics,Oakland Athletics,,32.82,47.77,,,,,23.75,47.0,55.98,-0.29,0.0,0.0,N/A,False,,,,,,,,,,SP,30.2
97343,Willie Olaiz,RF,31.0,Cienfuegos Elefantes,Cienfuegos Elefantes,INT,33.2,33.2,28.25,28.25,48.62,58.75,,,,0.0,0.0,-3.5,N/A,False,,,,,,34.3,,34.41,28.25,RF,34.41
97344,Rich Gallegos,SP,27.0,Mayabeque Huracanes,Mayabeque Huracanes,INT,33.75,33.75,,,,,32.5,32.5,38.83,0.0,0.0,1.0,N/A,False,,,,,,,,,,SP,31.27
97345,Jose Castro,SS,18.0,San Diego (DSL) Padres,San Diego Padres,R,45.02,56.0,23.0,44.0,47.6,41.25,,,,-0.44,3.0,2.5,N/A,False,,26.41,34.27,,,28.61,41.95,28.43,23.0,CF,41.95
97346,Tony Arellano,RP,31.0,Pinar del Rio Vegueros,Pinar del Rio Vegueros,INT,34.65,34.65,,,,,35.0,35.0,44.18,0.0,0.0,-3.0,N/A,False,,,,,,,,,,RP,37.29
97347,Frank Orduno,SP,31.0,Camaguey Ganaderos,Camaguey Ganaderos,INT,30.49,30.49,,,,,24.75,24.75,36.43,0.0,0.0,2.5,N/A,False,,,,,,,,,,SP,19.59
97350,Danny Valenzuela,CF,28.0,Sancti Spiritus Gallos,Sancti Spiritus Gallos,INT,35.29,35.8,28.5,29.75,56.0,26.5,,,,0.0,0.0,3.0,N/A,False,,,,,,32.27,,32.57,28.5,RF,32.57
97351,Juan Romo,SP,31.0,Las Tunas Lenadores,Las Tunas Lenadores,INT,30.38,30.38,,,,,23.0,23.0,41.15,0.0,0.0,0.0,N/A,False,,,,,,,,,,SP,21.63
97352,Moses Hulsman,2B,35.0,San Francisco Giants,San Francisco Giants,ML,51.98,50.12,50.5,50.5,53.4,38.75,,,,1.0,-3.0,2.0,N/A,False,,51.06,49.66,51.04,,49.14,,49.48,50.5,1B,51.06
97354,Alfredo Mendez,C,31.0,Artemisa Cazadores,Artemisa Cazadores,INT,40.99,40.99,30.25,30.25,43.0,20.0,,,,0.0,0.0,3.5,N/A,False,40.06,30.81,,,,,,,30.25,C,40.06
97355,Jerry Membreno,CF,31.0,Villa Clara Naranjas,Villa Clara Naranjas,INT,41.99,41.99,28.75,28.75,51.17,39.0,,,,0.0,0.0,0.0,N/A,False,,,,,,33.08,44.54,33.04,28.75,CF,44.54
97356,Ignacio Serpa,3B,28.0,Industriales Leones,Industriales Leones,INT,39.58,40.58,32.25,34.5,47.5,55.25,,,,0.0,0.0,-0.5,N/A,False,,34.98,39.84,42.51,,36.16,,37.21,32.25,3B,42.51
97357,Wilson Fuentes,RP,31.0,Matanzas Cocodrilos,Matanzas Cocodrilos,INT,32.28,32.28,,,,,29.0,29.0,36.4,0.0,0.0,-2.5,N/A,False,,,,,,,,,,RP,30.85
97358,Ruben San Roman,3B,26.0,Pinar del Rio Vegueros,Pinar del Rio Vegueros,INT,40.92,45.7,29.25,37.25,51.8,37.25,,,,0.0,0.0,0.0,N/A,False,,32.12,38.26,43.49,,32.34,,33.61,29.25,3B,43.49
97359,Cesar Vera,1B,26.0,Ciego de Avila Tigres,Ciego de Avila Tigres,INT,33.53,33.53,31.75,31.75,0.0,21.0,,,,0.0,0.0,0.0,N/A,False,,,,,,,,,31.75,DH,31.75
97360,Chris Amaya,RF,26.0,Holguin Sabuesos,Holguin Sabuesos,INT,34.97,35.45,31.75,33.0,48.5,29.0,,,,0.0,0.0,0.5,N/A,False,,,,,,33.54,,34.44,31.75,RF,34.44
97361,David Arias,RP,26.0,Mayabeque Huracanes,Mayabeque Huracanes,INT,38.56,39.95,,,,,38.25,40.5,38.29,0.0,0.0,2.5,N/A,False,,,,,,,,,,RP,38.26
97362,Jorge Cruces,RP,26.0,Cienfuegos Elefantes,Cienfuegos Elefantes,INT,36.35,37.41,,,,,31.25,33.5,50.12,0.0,0.0,1.5,N/A,False,,,,,,,,,,RP,35.97
97363,Alex Servin,RP,26.0,Holguin Sabuesos,Holguin Sabuesos,INT,36.23,37.29,,,,,31.25,33.5,47.38,0.0,0.0,2.0,N/A,False,,,,,,,,,,RP,35.28
97364,Willie Vasquez,LF,27.0,Ciego de Avila Tigres,Ciego de Avila Tigres,INT,30.75,31.36,23.0,26.0,41.75,36.25,,,,0.0,0.0,-4.0,N/A,False,,,,,,27.14,,,23.0,LF,27.14
97365,Rich Rodriguez,RP,26.0,Villa Clara Naranjas,Villa Clara Naranjas,INT,31.15,32.16,,,,,22.25,26.75,35.76,0.0,0.0,-1.0,N/A,False,,,,,,,,,,RP,25.63
97366,Angelo Mangual,SS,27.0,Villa Clara Naranjas,Villa Clara Naranjas,INT,35.96,37.89,22.75,29.5,46.8,26.25,,,,0.0,0.0,1.0,N/A,False,,25.25,35.81,35.41,,25.91,,26.44,22.75,2B,35.81
97367,Edgar Marrujo,LF,26.0,Pinar del Rio Vegueros,Pinar del Rio Vegueros,INT,49.24,50.56,34.25,36.5,53.5,51.5,,,,0.0,0.0,1.5,N/A,False,,,,,,38.75,48.11,,34.25,CF,48.11
97368,Danny Andrade,RP,27.0,Matanzas Cocodrilos,Matanzas Cocodrilos,INT,35.36,35.36,,,,,32.0,32.0,50.83,0.0,0.0,-1.0,N/A,False,,,,,,,,,,RP,36.71
97369,Marco Paz,RP,27.0,Camaguey Ganaderos,Camaguey Ganaderos,INT,39.76,40.26,,,,,39.5,40.25,50.41,0.0,0.0,0.0,N/A,False,,,,,,,,,,RP,42.23
97370,Edgar Viteri,SP,27.0,Mayabeque Huracanes,Mayabeque Huracanes,INT,28.4,28.53,,,,,23.0,24.0,37.6,0.0,0.0,-2.0,N/A,False,,,,,,,,,,SP,13.42
97371,Willie Conteras,SS,26.0,Cienfuegos Elefantes,Cienfuegos Elefantes,INT,53.8,55.21,28.75,32.0,57.38,42.5,,,,0.0,0.0,0.0,N/A,False,41.34,32.56,46.66,44.17,52.17,,,32.71,28.75,SS,52.17
97372,Tony Infante,RP,26.0,Granma Alazanes,Granma Alazanes,INT,34.05,35.02,,,,,33.5,36.25,47.38,0.0,0.0,-4.0,N/A,False,,,,,,,,,,RP,36.97
97373,Bobby Calvo,SS,26.0,Villa Clara Naranjas,Villa Clara Naranjas,INT,40.33,42.63,29.0,33.5,48.2,43.75,,,,0.0,0.0,3.0,N/A,False,,31.54,38.8,39.86,,32.95,,33.55,29.0,3B,39.86
97374,Juan Cintron,2B,26.0,Pinar del Rio Vegueros,Pinar del Rio Vegueros,INT,44.34,45.92,34.25,36.5,51.88,33.75,,,,0.0,0.0,2.5,N/A,False,,36.4,43.54,44.01,,,,35.14,34.25,3B,44.01
97375,Mario Jimenez,RP,27.0,Camaguey Ganaderos,Camaguey Ganaderos,INT,34.41,35.24,,,,,31.25,33.5,47.38,0.0,0.0,-1.5,N/A,False,,,,,,,,,,RP,35.28
97376,Manny Vasques,RP,27.0,Sancti Spiritus Gallos,Sancti Spiritus Gallos,INT,37.82,39.09,,,,,32.75,35.0,48.73,0.0,0.0,3.0,N/A,False,,,,,,,,,,RP,36.74
97377,Tony Sierra,SP,26.0,Holguin Sabuesos,Holguin Sabuesos,INT,30.85,31.06,,,,,26.5,27.5,39.05,0.0,0.0,-3.0,N/A,False,,,,,,,,,,SP,26.51
97378,Wilson Aguirre,LF,27.0,Granma Alazanes,Granma Alazanes,INT,31.89,32.99,24.75,29.0,41.0,29.5,,,,0.0,0.0,-0.5,N/A,False,,,,,,,,27.66,24.75,RF,27.66
97379,David Granados,C,26.0,Sancti Spiritus Gallos,Sancti Spiritus Gallos,INT,47.31,47.84,23.75,25.0,48.92,29.75,,,,0.0,0.0,0.5,N/A,False,48.02,,,,,27.43,,27.46,23.75,C,48.02
97380,Ramon Rios,RP,26.0,Las Tunas Lenadores,Las Tunas Lenadores,INT,35.15,35.15,,,,,31.25,31.25,49.45,0.0,0.0,-0.5,N/A,False,,,,,,,,,,RP,35.8
97381,Henry Flores,RP,27.0,Industriales Leones,Industriales Leones,INT,36.15,36.15,,,,,33.5,33.5,48.05,0.0,0.0,0.0,N/A,False,,,,,,,,,,RP,37.14
97382,Edgar Soria,LF,26.0,Guantanamo Indios,Guantanamo Indios,INT,31.8,35.44,24.0,36.0,43.83,48.75,,,,0.0,0.0,-3.0,N/A,False,,26.94,,,,29.48,,29.85,24.0,RF,29.85
97383,Joel Enriquez,SS,27.0,Matanzas Cocodrilos,Matanzas Cocodrilos,INT,39.57,40.06,29.0,30.25,47.2,44.5,,,,0.0,0.0,2.0,N/A,False,,31.88,40.0,39.23,,32.58,,32.73,29.0,2B,40.0
97384,Ivan Medina,RP,27.0,Cienfuegos Elefantes,Cienfuegos Elefantes,INT,34.2,35.89,,,,,29.0,33.5,46.24,0.0,0.0,0.0,N/A,False,,,,,,,,,,RP,33.31
97385,Jose Nieto,LF,27.0,Guantanamo Indios,Guantanamo Indios,INT,45.64,46.67,31.5,33.75,53.67,31.25,,,,0.0,0.0,1.5,N/A,False,,,,,,34.74,45.95,34.85,31.5,CF,45.95
97386,Bill Tavin,SS,26.0,Villa Clara Naranjas,Villa Clara Naranjas,INT,49.03,52.77,32.25,39.0,52.0,53.25,,,,0.0,0.0,0.0,N/A,False,,35.07,45.04,43.31,49.5,,,35.81,32.25,SS,49.5
97404,Jin-ho Bang,RP,34.0,Iksan Wiz,kt wiz,R,36.06,36.06,,,,,38.5,38.5,44.4,0.0,-3.0,0.0,N/A,False,,,,,,,,,,RP,39.98
97426,Bae-hee Lee,SS,32.0,,,,43.58,43.58,32.75,32.75,51.12,62.25,,,,0.0,0.0,1.0,N/A,False,,36.15,44.59,44.91,,,,37.31,32.75,3B,44.91
97431,Marshall Voigt,2B,20.0,Arizona (CMPX) Diamondbacks,Arizona Diamondbacks,R,30.76,38.94,22.5,43.75,44.0,53.0,,,,0.0,-3.0,0.0,N/A,False,,26.17,,,,,,,22.5,1B,26.17
97432,Ramon Islas,SS,25.0,Reno Aces,Arizona Diamondbacks,AAA,59.5,59.07,45.0,47.25,50.21,58.25,,,,1.12,1.5,2.0,N/A,False,,46.16,50.38,49.26,52.33,46.06,,46.48,45.0,SS,52.33
97434,Gabe Ramirez,2B,26.0,Southern Maryland Blue Crabs,Southern Maryland Blue Crabs,IND,57.3,57.64,36.0,37.0,53.25,73.75,,,,0.0,0.0,0.5,N/A,False,,39.19,50.24,,54.32,,,41.05,36.0,SS,54.32
97451,Dong-won Kim,RP,27.0,Iksan Wiz,kt wiz,R,36.9,38.04,,,,,38.5,40.75,41.98,0.0,-3.0,2.0,N/A,False,,,,,,,,,,RP,39.37
97452,Vivien Resendiz,RP,21.0,Atlanta Sunchasers,Atlanta Sunchasers,IND,32.92,38.07,,,,,28.0,41.25,44.66,0.0,0.0,-2.0,N/A,False,,,,,,,,,,RP,32.17
97461,Simeão Barnab,SS,23.0,Honolulu Salukis,Honolulu Salukis,IND,38.58,43.62,25.5,36.75,53.8,28.5,,,,0.0,0.0,0.5,N/A,False,,29.4,39.98,39.83,,28.58,40.27,,25.5,CF,40.27
97463,Sung-min Kim,SP,28.0,NC Dinos,NC Dinos,INT,41.96,42.85,,,,,42.25,43.25,53.52,0.0,0.0,0.0,N/A,False,,,,,,,,,,SP,44.51
97470,Sang-cheol Kim,1B,27.0,Hanwha Eagles,Hanwha Eagles,INT,38.56,40.45,40.25,42.5,40.0,37.25,,,,0.0,0.0,0.5,N/A,False,,40.07,,,,,,,40.25,DH,40.25
97472,Min-soo Ham,SP,26.0,Kiwoom Heroes,Kiwoom Heroes,INT,44.9,44.9,,,,,43.75,43.75,59.65,0.0,0.0,2.5,N/A,False,,,,,,,,,,SP,44.43
97475,Jung-wook Kim,1B,26.0,Sangdong Giants,Lotte Giants,R,34.06,35.13,36.0,38.25,37.0,20.5,,,,0.0,-3.0,0.0,N/A,False,,35.32,,,,,,,36.0,DH,36.0
97476,Joon-hwan Jeon,CF,27.0,Samsung Lions,Samsung Lions,INT,57.95,57.95,38.5,38.5,56.0,61.25,,,,0.0,0.0,0.5,N/A,False,,40.19,,,,44.0,54.91,43.7,38.5,CF,54.91
97481,Yong-woon Shin,RP,27.0,Hampyeong Tigers,KIA Tigers,R,34.26,34.26,,,,,34.25,34.25,46.99,0.0,-3.0,-1.0,N/A,False,,,,,,,,,,RP,37.43
97484,Hyun-wook Jeon,2B,27.0,Seosan Eagles,Hanwha Eagles,R,51.7,53.45,33.5,37.0,56.15,38.5,,,,0.0,-3.0,2.5,N/A,False,,35.6,46.71,45.45,51.4,,,35.73,33.5,SS,51.4
97486,Chan-koo Kim,1B,27.0,Kiwoom Heroes,Kiwoom Heroes,INT,38.95,38.95,42.25,42.25,0.0,66.0,,,,0.0,0.0,-1.0,N/A,False,,,,,,,,,42.25,DH,42.25
97487,Joo-hyun Lee,2B,26.0,Doosan Bears,Doosan Bears,INT,43.3,44.59,36.25,38.5,51.75,47.25,,,,0.0,0.0,-1.0,N/A,False,,38.47,46.69,,,38.7,,,36.25,2B,46.69
97488,Seung-hyeon Lee,RP,27.0,Hampyeong Tigers,KIA Tigers,R,40.17,41.82,,,,,41.5,43.75,58.27,0.0,-3.0,0.0,N/A,False,,,,,,,,,,RP,45.69
97489,Jun-young Lee,RF,27.0,Lotte Giants,Lotte Giants,INT,38.6,39.35,35.25,36.5,55.62,36.75,,,,0.0,0.0,2.0,N/A,False,,,,,,38.1,,38.81,35.25,RF,38.81
97490,Hyun-woo Choi,RP,26.0,Hampyeong Tigers,KIA Tigers,R,35.47,35.78,,,,,37.0,37.75,46.65,0.0,-3.0,-0.5,N/A,False,,,,,,,,,,RP,39.41
97491,Yoo-hyun Dan,RP,26.0,Sangdong Giants,Lotte Giants,R,36.6,37.7,,,,,36.25,38.5,52.83,0.0,-3.0,0.5,N/A,False,,,,,,,,,,RP,40.39
97492,Jung-hoon Yoo,RP,27.0,Changwon Dinos,NC Dinos,R,38.78,40.2,,,,,41.0,43.25,53.15,0.0,-3.0,0.0,N/A,False,,,,,,,,,,RP,44.04
97493,Oh-min Kan,3B,26.0,Ganghwa Wyverns,SK Wyverns,R,40.5,42.84,38.0,42.5,47.83,38.5,,,,0.0,-3.0,1.5,N/A,False,,38.72,,44.55,,,,39.25,38.0,3B,44.55
97494,Hyun-woo Im,RF,27.0,Icheon Twins,LG Twins,R,38.13,38.13,39.5,39.5,47.83,55.25,,,,0.0,-3.0,0.0,N/A,False,,40.44,,,,42.5,,43.17,39.5,RF,43.17
97495,Jun-young Park,1B,27.0,KIA Tigers,KIA Tigers,INT,41.24,42.5,44.25,45.5,47.25,38.0,,,,0.06,0.0,-0.5,N/A,False,,,,,,43.96,,44.19,44.25,DH,44.25
97496,Hae-min Kwon,RP,26.0,Evansville Otters,Evansville Otters,IND,32.93,34.31,,,,,29.0,33.5,47.75,0.0,0.0,-3.5,N/A,False,,,,,,,,,,RP,33.69
97497,David Perales,C,27.0,Detroit Legends,Detroit Legends,IND,61.17,60.35,45.0,45.0,47.92,25.5,,,,1.0,0.0,2.5,N/A,False,55.4,43.73,,,,,,42.38,45.0,C,55.4
97498,David Caban,RF,25.0,Oakland Nationals,Oakland Nationals,IND,44.52,46.01,36.25,39.75,51.17,46.25,,,,0.0,0.0,-0.5,N/A,False,,,,,,39.42,47.15,39.39,36.25,CF,47.15
97500,Jose Anaya,LF,28.0,,,,36.78,38.89,37.5,41.5,52.75,45.25,,,,0.0,0.0,-2.5,N/A,False,,,,,,40.67,,40.45,37.5,LF,40.67
97503,Logan Pearson,SP,29.0,Botshabelo Matadors,Botshabelo Matadors,INT,45.26,44.05,,,,,45.5,45.5,49.45,0.9,0.0,0.0,N/A,False,,,,,,,,,,SP,46.29
97508,Frank Grady,SS,32.0,Worcester Gulls,Cape Town Flying Tigers,AA,40.4,40.4,42.0,42.0,47.5,40.75,,,,0.0,-3.0,-0.5,N/A,False,,42.04,44.8,46.44,,,,42.55,42.0,3B,46.44
97509,Aytarel Benthami,RP,29.0,Port Elizabeth Monarchs,Port Elizabeth Monarchs,INT,43.46,44.25,,,,,45.0,47.25,48.02,1.06,0.0,-1.0,N/A,False,,,,,,,,,,RP,45.76
97517,Awinagh Obuya,RP,32.0,Bloemfontein Nailers,Bloemfontein Nailers,INT,41.92,41.92,,,,,43.0,43.0,44.89,0.0,0.0,1.0,N/A,False,,,,,,,,,,RP,43.47
97523,Dagne Ndururi,2B,29.0,Temba Seagulls,Krugersdorp Devil Dogs,AA,40.61,41.15,33.25,34.5,51.5,53.0,,,,0.0,-3.0,2.5,N/A,False,,36.01,43.66,,,,,,33.25,2B,43.66
97527,Ayele Muriuki,LF,32.0,Theunissen Blue Devils,Welkom Whitecaps,AA,38.32,38.32,32.5,32.5,46.25,39.0,,,,0.0,-3.0,5.0,N/A,False,,33.77,38.44,,,35.66,,35.7,32.5,2B,38.44
97529,Anaba Stima,RF,32.0,,,,41.33,41.33,40.0,40.0,52.62,37.25,,,,0.0,0.0,2.0,N/A,False,,,,,,41.34,,41.9,40.0,RF,41.9
97541,Husien Mellouk,RP,29.0,Newcastle Walruses,Newcastle Walruses,INT,38.09,38.09,,,,,41.5,41.5,45.98,0.0,0.0,-2.5,N/A,False,,,,,,,,,,RP,42.62
97547,Tirfe Murmaba,RP,27.0,Botshabelo Matadors,Botshabelo Matadors,INT,44.84,43.46,,,,,45.75,45.75,48.02,1.06,0.0,-0.5,N/A,False,,,,,,,,,,RP,46.32
97553,Adlan Chioke,RP,31.0,Groblersdal 76ers,Botshabelo Matadors,AA,36.69,36.69,,,,,36.5,36.5,44.62,0.0,-3.0,2.5,N/A,False,,,,,,,,,,RP,38.53
97557,Lenny Zilabamuzale,SS,28.0,New Hampshire Wild,New Hampshire Wild,IND,42.67,43.41,32.5,33.75,47.75,42.0,,,,0.0,0.0,2.5,N/A,False,,34.83,41.55,42.65,,34.69,,34.95,32.5,3B,42.65
97560,Liam Rose,2B,30.0,,,,45.84,45.84,35.0,35.0,49.0,71.0,,,,0.0,0.0,1.0,N/A,False,,37.9,46.59,43.77,,40.36,,,35.0,2B,46.59
97565,Eshete Ubwa,RP,31.0,Monterrey Sultanes,Monterrey Sultanes,INT,33.9,33.9,,,,,29.0,29.0,41.48,0.0,0.0,0.5,N/A,False,,,,,,,,,,RP,32.12
97568,Negera Fakihi,RP,30.0,Delmas Snake Eyes,Soweto Dingos,AA,35.25,35.25,,,,,39.0,39.0,33.0,0.0,-3.0,1.0,N/A,False,,,,,,,,,,RP,37.5
97570,Bryan Davies,RP,31.0,Quintana Roo Tigres,Quintana Roo Tigres,INT,35.93,35.93,,,,,34.5,34.5,41.48,0.0,0.0,0.5,N/A,False,,,,,,,,,,RP,36.24
97572,Dwayne Abrami,RP,28.0,Soweto Dingos,Soweto Dingos,INT,37.48,37.48,,,,,42.25,42.25,46.25,0.0,0.0,-4.0,N/A,False,,,,,,,,,,RP,43.25
97581,Agellid Sahere,SP,27.0,Botshabelo Matadors,Botshabelo Matadors,INT,43.33,44.23,,,,,44.0,45.0,44.65,0.08,0.0,1.5,N/A,False,,,,,,,,,,SP,44.13
97582,Mangellat Mbogo,CF,27.0,Bisho Fighting Knights,Port Elizabeth Monarchs,AA,33.02,33.82,29.75,34.25,46.0,57.0,,,,0.0,-3.0,-4.0,N/A,False,,,37.43,,,35.25,,35.36,29.75,2B,37.43
97584,Damien Cosgrove,RF,27.0,Bisho Fighting Knights,Port Elizabeth Monarchs,AA,32.22,32.81,33.25,35.5,43.25,35.0,,,,0.0,-3.0,-4.0,N/A,False,,,,,,34.66,,35.19,33.25,RF,35.19
97585,Wolashe Oracho,SP,27.0,Knysna Sand Gnats,Vereeniging Typhoon,AA,34.92,36.69,,,,,36.0,40.0,47.68,0.0,-3.0,-0.5,N/A,False,,,,,,,,,,SP,38.34
97586,Amezwaru Kwanza,SP,26.0,Worcester Gulls,Cape Town Flying Tigers,AA,34.46,34.85,,,,,40.0,41.0,46.95,0.0,-2.0,-0.5,N/A,False,,,,,,,,,,SP,36.39
97587,Nokrashy Mosegi,LF,26.0,Koffiefontein Lords,Bloemfontein Nailers,AA,35.06,36.67,28.25,34.0,49.08,54.0,,,,0.0,-3.0,1.5,N/A,False,,,,36.62,,34.2,,34.46,28.25,3B,36.62
97588,Edemariam Mungu,RP,27.0,Witbank Seadogs,Tembisa Brawlers,AA,37.99,40.62,,,,,35.75,40.0,48.7,0.0,-3.0,4.0,N/A,False,,,,,,,,,,RP,38.99
97589,Ahmad Muthuri,LF,27.0,Tembisa Brawlers,Tembisa Brawlers,INT,55.09,55.09,38.25,38.25,52.4,20.5,,,,0.0,0.0,4.0,N/A,False,,37.94,,42.65,,38.95,49.06,39.29,38.25,CF,49.06
97590,Sin Khalifa,RP,26.0,Groblersdal 76ers,Botshabelo Matadors,AA,37.12,39.48,,,,,39.0,43.25,57.86,0.0,-2.0,-3.0,N/A,False,,,,,,,,,,RP,43.72
97591,Nicky Sahnine,SP,27.0,Koffiefontein Lords,Bloemfontein Nailers,AA,34.88,36.05,,,,,34.25,37.0,54.3,0.0,-3.0,-0.5,N/A,False,,,,,,,,,,SP,38.26
97592,Daryl Abboud,RF,26.0,Theunissen Blue Devils,Welkom Whitecaps,AA,43.36,43.73,33.0,34.0,53.67,68.0,,,,0.0,-3.0,0.5,N/A,False,,,,,,39.54,48.24,39.65,33.0,CF,48.24
97593,Gebre-Giorgios Ohon,C,27.0,Phalaborwa Cannoneers,Newcastle Walruses,AA,42.21,42.84,30.5,32.75,44.5,29.25,,,,0.0,-3.0,0.5,N/A,False,47.24,31.29,,,,31.8,,,30.5,C,47.24
97594,Uzmir Kumbuka,RP,26.0,Witbank Seadogs,Tembisa Brawlers,AA,34.76,35.04,,,,,36.25,37.0,45.34,0.0,-2.0,-2.0,N/A,False,,,,,,,,,,RP,38.52
97595,Ighlas Chudasama,RP,27.0,Koffiefontein Lords,Bloemfontein Nailers,AA,35.95,37.72,,,,,33.0,36.75,50.15,0.0,-3.0,2.5,N/A,False,,,,,,,,,,RP,37.29
97596,Afalawas Kitunzi,RP,27.0,Temba Seagulls,Krugersdorp Devil Dogs,AA,32.44,32.44,,,,,30.5,30.5,39.85,0.0,-3.0,-1.0,N/A,False,,,,,,,,,,RP,32.84
97597,Samson Mfaki,1B,26.0,Theunissen Blue Devils,Welkom Whitecaps,AA,34.63,36.36,39.25,42.5,0.0,20.25,,,,0.0,-3.0,-2.0,N/A,False,,,,,,,,,39.25,DH,39.25
97598,Kipchumba Yawo,RP,27.0,Brakpan Barons,Brakpan Barons,INT,41.92,42.54,,,,,41.5,42.25,47.38,0.0,0.0,1.5,N/A,False,,,,,,,,,,RP,42.97
97599,Tim Wraight,RP,27.0,Dundee Crawfish,Johannesburg Jesters,AA,39.33,41.21,,,,,40.25,43.0,50.15,0.0,-3.0,2.0,N/A,False,,,,,,,,,,RP,42.73
97600,Freddie Woodcock,CF,27.0,Newcastle Walruses,Newcastle Walruses,INT,53.29,54.75,36.25,39.5,57.5,49.0,,,,0.0,0.0,0.5,N/A,False,,,,,,40.71,51.35,40.56,36.25,CF,51.35
97601,Hadji Shah,RP,26.0,Temba Seagulls,Krugersdorp Devil Dogs,AA,38.51,39.25,,,,,39.75,41.0,51.5,0.0,-2.0,0.0,N/A,False,,,,,,,,,,RP,42.69
97602,Abayghur Mtima,C,27.0,Theunissen Blue Devils,Welkom Whitecaps,AA,41.96,43.47,25.5,30.75,55.0,22.75,,,,0.0,-3.0,1.5,N/A,False,46.01,,,,,,,,25.5,C,46.01
97603,Jonathan Mrehe,RP,27.0,Thohoyandou Tourists,Brakpan Barons,AA,37.83,38.23,,,,,38.0,38.75,49.04,0.0,-3.0,2.0,N/A,False,,,,,,,,,,RP,40.76
97604,Robin Mongo,RP,27.0,Knysna Sand Gnats,Vereeniging Typhoon,AA,32.89,33.54,,,,,30.5,32.75,44.85,0.0,-3.0,-1.0,N/A,False,,,,,,,,,,RP,34.09
97605,Amray Koude,C,27.0,Worcester Gulls,Cape Town Flying Tigers,AA,42.19,42.54,35.25,36.5,54.0,22.25,,,,0.0,-3.0,0.0,N/A,False,47.72,,,,,,,,35.25,C,47.72
97606,Freddie Parker,2B,26.0,Bisho Fighting Knights,Port Elizabeth Monarchs,AA,36.61,37.18,38.0,40.0,45.62,39.5,,,,0.0,-3.0,-0.5,N/A,False,,38.88,41.41,,,,,,38.0,2B,41.41
97607,Zachary Tantawi,RP,26.0,Bisho Fighting Knights,Port Elizabeth Monarchs,AA,41.28,41.28,,,,,41.25,41.25,55.65,0.0,-2.0,1.0,N/A,False,,,,,,,,,,RP,44.85
97608,Gerald Holley,RP,26.0,Thohoyandou Tourists,Brakpan Barons,AA,32.45,34.84,,,,,29.75,37.5,48.2,0.0,-2.0,-3.5,N/A,False,,,,,,,,,,RP,34.36
97609,Mick Roach,1B,27.0,Temba Seagulls,Krugersdorp Devil Dogs,AA,37.22,37.6,34.0,36.25,45.5,20.25,,,,0.0,-3.0,0.5,N/A,False,41.36,,,,,,,,34.0,C,41.36
97610,Akatelaji Faruki,LF,26.0,Knysna Sand Gnats,Vereeniging Typhoon,AA,39.37,40.85,34.5,40.0,45.1,68.5,,,,0.0,-3.0,-2.0,N/A,False,,36.55,41.05,,,39.96,46.76,39.77,34.5,CF,46.76
97611,Madidu Nguvumali,RF,26.0,Phalaborwa Cannoneers,Newcastle Walruses,AA,36.34,38.62,35.75,40.25,53.5,51.75,,,,0.0,-3.0,0.0,N/A,False,,,,,,39.56,,40.46,35.75,RF,40.46
97612,Mario Recalde,C,28.0,,,,46.93,47.33,41.0,42.0,54.0,44.75,,,,0.0,0.0,-2.0,N/A,False,50.29,,,,,,,,41.0,C,50.29
97620,Ruben Fernandez,SP,27.0,Scranton WB RailRiders,New York Yankees,AAA,41.53,42.7,,,,,45.0,47.75,52.38,1.12,0.0,-1.0,N/A,False,,,,,,,,,,SP,43.98
97622,Lião Auffdiener,CF,28.0,Fargo-Moorhead RedHawks,Fargo-Moorhead RedHawks,IND,49.1,49.1,43.25,43.25,50.4,50.0,,,,0.0,0.0,-2.5,N/A,False,,43.26,44.26,,,45.65,52.04,45.99,43.25,CF,52.04
97623,Jesus Osorio,SS,27.0,,,,47.11,48.8,38.5,41.75,54.21,41.0,,,,0.0,0.0,-1.0,N/A,False,,40.38,46.4,47.85,49.4,39.95,,40.77,38.5,SS,49.4
97625,Victor Duran,SS,28.0,Aurora Bulldozers,Aurora Bulldozers,IND,54.5,54.5,42.25,42.25,59.15,33.75,,,,0.0,0.0,0.0,N/A,False,,44.1,49.95,51.39,52.65,,,41.81,42.25,SS,52.65
97626,Alexis Vicencio,SS,28.0,Dos Laredos Tecolotes,Dos Laredos Tecolotes,INT,52.09,53.21,32.75,35.0,56.33,69.0,,,,0.0,0.0,-2.5,N/A,False,,37.59,49.09,46.83,53.62,38.06,,38.74,32.75,SS,53.62
97628,Andres Velez,2B,27.0,New Hampshire Wild,New Hampshire Wild,IND,43.35,44.64,31.0,33.25,52.35,54.75,,,,0.0,0.0,2.0,N/A,False,,34.19,43.73,42.54,,36.49,,36.38,31.0,2B,43.73
97631,Ramon Samaniego,2B,27.0,,,,50.59,51.43,43.0,44.0,57.25,41.25,,,,0.0,0.0,0.5,N/A,False,,44.21,49.8,,,,,,43.0,2B,49.8
