ID,Name,Pos,Age,Height,Bats,Throws,Cntct,Gap,Pow,Eye,Ks,BABIP,Cntct_R,Gap_R,Pow_R,Eye_R,Ks_R,BABIP_R,Cntct_L,Gap_L,Pow_L,Eye_L,Ks_L,BABIP_L,PotCntct,PotGap,PotPow,PotEye,PotKs,PotBABIP,IFR,IFE,IFA,TDP,OFR,OFE,OFA,CBlk,CArm,CFrm,P,C,1B,2B,3B,SS,LF,CF,RF,PotP,PotC,Pot1B,Pot2B,Pot3B,PotSS,PotLF,PotCF,PotRF,Speed,StlRt,Steal,Run,SacBunt,BuntHit,Stf,Mov,HRA,PBABIP,Ctrl_R,Stf_R,Mov_R,HRA_R,PBABIP_R,Ctrl_L,Stf_L,Mov_L,HRA_L,PBABIP_L,Ctrl_L,PotStf,PotMov,PotHRA,PotPBABIP,PotCtrl,Vel,GB,Stm,Hold,Fst,Snk,Cutt,Crv,Sld,Chg,Splt,Frk,CirChg,Scr,Kncrv,Knbl,PotFst,PotSnk,PotCutt,PotCrv,PotSld,PotChg,PotSplt,PotFrk,PotCirChg,PotScr,PotKncrv,PotKnbl,Int,WrkEthic,Greed,Loy,Lead,Signability,Demand,Acc,Ovr,Pot
60956,"Alexis de la Garza",SP,18,190,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,25,30,30,30,25,25,50,20,40,35,45,25,25,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,25,25,20,20,70,20,30,20,20,40,20,30,20,20,45,20,30,20,20,40,20,45,40,40,40,45,90-92,50,45,25,35,0,25,0,0,20,0,0,0,0,0,0,60,0,40,0,0,50,0,0,0,0,0,0,N,L,H,N,L,EH,0,VH,20,35
61039,"David de la Guardia",C,18,186,R,R,25,25,25,25,30,25,25,25,25,25,30,25,25,25,25,30,30,25,50,50,55,60,50,50,30,35,50,25,45,45,45,50,55,60,0,30,20,0,0,0,0,0,0,0,50,40,0,0,0,0,0,0,30,25,20,25,35,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,86-88,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,L,N,EH,850000,VH,25,60
61747,"Marc Delcambre",LF,22,188,R,R,40,35,30,40,40,35,40,35,30,40,40,35,40,35,30,40,40,40,45,40,40,45,45,40,20,25,25,20,40,60,50,20,25,20,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,45,0,0,25,25,20,30,50,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,25,25,25,25,80-83,53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,L,N,H,0,VH,30,35
61041,"Jamie DeMora",2B,18,190,R,R,20,30,30,35,20,20,20,30,30,35,20,20,20,30,30,35,20,20,40,75,80,80,35,45,45,50,40,40,45,40,40,20,20,20,0,0,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,55,45,40,40,25,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,25,30,25,89-91,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,1100000,VH,20,55
62831,"Ben Dennis",C,21,185,R,R,40,40,35,35,40,40,40,40,35,35,40,40,40,40,35,40,45,40,55,50,50,45,55,50,30,40,45,25,50,50,45,55,45,60,0,45,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,25,30,30,30,50,20,20,25,25,20,20,20,25,25,20,20,20,25,25,20,20,20,30,30,20,25,84-86,51,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N,E,0,VH,35,45
61019,"Josh DeWit",SP,17,191,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,30,30,30,25,45,30,30,50,20,40,35,45,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,30,65,25,25,20,20,45,20,25,20,20,45,20,25,20,20,45,20,50,35,30,50,30,90-92,38,65,80,35,0,0,25,0,20,20,0,0,0,0,0,55,0,0,65,0,50,30,0,0,0,0,0,N,N,N,N,N,H,0,VH,20,35
63930,"Mike Dickens",RP,23,194,L,L,25,20,20,20,25,25,25,20,20,20,25,25,25,20,20,20,25,25,25,25,20,30,30,30,35,30,55,20,45,40,55,25,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,20,20,20,70,25,40,35,35,45,25,40,35,30,45,25,45,45,40,50,30,45,45,45,45,35,92-94,49,35,65,45,0,0,0,45,0,0,0,0,0,0,0,50,0,0,0,55,0,0,0,0,0,0,0,N,N,L,N,N,VE,0,H,30,35
60919,"Bobby DiNaro",SP,18,184,S,R,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,40,30,30,30,30,50,25,25,45,25,40,35,40,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,20,20,20,50,25,20,25,20,45,25,20,25,20,45,25,20,25,20,45,25,45,45,45,50,50,93-95,55,65,40,35,0,0,0,25,20,0,0,0,0,0,0,50,0,0,0,75,50,0,0,0,0,0,0,L,N,N,H,N,EH,480000,VH,20,45
61896,"Devin Dobransky",SP,21,185,R,R,25,20,25,20,20,30,25,20,25,20,20,30,25,20,25,25,20,30,30,25,35,30,25,40,35,35,45,25,30,40,40,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,30,20,20,20,45,20,40,35,30,45,40,40,35,30,50,40,35,30,25,45,35,45,45,45,45,50,89-91,44,55,30,40,40,0,45,40,30,0,0,0,0,0,0,45,50,0,55,45,35,0,0,0,0,0,0,N,H,L,H,N,E,0,VH,30,45
60933,"Jon Dole",CF,18,191,S,L,30,35,25,30,30,30,30,35,25,30,30,30,30,35,25,30,30,30,65,80,45,75,65,60,35,30,35,20,55,45,40,20,20,20,0,0,20,0,0,0,25,25,20,0,0,45,0,0,0,55,35,45,60,55,55,60,50,50,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,25,30,25,87-89,37,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,H,N,I,-1,VH,25,65
61767,"Jon Donnelly",SP,21,180,R,R,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,30,30,30,30,25,30,35,35,50,35,40,45,45,20,20,20,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,20,20,20,25,55,25,30,40,35,50,40,30,40,35,50,40,30,40,35,50,40,35,50,50,50,50,87-89,51,60,35,0,0,30,35,0,30,35,0,0,0,0,0,0,0,35,40,0,40,40,0,0,0,0,0,N,L,N,L,L,N,0,VH,30,40
61912,"Sam Downham",LF,19,183,L,L,35,35,25,35,35,30,35,35,25,35,35,30,35,35,25,35,35,30,70,70,50,65,70,60,35,35,35,20,40,70,45,20,20,20,0,0,0,0,0,0,30,0,25,0,0,0,0,0,0,45,0,40,60,50,45,55,45,55,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,30,30,25,80-83,56,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,L,H,N,EH,600000,VH,25,65
60909,"Shamar Dozer",SP,18,194,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,30,30,30,35,30,30,50,20,55,50,55,25,30,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,25,20,40,40,20,20,30,25,40,20,20,30,25,40,20,20,30,25,45,20,45,45,45,40,45,90-92,54,55,60,30,0,0,0,0,20,0,0,20,0,25,0,45,0,0,0,0,50,0,0,30,0,60,0,N,N,N,H,N,H,600000,VH,20,40
61040,"Makai Drumgold",C,18,196,R,R,25,25,25,30,25,25,25,25,25,30,25,25,25,25,25,30,25,25,45,45,45,55,45,45,35,55,45,20,30,40,45,50,45,50,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,30,30,30,25,55,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,87-89,59,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,N,N,0,VH,20,40
62864,"Jake Dulaney",2B,21,181,L,R,40,50,40,40,40,40,40,50,40,40,45,40,35,45,35,35,35,35,55,80,50,45,60,50,55,60,55,60,45,50,45,20,20,25,0,0,0,50,40,35,35,0,0,0,0,0,55,50,45,45,0,0,65,65,60,50,55,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,20,30,25,85-87,36,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,H,N,VE,270000,VH,35,55
61033,"Chad Duncan",RP,18,186,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,35,20,25,30,35,45,30,35,40,45,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,25,25,20,30,65,25,30,20,20,40,20,30,20,20,40,20,30,20,20,40,20,50,40,40,40,25,89-91,47,25,45,35,0,0,0,0,20,0,0,0,0,0,0,55,0,0,0,0,55,0,0,0,0,0,0,N,N,N,N,N,EH,0,VH,20,30
60853,"Chris Dupuis",SP,18,185,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,30,30,20,30,25,20,40,25,45,40,35,20,20,20,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,25,20,20,20,75,20,30,25,20,45,25,30,25,20,45,25,30,25,20,45,25,50,45,45,45,45,91-93,52,80,75,40,0,30,0,0,20,0,0,0,0,0,0,60,0,60,0,0,50,0,0,0,0,0,0,H,N,N,N,N,EH,0,VH,25,40
62870,"Dan Dutter",2B,22,184,R,R,45,45,45,50,45,45,45,45,45,50,45,45,45,45,50,50,45,45,60,65,70,70,55,60,55,60,45,50,45,45,45,20,20,25,0,0,0,50,35,0,0,0,0,0,0,0,55,45,0,0,0,0,55,50,50,40,30,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,80-83,41,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,N,N,L,E,3400000,VH,40,80
61785,"Bobby Edwards",SP,17,184,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,25,35,30,25,45,25,50,40,55,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,30,25,25,45,20,30,25,20,45,20,35,30,20,50,20,30,25,20,45,20,60,50,45,50,35,92-94,46,55,60,40,30,0,0,0,20,0,0,0,0,0,0,80,50,0,0,0,75,0,0,0,0,0,0,N,N,L,N,N,EH,0,VH,20,45
60992,"Chris Edwards",SP,18,183,L,L,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,40,30,30,25,30,50,35,25,45,20,30,35,35,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,25,20,20,55,25,20,30,25,45,25,20,30,25,45,25,20,30,25,45,25,35,55,55,50,50,86-88,53,45,55,25,0,0,0,20,20,0,0,0,0,0,0,30,0,0,0,40,50,0,0,0,0,0,0,H,H,N,N,L,EH,0,VH,20,40
62879,"Jared Elharar",2B,21,184,R,R,45,45,30,35,45,45,45,45,30,35,45,45,45,45,30,35,45,45,75,80,40,45,75,65,55,55,45,60,55,50,50,20,20,25,0,0,0,50,25,25,0,0,0,0,0,0,55,45,40,0,0,0,60,50,45,55,50,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,89-91,60,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,N,H,H,N,700000,VH,35,60
60974,"Chris Elliott",RF,18,190,L,L,30,25,25,25,25,30,30,25,25,25,30,30,25,25,25,25,25,30,55,50,50,55,55,55,50,40,45,20,45,35,50,20,20,20,0,0,0,0,0,0,20,0,30,0,0,0,0,0,0,45,0,40,40,30,25,20,40,25,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,30,30,25,25,80-83,54,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,600000,VH,25,50
62806,"Jabari Elom",RF,22,184,R,R,35,35,35,50,30,40,35,35,35,50,30,40,40,35,35,55,30,45,45,45,45,75,35,50,30,25,40,25,45,50,45,25,25,20,0,0,0,0,0,0,35,0,35,0,0,0,0,0,0,45,0,40,45,40,40,50,55,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,25,25,25,25,83-85,57,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,0,VH,30,40
63909,"Zach Ensign",RP,21,182,R,L,20,20,20,40,20,20,20,20,20,40,20,20,20,20,20,35,20,20,20,30,20,45,20,20,25,20,50,20,35,50,40,20,25,20,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,35,30,30,20,60,25,40,45,45,45,35,40,45,45,50,35,45,45,45,45,35,60,60,70,45,45,93-95,54,25,65,45,35,40,35,0,0,0,0,0,0,0,0,75,70,65,65,0,0,0,0,0,0,0,0,L,N,N,N,N,N,0,A,35,50
57521,"Pat Ertman",SP,22,203,R,R,25,20,20,20,20,25,20,20,20,20,20,25,25,20,20,20,25,25,35,30,20,40,35,40,35,20,60,35,35,30,25,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,20,45,25,40,20,20,45,25,40,20,20,50,25,35,20,20,45,25,45,35,35,45,30,93-95,35,40,65,45,0,0,35,45,25,0,0,0,0,0,0,55,0,0,35,60,55,0,0,0,0,0,0,N,N,N,N,L,VE,0,VH,20,30
61745,"Juan Espinoza",RP,21,187,L,L,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,25,20,20,30,20,30,35,35,45,20,50,45,45,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,25,25,30,25,55,25,40,35,35,45,35,35,35,30,45,30,40,40,35,50,35,55,45,45,45,40,90-92,50,35,80,45,0,0,0,0,30,0,0,0,0,0,0,55,0,0,0,0,60,0,0,0,0,0,0,N,N,N,N,N,E,0,VH,30,40
56643,"Marc Essary",RP,22,186,R,R,20,20,20,25,20,20,20,20,20,25,20,20,25,20,20,25,25,20,35,30,25,45,35,35,30,30,40,20,30,25,35,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,20,20,20,45,20,25,30,25,40,25,25,30,25,40,25,25,30,25,40,25,45,45,45,40,45,94-96,52,30,40,40,25,0,0,0,20,0,0,0,0,0,0,50,40,0,0,0,40,0,0,0,0,0,0,N,N,N,N,H,VE,0,VH,25,35
56661,"Ed Evans",RP,21,190,L,R,25,20,20,20,25,25,25,20,20,20,25,25,20,20,20,20,20,20,40,35,25,35,45,40,30,35,50,25,30,30,40,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,25,20,25,35,20,40,35,35,40,20,45,35,35,40,20,40,35,30,40,20,50,40,40,40,20,97-99,55,30,45,50,0,0,0,0,0,0,45,0,0,0,0,75,0,0,0,0,0,0,55,0,0,0,0,N,N,H,L,N,VE,0,VH,30,30
61893,"Jaheim Excellent",RP,21,188,L,R,25,20,20,25,20,25,25,20,20,25,20,25,25,20,20,25,20,25,30,25,25,35,25,30,30,30,30,20,30,45,35,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,20,20,20,75,20,50,25,20,50,35,50,25,20,50,35,50,25,20,50,35,75,40,35,50,45,97-99,36,30,45,75,0,0,0,0,45,0,0,0,0,0,0,80,0,0,0,0,60,0,0,0,0,0,0,N,H,L,H,N,N,0,VH,30,40
56635,"Josh Fanzo",RP,22,211,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,35,20,35,30,25,30,30,45,20,35,35,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,25,25,20,55,25,40,20,20,45,20,45,25,20,50,20,35,20,20,40,20,50,25,20,45,25,94-96,41,25,70,50,0,0,0,40,0,0,0,0,0,0,0,70,0,0,0,65,0,0,0,0,0,0,0,N,N,N,H,N,VE,0,VH,25,30
62829,"Chris Farina",C,18,186,R,R,25,30,25,30,25,20,25,30,25,30,25,20,25,30,25,30,30,20,40,45,50,45,45,40,35,35,35,30,30,40,40,45,50,50,0,30,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,25,25,20,20,30,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,35,20,25,83-85,59,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,0,VH,20,40
61748,"Danny Farmer",CF,22,179,R,R,45,50,35,40,45,40,40,50,35,40,45,40,45,50,35,40,50,40,55,75,45,50,55,50,50,45,45,40,55,50,45,20,20,20,0,0,0,0,0,0,35,35,25,0,0,0,0,0,0,60,40,55,60,55,60,65,50,25,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,25,25,25,25,85-87,49,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,0,VH,35,45
61924,"Chris Farrar",RF,18,186,L,L,25,25,25,25,30,30,25,25,25,30,30,30,25,25,25,25,25,25,50,45,50,45,50,50,30,25,50,20,55,55,55,20,20,20,0,0,0,0,0,0,25,20,35,0,0,0,0,0,0,60,40,55,40,45,50,50,40,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,88-90,53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,H,N,EH,0,VH,25,45
60862,"Josh Farrens",RP,18,184,S,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,30,35,30,30,30,30,40,30,35,35,35,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,20,20,35,50,20,30,30,25,45,25,35,35,30,45,25,30,30,25,40,25,55,45,50,45,45,92-94,54,35,65,40,0,0,0,35,0,0,0,0,0,0,0,60,0,0,0,75,0,0,0,0,0,0,0,N,L,N,N,N,EH,0,VH,25,40
61927,"Jake Fawley",SP,21,188,S,R,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,25,25,30,35,20,35,30,25,55,25,55,55,60,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,25,20,20,35,25,40,30,30,45,30,40,30,30,45,30,40,35,30,45,30,45,40,40,45,40,90-92,45,55,60,40,0,45,0,0,25,0,0,0,0,0,0,45,0,45,0,0,45,0,0,0,0,0,0,N,N,N,N,L,E,0,VH,30,35
61837,"Frank Faz",SP,18,187,L,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,20,25,40,30,25,40,30,30,40,35,25,25,25,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,45,35,20,25,50,25,20,35,35,45,25,20,40,35,45,25,20,35,35,45,25,40,60,65,55,50,88-90,58,45,45,30,25,0,0,0,0,20,0,0,0,0,0,40,45,0,0,0,0,35,0,0,0,0,0,N,H,N,N,N,EH,0,VH,25,45
61071,"Mike Ferch",RP,18,197,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,25,20,20,30,30,30,55,20,45,35,50,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,25,20,35,45,25,30,20,20,45,25,30,20,20,45,25,30,20,20,45,25,45,50,50,45,55,89-91,43,25,75,30,0,30,0,0,20,0,0,0,0,0,0,50,0,50,0,0,35,0,0,0,0,0,0,N,N,N,N,L,EH,0,VH,25,40
61782,"Jared Ferrucci",C,21,188,R,R,45,45,40,40,40,45,40,45,35,40,40,45,45,45,40,40,45,45,55,55,50,50,50,55,35,25,45,20,40,40,45,70,45,70,0,55,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,35,45,55,40,45,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,84-86,58,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,L,N,230000,VH,35,50
61053,"Emmett Fiefield",CF,18,185,R,R,25,30,25,25,25,25,25,30,25,25,25,25,25,30,25,25,25,25,55,80,50,50,55,50,50,50,45,40,60,80,60,20,25,20,0,0,0,0,0,0,25,35,20,0,0,0,0,0,0,75,55,65,60,35,30,20,45,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,84-86,49,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,1100000,VH,25,55
61857,"Sean Field",RF,22,186,L,L,40,40,40,40,45,40,45,40,40,40,45,40,35,35,35,40,40,35,50,50,50,50,55,45,30,30,40,20,45,45,50,20,20,20,0,0,0,0,0,0,25,0,40,0,0,0,0,0,0,50,0,45,30,45,55,50,45,20,20,25,25,30,20,20,25,25,30,20,20,25,25,30,20,20,30,30,30,25,87-89,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,H,E,230000,VH,35,45
60882,"Josh Fintak",C,17,185,R,R,30,25,25,30,25,30,30,25,25,30,25,30,30,25,25,30,25,30,65,55,55,75,60,65,30,30,45,25,25,30,40,55,50,60,0,30,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,25,25,30,25,70,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,25,86-88,39,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N,EH,7000000,VH,25,80
61743,"Ernie Fissel",LF,22,185,R,R,35,35,35,40,35,35,30,35,35,40,35,35,35,35,35,40,35,35,40,45,45,50,40,40,25,30,25,25,50,35,35,20,20,20,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,45,0,0,30,30,40,35,55,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,20,30,30,20,25,86-88,49,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,H,N,H,0,VH,30,35
61766,"Joe Fitzgerald",CF,18,197,R,R,20,25,30,30,20,25,20,25,30,30,20,25,20,25,30,30,20,25,40,45,55,60,30,50,30,35,50,35,50,35,55,25,25,25,0,0,25,0,0,0,25,25,25,0,0,50,0,0,0,55,30,50,50,40,50,45,35,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,35,20,25,84-86,45,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,0,VH,20,40
60976,"Steve Flanery",2B,18,185,R,R,25,30,25,25,25,25,25,30,25,25,25,25,25,30,25,25,25,25,55,80,55,45,55,55,40,50,45,55,55,45,55,30,20,25,0,0,0,25,0,0,0,0,0,0,0,0,40,0,0,0,0,0,60,55,60,60,30,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,30,30,25,84-86,39,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,N,N,N,I,-1,VH,25,55
60857,"Jorge Flores",SP,18,190,L,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,35,30,30,30,30,25,55,25,45,35,50,25,25,25,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,20,20,20,70,25,20,30,25,45,20,20,30,25,45,20,20,30,25,45,20,45,45,50,45,40,89-91,52,50,80,30,0,0,25,25,20,0,0,0,0,0,0,50,0,0,55,40,55,0,0,0,0,0,0,H,H,N,N,N,EH,0,VH,20,40
61933,"Shamel Flucas",SP,22,182,R,R,20,20,20,35,20,25,20,20,20,35,20,25,20,20,20,40,20,25,25,25,20,45,25,25,35,25,60,45,55,50,55,25,25,25,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,30,25,25,35,65,20,40,45,40,50,40,45,45,40,50,40,40,40,40,50,40,50,50,50,50,45,94-96,50,45,35,45,35,45,0,0,0,0,0,0,0,0,0,65,55,70,0,0,0,0,0,0,0,0,0,L,L,H,N,N,N,0,VH,35,45
61814,"Gene Foloida",SP,22,188,L,R,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,25,25,30,25,25,25,30,35,45,30,45,55,45,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,30,30,20,35,80,25,45,45,40,50,30,45,45,45,55,30,45,40,40,45,30,50,50,50,50,35,91-93,49,75,70,45,50,0,0,45,0,0,0,0,0,0,0,55,60,0,0,60,0,0,0,0,0,0,0,N,H,L,N,N,E,0,VH,35,40
63899,"Ilie Fotachi",LF,21,190,R,R,40,50,45,45,35,40,40,50,45,45,35,40,40,50,50,45,35,45,50,80,80,75,45,55,25,25,30,20,40,60,40,20,20,30,0,0,25,0,0,0,40,0,30,0,0,30,0,0,0,45,0,35,35,40,40,45,35,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,25,84-86,39,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,N,N,N,N,N,5500000,A,35,70
61878,"Josh Foy",CF,22,189,R,R,40,40,35,35,40,40,40,40,35,35,40,40,40,40,35,35,40,40,45,45,45,40,50,45,30,30,30,30,60,45,45,25,25,20,0,0,0,0,0,0,45,40,30,0,0,0,0,0,0,65,45,55,70,65,65,55,45,25,20,25,25,20,20,20,25,25,20,20,20,25,25,20,20,20,25,30,20,25,89-91,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VE,0,VH,30,40
62812,"Kevin Franklin",2B,22,179,R,R,45,40,35,40,50,40,45,40,35,40,50,40,45,40,35,40,50,45,65,50,45,50,80,50,50,45,55,45,65,60,60,20,20,20,0,0,0,40,25,0,0,0,0,0,0,0,45,45,0,0,0,0,45,50,50,45,35,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,87-89,44,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N,N,650000,VH,35,50
62804,"Zach Franklin",SP,20,179,R,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,20,20,30,30,45,20,55,60,50,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,20,35,25,35,35,30,45,30,35,35,30,45,30,40,35,35,45,30,45,40,40,45,40,88-90,53,65,50,40,0,0,0,0,30,45,0,0,0,0,0,45,0,0,0,0,50,45,0,0,0,0,0,N,N,H,N,N,N,0,VH,30,35
