ID,Name,Pos,Age,Team,Org,League_Level,VOS_Score,VOS_Potential,Batting_Score,Batting_Potential,Defense_Score,Baserunning_Score,Pitching_Ability_Score,Pitching_Ability_Potential,Pitching_Arsenal_Score,Development_Adj,Age_Adj,Personality_Adj,Park_Name,Park_Applied,C_Score,1B_Score,2B_Score,3B_Score,SS_Score,LF_Score,CF_Score,RF_Score,DH_Score,Ideal_Position,Ideal_Value
52888,Andy Sarver,RP,29.0,New York Yankees,New York Yankees,ML,48.51,49.61,,,,,48.0,50.25,65.25,1.1,-1.2,-3.0,N/A,False,,,,,,,,,,RP,52.31
52890,Stephon Myricks,SP,26.0,,,,47.01,46.69,,,,,43.75,44.75,66.7,1.0,0.0,1.5,N/A,False,,,,,,,,,,SP,45.84
52891,Sean Hosford,SP,25.0,,,,39.19,39.19,,,,,44.5,44.5,44.75,0.0,0.0,-3.0,N/A,False,,,,,,,,,,SP,44.55
52892,Zach Thomas,SP,28.0,Las Vegas Athletics,Las Vegas Athletics,ML,42.7,42.38,,,,,49.0,50.0,51.98,1.08,0.0,4.5,N/A,False,,,,,,,,,,SP,39.6
52893,Alexis Moreno,CF,26.0,Chicago Cubs,Chicago Cubs,ML,57.22,56.0,44.0,44.0,52.38,73.75,,,,1.0,1.2,-3.5,N/A,False,,,45.4,,,48.89,56.05,48.17,44.0,CF,56.05
52895,Josh Smoll,SP,29.0,,,,40.66,40.66,,,,,42.0,42.0,48.1,0.0,0.0,0.0,N/A,False,,,,,,,,,,SP,43.22
52896,Bobby Cooley,RP,29.0,Midland RockHounds,Las Vegas Athletics,AA,40.98,40.14,,,,,46.25,46.25,43.89,0.9,-3.0,0.0,N/A,False,,,,,,,,,,RP,45.66
52898,Chezzare Schmitt,2B,28.0,St. Louis Cardinals,St. Louis Cardinals,ML,63.2,62.02,57.25,58.25,56.08,57.0,,,,2.06,-1.2,1.0,N/A,False,,57.71,59.48,56.68,59.92,55.61,,55.84,57.25,SS,59.92
52900,Tim Childress,LF,28.0,,,,60.98,60.14,46.25,46.25,55.62,52.75,,,,1.0,0.0,1.5,N/A,False,,46.15,,,,49.11,56.16,48.74,46.25,CF,56.16
52903,Frank Correa,2B,28.0,,,,56.32,55.0,53.5,53.5,47.75,48.25,,,,1.0,0.0,-0.5,N/A,False,,52.29,53.2,,,51.74,,,53.5,DH,53.5
52904,Quadir Snyder,RP,28.0,,,,53.34,54.41,,,,,45.75,48.0,56.35,0.98,0.0,2.5,N/A,False,,,,,,,,,,RP,48.4
52906,Shamel Winstead,SP,28.0,,,,33.85,33.85,,,,,34.75,34.75,43.55,0.0,0.0,-4.0,N/A,False,,,,,,,,,,SP,36.51
52907,Frank Rivera,SS,23.0,,,,39.09,44.31,34.0,44.25,47.62,46.75,,,,0.06,0.0,-2.5,N/A,False,,35.64,42.7,43.86,,,,36.4,34.0,3B,43.86
52911,Mike Mair,C,26.0,,,,49.68,49.68,39.25,39.25,56.75,36.0,,,,0.0,0.0,-1.5,N/A,False,51.34,,,,,,,,39.25,C,51.34
52912,Alejandro Mendoza,SP,25.0,,,,33.68,34.29,,,,,31.25,33.0,48.05,0.0,0.0,0.0,N/A,False,,,,,,,,,,SP,32.11
52913,Loïc Silley,C,24.0,Everett AquaSox,Seattle Mariners,A,39.15,39.15,42.5,42.5,40.5,24.25,,,,0.0,-3.0,2.0,N/A,False,41.94,41.14,,,,,,,42.5,DH,42.5
52916,Yurdion Frost,SP,25.0,,,,35.05,39.31,,,,,30.25,38.5,61.95,0.0,0.0,-1.5,N/A,False,,,,,,,,,,SP,36.59
52917,Dave Conrad,C,28.0,,,,41.57,42.66,30.75,34.75,53.5,20.0,,,,0.0,0.0,-2.0,N/A,False,46.14,,,,,,,,30.75,C,46.14
52918,Jeff Jaskiewicz,SP,26.0,,,,33.78,40.97,,,,,29.75,43.75,52.7,0.0,0.0,-2.0,N/A,False,,,,,,,,,,SP,34.34
52919,Jessie Jones,CL,25.0,Pittsburgh Pirates,Pittsburgh Pirates,ML,60.43,61.05,,,,,51.0,53.25,77.22,0.94,2.5,-3.0,N/A,False,,,,,,,,,,RP,57.56
52920,Juan Quintanilla,C,25.0,,,,38.0,38.95,43.5,44.75,45.25,30.5,,,,0.0,0.0,-3.5,N/A,False,,,,,,42.46,,,43.5,DH,43.5
52921,Josh Parham,SP,26.0,,,,40.89,43.17,,,,,42.25,45.0,47.88,0.08,0.0,0.0,N/A,False,,,,,,,,,,SP,43.38
52926,Juan Flores,SP,28.0,,,,33.82,35.99,,,,,29.25,34.75,45.25,0.0,0.0,0.0,N/A,False,,,,,,,,,,SP,32.45
52928,Amazuz Utni,RP,29.0,,,,40.45,40.45,,,,,42.75,42.75,43.73,0.0,0.0,0.0,N/A,False,,,,,,,,,,RP,42.99
52930,Andy Guthrie,SP,25.0,,,,40.05,40.79,,,,,36.5,37.5,54.3,0.0,0.0,2.5,N/A,False,,,,,,,,,,SP,40.06
52931,Jace Satterwhite,RF,28.0,Scranton WB RailRiders,New York Yankees,AAA,43.97,42.76,47.25,47.25,51.38,50.25,,,,1.0,-3.0,0.0,N/A,False,,,,,,48.23,,48.11,47.25,LF,48.23
52932,Jon Reagan,SP,26.0,,,,35.16,37.39,,,,,30.25,35.0,55.6,0.0,0.0,0.0,N/A,False,,,,,,,,,,SP,35.32
52933,Mike Keller,SP,25.0,Chicago White Sox,Chicago White Sox,ML,42.5,41.47,,,,,47.25,47.25,53.72,0.96,2.5,-2.0,N/A,False,,,,,,,,,,SP,43.55
52934,Juan Walker,2B,25.0,Washington Nationals,Washington Nationals,ML,60.61,60.77,52.25,53.5,51.06,35.0,,,,1.06,2.4,2.5,N/A,False,,51.36,51.42,,,49.74,50.57,,52.25,DH,52.25
52935,Zach Buder,SP,29.0,Tampa Bay Rays,Tampa Bay Rays,ML,50.7,48.81,,,,,51.25,51.25,47.9,0.98,-1.2,0.0,N/A,False,,,,,,,,,,SP,50.58
52936,Chris Schramm,1B,25.0,Toronto Blue Jays,Toronto Blue Jays,ML,55.87,54.5,51.75,51.75,45.58,24.5,,,,1.0,2.4,-1.5,N/A,False,,49.61,49.36,,,47.3,,,51.75,DH,51.75
52938,Shemar Windless,RF,25.0,,,,38.93,44.05,33.25,40.0,57.12,41.25,,,,0.0,0.0,3.5,N/A,False,,,,,,37.73,,37.54,33.25,LF,37.73
52946,Zaire Bellfield,SP,25.0,El Paso Chihuahuas,San Diego Padres,AAA,55.57,54.08,,,,,47.25,47.25,57.8,1.06,2.5,0.5,N/A,False,,,,,,,,,,SP,49.36
52947,Tommy Harp,2B,25.0,Texas Rangers,Texas Rangers,ML,63.73,63.9,38.75,39.75,60.46,62.75,,,,0.0,2.4,2.0,N/A,False,,41.98,53.3,50.41,58.25,43.48,,43.51,38.75,SS,58.25
52948,Danny Christensen,SP,26.0,,,,35.56,38.35,,,,,32.0,37.5,42.38,0.0,0.0,2.0,N/A,False,,,,,,,,,,SP,34.08
52949,Julio Verond,RP,23.0,Asheville Tourists,Houston Astros,A,36.74,40.11,,,,,37.0,43.0,51.5,0.0,-2.5,0.0,N/A,False,,,,,,,,,,RP,40.62
52952,Bert Luther,C,29.0,Las Vegas Athletics,Las Vegas Athletics,ML,56.59,55.56,51.5,52.5,56.5,42.75,,,,1.06,-2.4,1.0,N/A,False,54.56,,,,,,,,51.5,C,54.56
52953,Luis Mindieta,2B,23.0,Chattanooga Lookouts,Cincinnati Reds,AA,41.92,42.8,41.5,43.25,44.5,42.75,,,,0.0,2.0,-0.5,N/A,False,,,42.98,,,,,,41.5,2B,42.98
52956,Mike Kaiser,1B,25.0,South Bend Cubs,Chicago Cubs,A,36.14,41.43,38.75,46.0,0.0,27.25,,,,0.38,-3.0,1.0,N/A,False,,,,,,,,,38.75,DH,38.75
52958,Josh Nelson,1B,25.0,Philadelphia Phillies,Philadelphia Phillies,ML,55.54,54.14,49.0,49.0,40.12,20.25,,,,1.0,2.4,1.0,N/A,False,,46.76,,,,44.66,,,49.0,DH,49.0
52961,Luis Mora,SP,26.0,,,,32.16,32.57,,,,,30.25,31.75,41.53,0.0,0.0,-2.0,N/A,False,,,,,,,,,,SP,30.01
52962,B.J. Snodgrass,SP,25.0,Northwest Arkansas Naturals,Kansas City Royals,AA,41.54,44.3,,,,,42.75,46.0,55.9,0.23,0.0,3.5,N/A,False,,,,,,,,,,SP,40.38
52966,Jorge Santana,RF,26.0,Gwinnett Stripers,Atlanta Braves,AAA,55.39,55.41,45.75,49.75,54.83,45.5,,,,1.19,0.0,1.0,N/A,False,,,,,,46.96,51.1,47.34,45.75,CF,51.1
52967,Tony Tharp,SP,25.0,,,,46.4,46.4,,,,,43.25,43.25,51.77,0.0,0.0,3.0,N/A,False,,,,,,,,,,SP,44.95
52969,Sean Holbrook,RF,28.0,,,,50.2,51.83,42.25,43.5,47.33,69.0,,,,0.06,0.0,3.5,N/A,False,,,44.36,,,45.79,,46.54,42.25,RF,46.54
52972,Josh Starner,SP,29.0,Cleveland Guardians,Cleveland Guardians,ML,56.82,55.7,,,,,50.5,50.5,56.6,0.9,-1.2,3.0,N/A,False,,,,,,,,,,SP,51.72
52973,Luis Nieves,CF,24.0,Sugar Land Space Cowboys,Houston Astros,AAA,56.86,56.86,41.0,41.0,52.25,52.75,,,,0.0,3.0,-2.0,N/A,False,,,41.95,,,44.39,53.45,44.05,41.0,CF,53.45
52974,Ron Nolan,RP,25.0,Scranton WB RailRiders,New York Yankees,AAA,56.35,57.03,,,,,45.75,48.0,52.36,1.12,2.5,3.0,N/A,False,,,,,,,,,,RP,47.4
52975,Frank Plasencia,SP,25.0,,,,35.76,41.68,,,,,29.25,39.0,60.2,0.0,0.0,1.0,N/A,False,,,,,,,,,,SP,35.44
52978,Rusbelt Greenhaw,SP,25.0,,,,33.48,33.48,,,,,43.0,43.0,36.1,0.0,0.0,-2.5,N/A,False,,,,,,,,,,SP,34.12
52979,Terrell Maggett,RP,29.0,Altoona Curve,Pittsburgh Pirates,AA,43.42,42.51,,,,,48.0,48.0,48.05,0.77,-3.0,0.0,N/A,False,,,,,,,,,,RP,48.01
52982,Chad Never,RF,28.0,,,,43.97,43.97,43.5,43.5,56.25,58.25,,,,0.0,0.0,-1.0,N/A,False,,,,,,46.55,,47.23,43.5,RF,47.23
52984,Arturo Sandoval,SP,28.0,,,,40.63,39.72,,,,,45.0,45.0,48.42,1.0,0.0,-3.5,N/A,False,,,,,,,,,,SP,45.69
52985,Boyd Henningar,3B,25.0,Buffalo Bisons,Toronto Blue Jays,AAA,54.38,52.83,45.25,45.25,52.79,34.25,,,,1.0,1.5,0.0,N/A,False,,45.17,48.09,48.19,50.0,45.24,50.06,45.09,45.25,CF,50.06
52986,Chris Dibbern,RP,26.0,Montgomery Biscuits,Tampa Bay Rays,AA,50.07,52.23,,,,,49.5,52.5,61.31,1.08,-2.0,-1.5,N/A,False,,,,,,,,,,RP,52.45
52987,Chris Burgunder,SP,28.0,Tennessee Smokies,Chicago Cubs,AA,39.69,41.55,,,,,44.5,47.25,56.57,0.23,-3.0,-2.0,N/A,False,,,,,,,,,,SP,46.91
52991,Bobby Escamilla,RP,28.0,Sacramento River Cats,San Francisco Giants,AAA,50.55,47.42,,,,,48.75,48.75,48.11,1.69,-1.5,1.5,N/A,False,,,,,,,,,,RP,48.59
52992,Jesus Curiel,C,23.0,Aberdeen Ironbirds,Baltimore Orioles,A,36.43,36.43,39.0,39.0,38.88,27.75,,,,0.0,-3.0,-1.5,N/A,False,42.11,,,,,,,37.05,39.0,C,42.11
52995,Jeremy Davison,SP,28.0,Detroit Tigers,Detroit Tigers,ML,49.93,47.88,,,,,49.75,49.75,40.3,1.1,0.0,3.5,N/A,False,,,,,,,,,,SP,45.36
52997,Curt Hays,C,24.0,Salt Lake Bees,California Angels,AAA,63.01,62.34,49.5,49.5,49.5,26.25,,,,1.0,3.0,2.5,N/A,False,54.99,,,,,,,45.75,49.5,C,54.99
52998,Julio Siqueiros,RP,24.0,Dayton Dragons,Cincinnati Reds,A,34.8,36.53,,,,,32.75,37.0,56.1,0.0,-3.0,-1.0,N/A,False,,,,,,,,,,RP,38.59
53002,Jonathan Johnson,SS,28.0,,,,52.97,53.57,36.25,37.5,62.79,22.75,,,,0.0,0.0,-2.0,N/A,False,,38.45,48.74,49.19,53.65,37.6,,37.94,36.25,SS,53.65
53006,Daniel Favela,RF,25.0,,,,39.25,39.25,43.5,43.5,51.62,31.25,,,,0.0,0.0,-2.0,N/A,False,,,,,,43.36,,43.62,43.5,RF,43.62
53008,Jesus Arellano,SP,23.0,El Paso Chihuahuas,San Diego Padres,AAA,48.72,50.79,,,,,45.0,47.75,56.02,1.12,2.5,-1.5,N/A,False,,,,,,,,,,SP,47.2
53009,Jesus Parra,CF,25.0,Rochester Red Wings,Washington Nationals,AAA,60.04,60.78,44.0,47.5,60.83,70.0,,,,0.19,1.5,0.0,N/A,False,,,,,,48.81,55.86,49.52,44.0,CF,55.86
53010,Sean Peterson,C,28.0,,,,60.65,60.65,43.75,43.75,49.0,36.25,,,,0.0,0.0,3.5,N/A,False,54.75,,,44.16,,,,42.66,43.75,C,54.75
53011,Hamilton Blaquiere,C,25.0,,,,54.21,54.49,43.5,44.5,55.0,30.25,,,,0.06,0.0,1.5,N/A,False,50.89,,,,,,,,43.5,C,50.89
53012,Beau Lumpkins,1B,25.0,Baltimore Orioles,Baltimore Orioles,ML,53.66,57.67,47.5,51.75,39.0,26.75,,,,1.19,2.4,1.0,N/A,False,,45.61,,,,,,,47.5,DH,47.5
53014,Danny Quander,SP,28.0,,,,44.68,46.55,,,,,44.25,47.0,52.25,0.92,0.0,0.0,N/A,False,,,,,,,,,,SP,45.85
53015,Art Ross,LF,25.0,Norfolk Tides,Baltimore Orioles,AAA,59.76,60.36,40.75,43.0,54.5,61.0,,,,0.0,1.5,0.0,N/A,False,,41.79,46.04,,,45.77,55.74,45.74,40.75,CF,55.74
53016,Jon Schuenemann,SP,28.0,,,,40.83,40.83,,,,,40.5,40.5,40.0,0.0,0.0,3.0,N/A,False,,,,,,,,,,SP,40.4
53017,Jesus Saravia,C,29.0,,,,56.95,56.95,44.25,44.25,50.3,22.25,,,,0.0,0.0,0.0,N/A,False,54.52,42.82,,,,42.91,48.19,42.61,44.25,C,54.52
53018,Steve Wolf,1B,25.0,,,,41.49,42.22,44.5,46.25,33.88,39.5,,,,1.06,0.0,-1.5,N/A,False,,43.5,,,,41.94,,,44.5,DH,44.5
53020,Joe Ulrich,SP,28.0,,,,36.78,38.29,,,,,33.75,36.5,48.45,0.0,0.0,1.5,N/A,False,,,,,,,,,,SP,36.69
53021,Juan Prieto,1B,24.0,,,,41.92,41.92,39.25,39.25,48.25,51.0,,,,0.0,0.0,0.0,N/A,False,,,44.48,,,,,,39.25,2B,44.48
53022,Ken Varnon,C,29.0,,,,53.13,54.38,37.5,40.75,47.62,26.0,,,,0.0,0.0,1.0,N/A,False,50.75,,,,,,,36.43,37.5,C,50.75
53023,Doug Abrams,SP,25.0,Boston Red Sox,Boston Red Sox,ML,53.74,55.34,,,,,47.25,50.0,53.75,1.08,2.5,0.0,N/A,False,,,,,,,,,,SP,48.55
53026,Andy Ewald,RP,25.0,Indianapolis Indians,Pittsburgh Pirates,AAA,62.43,63.46,,,,,49.5,51.75,71.6,0.08,2.5,3.0,N/A,False,,,,,,,,,,RP,55.02
53027,Andres Ramos,CF,28.0,,,,55.09,55.34,54.0,55.25,45.42,45.5,,,,1.06,0.0,-2.0,N/A,False,,52.07,,,,52.29,,52.4,54.0,DH,54.0
53028,Ernesto Guerrero,3B,28.0,Los Angeles Dodgers,Los Angeles Dodgers,ML,55.69,58.33,41.75,46.75,56.9,30.25,,,,0.25,-1.2,3.5,N/A,False,,43.2,45.77,50.96,,41.8,,42.74,41.75,3B,50.96
53029,Mike Flake,CF,23.0,Hillsboro Hops,Arizona Diamondbacks,A,50.12,51.81,39.75,42.75,54.67,67.75,,,,0.0,-3.0,2.0,N/A,False,,,,,,44.54,51.06,44.99,39.75,CF,51.06
53030,Jeremy Judd,SP,25.0,Birmingham Barons,Chicago White Sox,AA,33.73,39.68,,,,,33.0,46.0,56.67,0.48,0.0,1.5,N/A,False,,,,,,,,,,SP,30.23
53031,Alejandro Maciel,SP,24.0,,,,31.73,33.1,,,,,30.25,35.25,52.2,0.0,0.0,-3.0,N/A,False,,,,,,,,,,SP,29.64
53032,Danny Thone,2B,25.0,Corpus Christi Hooks,Houston Astros,AA,39.0,41.44,37.25,43.25,44.75,36.25,,,,0.0,-2.0,2.0,N/A,False,,37.77,41.31,,,,,,37.25,2B,41.31
53033,Rob Sanford,SP,24.0,,,,35.72,38.27,,,,,38.75,43.75,51.85,0.0,0.0,0.0,N/A,False,,,,,,,,,,SP,36.37
53034,Dave Childers,RF,25.0,Sugar Land Space Cowboys,Houston Astros,AAA,53.47,53.84,44.25,45.25,54.67,43.5,,,,0.06,1.5,0.5,N/A,False,,,,,,45.49,49.9,46.24,44.25,CF,49.9
53035,Jerry Cajka,SP,25.0,New York Yankees,New York Yankees,ML,57.26,56.96,,,,,50.0,51.0,63.65,1.06,2.5,-1.5,N/A,False,,,,,,,,,,SP,52.73
53036,Shemar Washington,C,24.0,,,,44.32,44.32,41.75,41.75,45.81,20.0,,,,0.0,0.0,1.0,N/A,False,44.16,40.99,,45.5,,,,39.16,41.75,3B,45.5
53037,Ron Reihl,C,24.0,,,,44.95,43.64,45.75,45.75,44.08,29.0,,,,1.0,0.0,0.0,N/A,False,45.96,,,,,43.29,,43.89,45.75,C,45.96
53038,Earl MacDormond,RP,25.0,Salt Lake Bees,California Angels,AAA,46.61,45.84,,,,,45.0,45.75,51.1,1.06,2.5,-2.0,N/A,False,,,,,,,,,,RP,46.53
53039,Hamilton Boutillier,RF,24.0,Bradenton Marauders,Pittsburgh Pirates,A,34.56,38.37,36.5,43.5,46.62,26.0,,,,0.0,-3.0,0.0,N/A,False,,,,,,36.84,,37.1,36.5,RF,37.1
53040,Zach Speck,RP,24.0,Hudson Valley Renegades,New York Yankees,A,40.36,40.89,,,,,42.5,43.25,56.1,0.0,-3.0,0.0,N/A,False,,,,,,,,,,RP,45.9
53041,Frank Mendoza,SP,24.0,Biloxi Shuckers,Milwaukee Brewers,AA,41.93,52.79,,,,,38.25,47.75,58.35,0.54,1.67,0.0,N/A,False,,,,,,,,,,SP,42.27
53042,Danny Brady,RP,24.0,Washington Nationals,Washington Nationals,ML,44.46,52.12,,,,,42.0,48.5,49.06,0.33,2.5,0.0,N/A,False,,,,,,,,,,RP,43.77
53043,Jeff Mollins,SP,24.0,Binghamton Rumble Ponies,New York Mets,AA,41.9,44.53,,,,,39.25,42.0,59.45,0.0,1.67,-0.5,N/A,False,,,,,,,,,,SP,43.29
53044,Braizell Yovan,LF,25.0,San Diego Padres,San Diego Padres,ML,61.53,60.74,47.25,47.25,55.0,54.75,,,,1.0,2.4,2.0,N/A,False,,,,,,49.16,53.96,48.86,47.25,CF,53.96
53045,Jim Chalfant,SP,24.0,Quad Cities River Bandits,Kansas City Royals,A,35.59,36.88,,,,,33.75,36.5,53.2,0.0,-3.0,1.5,N/A,False,,,,,,,,,,SP,37.64
53046,Oded Kent,RP,24.0,Eugene Emeralds,San Francisco Giants,A,58.1,60.25,,,,,49.75,54.0,75.12,0.96,-3.0,1.5,N/A,False,,,,,,,,,,RP,56.09
53047,Robby Pick,SP,24.0,Birmingham Barons,Chicago White Sox,AA,38.48,38.81,,,,,44.25,46.0,63.05,0.98,1.67,0.0,N/A,False,,,,,,,,,,SP,38.01
53048,Jesus Toledo,RP,25.0,Reno Aces,Arizona Diamondbacks,AAA,52.39,61.59,,,,,43.25,54.75,71.52,0.48,2.5,-2.0,N/A,False,,,,,,,,,,RP,50.32
53049,Brad Pierson,LF,24.0,Bowie Baysox,Baltimore Orioles,AA,42.86,47.8,43.25,48.25,54.5,38.5,,,,0.25,0.0,0.0,N/A,False,,,,,,43.86,,45.06,43.25,RF,45.06
53050,Sam Spaulding,CF,24.0,South Bend Cubs,Chicago Cubs,A,53.33,57.75,40.75,54.0,54.25,67.0,,,,0.62,-3.0,0.0,N/A,False,,,45.29,,,45.74,54.25,45.66,40.75,CF,54.25
53051,Mike Fox,2B,25.0,Nashville Sounds,Milwaukee Brewers,AAA,43.87,43.26,44.0,45.25,48.62,41.25,,,,1.06,1.5,-2.5,N/A,False,,44.26,46.09,,,,,,44.0,2B,46.09
53052,Chris Miller,SP,25.0,,,,36.99,39.77,,,,,37.5,42.25,67.17,0.08,0.0,0.0,N/A,False,,,,,,,,,,SP,38.44
53053,Kevin Miller,CF,25.0,Scranton WB RailRiders,New York Yankees,AAA,61.33,62.79,41.25,49.75,58.17,56.5,,,,0.5,1.5,-1.0,N/A,False,,42.49,48.96,47.53,,46.19,58.1,46.26,41.25,CF,58.1
53054,Steve Buenger,SP,25.0,,,,31.21,35.76,,,,,23.75,38.25,41.7,0.0,0.0,0.0,N/A,False,,,,,,,,,,SP,24.84
53055,Dashawn Cantave,SP,24.0,,,,31.33,36.5,,,,,29.75,45.5,54.15,0.17,0.0,-2.0,N/A,False,,,,,,,,,,SP,27.13
53056,Dana Thill,SP,25.0,,,,32.82,33.93,,,,,30.25,33.75,43.43,0.0,0.0,-0.5,N/A,False,,,,,,,,,,SP,30.39
53057,Pete Cacace,SP,24.0,Quad Cities River Bandits,Kansas City Royals,A,34.6,35.19,,,,,37.75,39.25,44.9,0.0,-3.0,-2.0,N/A,False,,,,,,,,,,SP,39.18
53058,Josh Christensen,2B,25.0,,,,42.57,42.57,39.0,39.0,50.19,28.75,,,,0.0,0.0,0.0,N/A,False,,39.19,45.06,44.34,,,,39.33,39.0,2B,45.06
53059,Abraham Villarreal,SP,25.0,,,,37.83,37.83,,,,,38.25,38.25,45.8,0.0,0.0,0.0,N/A,False,,,,,,,,,,SP,39.76
53060,Andy Stephan,RP,24.0,Charlotte Knights,Chicago White Sox,AAA,58.34,57.62,,,,,49.0,49.5,63.92,1.04,2.5,-0.5,N/A,False,,,,,,,,,,RP,52.73
53061,Mat Jenson,2B,25.0,,,,43.67,44.83,43.0,45.25,48.58,52.25,,,,0.12,0.0,-2.0,N/A,False,,44.06,47.86,,,44.23,,,43.0,2B,47.86
53062,Sam Blagg,C,24.0,Hillsboro Hops,Arizona Diamondbacks,A,42.37,43.7,34.0,38.5,44.88,29.25,,,,0.0,-3.0,1.0,N/A,False,46.89,34.06,,,,,,,34.0,C,46.89
53063,Luis Prado,CF,24.0,Corpus Christi Hooks,Houston Astros,AA,52.22,52.73,35.25,36.25,58.5,41.75,,,,0.0,0.0,1.0,N/A,False,,,,,,39.2,50.2,39.69,35.25,CF,50.2
53064,Chris Payton,2B,25.0,Corpus Christi Hooks,Houston Astros,AA,42.53,45.99,40.25,47.0,44.75,55.0,,,,0.38,-2.0,2.0,N/A,False,,41.46,44.65,,,42.06,,,40.25,2B,44.65
53065,Jake Kolp,RP,24.0,El Paso Chihuahuas,San Diego Padres,AAA,56.08,60.58,,,,,43.75,49.75,69.42,0.15,2.5,1.0,N/A,False,,,,,,,,,,RP,50.17
53066,Luis Morales,SP,25.0,,,,38.11,40.22,,,,,35.25,38.5,54.75,0.0,0.0,1.0,N/A,False,,,,,,,,,,SP,39.15
53067,T.J. Moore,1B,24.0,Lansing Lugnuts,Las Vegas Athletics,A,38.15,40.25,40.0,45.75,49.38,25.5,,,,0.31,-3.0,-2.0,N/A,False,,40.07,,44.9,,39.38,,40.27,40.0,3B,44.9
53068,J.D. Lynch,SP,25.0,,,,37.7,40.07,,,,,38.75,42.5,55.4,0.0,0.0,0.0,N/A,False,,,,,,,,,,SP,39.58
53069,Juan Mineros,RP,22.0,,,,37.76,43.73,,,,,34.0,42.5,50.65,0.0,0.0,1.5,N/A,False,,,,,,,,,,RP,38.16
53070,Si Pao,RP,21.0,Los Angeles (DSL) Dodgers,Los Angeles Dodgers,R,33.98,36.25,,,,,26.75,32.75,48.99,0.0,-3.0,3.5,N/A,False,,,,,,,,,,RP,32.31
53071,Chris Hunt,C,25.0,Rochester Red Wings,Washington Nationals,AAA,39.3,41.18,41.0,43.25,42.88,20.25,,,,0.0,1.5,-1.0,N/A,False,41.19,,,40.86,,,,,41.0,C,41.19
53072,Sincere Bethea,SP,25.0,Tacoma Rainiers,Seattle Mariners,AAA,43.62,50.28,,,,,45.25,52.0,67.7,1.21,2.5,0.0,N/A,False,,,,,,,,,,SP,42.24
53073,Jimmy Strasser,RP,24.0,Scranton WB RailRiders,New York Yankees,AAA,59.59,60.17,,,,,47.25,49.5,64.28,1.04,2.5,2.0,N/A,False,,,,,,,,,,RP,51.51
53074,Luis Manzo,RP,25.0,Sugar Land Space Cowboys,Houston Astros,AAA,51.56,54.98,,,,,44.5,47.5,69.45,0.08,2.5,-2.5,N/A,False,,,,,,,,,,RP,50.74
53075,Mike Rose,SP,24.0,,,,33.6,34.76,,,,,33.75,37.0,49.52,0.0,0.0,0.0,N/A,False,,,,,,,,,,SP,31.91
53076,Bobby Long,SP,24.0,,,,36.57,36.57,,,,,37.0,37.0,51.22,0.0,0.0,-2.0,N/A,False,,,,,,,,,,SP,39.84
53077,Chad Michelson,RP,24.0,Eugene Emeralds,San Francisco Giants,A,37.96,42.04,,,,,38.25,45.0,55.34,0.42,-3.0,0.0,N/A,False,,,,,,,,,,RP,42.52
53078,Rusty Bivines,1B,25.0,Nashville Sounds,Milwaukee Brewers,AAA,45.0,43.68,46.5,46.5,43.5,22.75,,,,1.0,1.5,-2.0,N/A,False,,,,,,,,43.67,46.5,DH,46.5
53079,Jonathan Hope,RP,24.0,Cedar Rapids Kernels,Minnesota Twins,A,40.91,43.13,,,,,39.75,42.5,58.66,0.0,-3.0,2.0,N/A,False,,,,,,,,,,RP,44.48
53080,Erik Potak,RP,24.0,Toronto Blue Jays,Toronto Blue Jays,ML,52.52,55.09,,,,,44.75,47.0,65.25,0.0,2.5,-1.0,N/A,False,,,,,,,,,,RP,49.88
53081,Chris Arnold,RP,24.0,,,,34.56,41.45,,,,,30.5,43.75,58.85,0.0,0.0,-3.5,N/A,False,,,,,,,,,,RP,37.59
53082,Dave Bodenhamer,SP,23.0,,,,40.18,40.93,,,,,38.5,39.5,54.5,0.0,0.0,1.0,N/A,False,,,,,,,,,,SP,41.7
53083,Luis Aquino,RP,24.0,Lake County Captains,Cleveland Guardians,A,36.31,43.11,,,,,36.0,47.5,65.62,0.5,-3.0,-3.5,N/A,False,,,,,,,,,,RP,43.41
53084,Luis Vargas,SP,24.0,Hartford Yard Goats,Colorado Rockies,AA,35.97,38.68,,,,,40.5,46.0,54.7,0.31,1.67,-1.0,N/A,False,,,,,,,,,,SP,35.84
53085,Ian Norris,RP,24.0,Salt Lake Bees,California Angels,AAA,58.53,59.41,,,,,47.25,50.0,55.42,1.17,2.5,3.0,N/A,False,,,,,,,,,,RP,49.29
53086,Gio McField,LF,24.0,Amarillo Sod Poodles,Arizona Diamondbacks,AA,38.75,39.57,42.5,43.5,43.5,36.0,,,,0.0,0.0,-1.5,N/A,False,,,,,,42.0,,,42.5,DH,42.5
53087,Zach Tatz,SP,24.0,Northwest Arkansas Naturals,Kansas City Royals,AA,37.67,37.92,,,,,46.0,47.75,60.1,1.04,1.67,-2.0,N/A,False,,,,,,,,,,SP,38.82
53088,Arturo Carrera,SP,25.0,Modesto Nuts,Seattle Mariners,A,32.75,37.65,,,,,30.75,43.0,68.0,0.0,-3.0,2.0,N/A,False,,,,,,,,,,SP,30.7
53090,Jim Hamil,2B,24.0,Texas Rangers,Texas Rangers,ML,56.5,56.77,47.5,50.5,54.25,54.5,,,,1.12,3.0,-2.0,N/A,False,,49.0,52.03,51.68,,,,47.98,47.5,2B,52.03
